"name";"name_ascii";"abbr";"latitude";"longitude"
"faculdade de primavera";"faculdade de primavera";"";-22.58;-53.059
"universidade luterana do brasil";"universidade luterana do brasil";"";-29.918;-51.184
"faculdade tecnologia eduvale - avaré";"faculdade tecnologia eduvale - avare";"";-23.099;-48.926
"faculdade tecnológica inap";"faculdade tecnologica inap";"";-19.817;-43.956
"faculdade presidente antônio carlos de várzea da palma";"faculdade presidente antonio carlos de varzea da palma";"";-17.598;-44.731
"faculdade de tecnologia do istituto europeo di design";"faculdade de tecnologia do istituto europeo di design";"";-23.548;-46.636
"escola superior de administração, direito e economia";"escola superior de administracao, direito e economia";"";-30.033;-51.23
"faculdade anglo-americano de joão pessoa";"faculdade anglo-americano de joao pessoa";"";-7.115;-34.863
"faculdades integradas dom pedro ii";"faculdades integradas dom pedro ii";"";-20.82;-49.379
"universidade do estado do amapá";"universidade do estado do amapa";"";0.039;-51.066
"centro superior de ensino e pesquisa de machado";"centro superior de ensino e pesquisa de machado";"";-21.675;-45.92
"centro universitário de bauru";"centro universitario de bauru";"";-22.315;-49.061
"centro universitário de franca";"centro universitario de franca";"";-20.539;-47.401
"faculdade de tecnologia senai curitiba";"faculdade de tecnologia senai curitiba";"";-25.428;-49.273
"faculdade de tecnologia senai ítalo bologna";"faculdade de tecnologia senai italo bologna";"";-16.679;-49.254
"faculdade de tecnologia senai roberto mange";"faculdade de tecnologia senai roberto mange";"";-22.906;-47.061
"faculdade de tecnologia senai são josé";"faculdade de tecnologia senai sao jose";"";-27.615;-48.628
"centro universitário de joão pessoa";"centro universitario de joao pessoa";"";-7.115;-34.863
"faculdade frassinetti do recife";"faculdade frassinetti do recife";"";-8.054;-34.881
"faculdade alves faria";"faculdade alves faria";"";-16.679;-49.254
"faculdade de tecnologia de guaratinguetá";"faculdade de tecnologia de guaratingueta";"";-22.816;-45.193
"instituto federal de educação, ciência e tecnologia do rio grande do norte";"instituto federal de educacao, ciencia e tecnologia do rio grande do norte";"";-5.795;-35.209
"faculdade de educação e ciências gerenciais de indaiatuba";"faculdade de educacao e ciencias gerenciais de indaiatuba";"";-23.09;-47.218
"faculdades integradas santa cruz de curitiba";"faculdades integradas santa cruz de curitiba";"";-25.428;-49.273
"faculdade de formação de professores de goiana";"faculdade de formacao de professores de goiana";"";-7.561;-35.003
"faculdade de ciências jurídicas e sociais aplicadas de primavera do leste";"faculdade de ciencias juridicas e sociais aplicadas de primavera do leste";"";-15.528;-54.346
"instituto superior de educação carlos chagas";"instituto superior de educacao carlos chagas";"";-21.764;-43.35
"instituto superior de educação de cláudio";"instituto superior de educacao de claudio";"";-20.443;-44.766
"instituto superior de educação de floresta";"instituto superior de educacao de floresta";"";-8.601;-38.568
"faculdade de tecnologia lourenço filho";"faculdade de tecnologia lourenco filho";"";-3.717;-38.543
"faculdade joaquim nabuco recife";"faculdade joaquim nabuco recife";"";-8.054;-34.881
"escola superior em meio ambiente";"escola superior em meio ambiente";"";-20.174;-45.711
"faculdades vale do carangola - favale";"faculdades vale do carangola - favale";"";-20.733;-42.029
"universidade metodista de são paulo";"universidade metodista de sao paulo";"";-23.694;-46.565
"centro de educação técnica da utramig";"centro de educacao tecnica da utramig";"";-19.817;-43.956
"faculdade maurício de nassau de maceió";"faculdade mauricio de nassau de maceio";"";-9.666;-35.735
"faculdade metropolitana de manaus";"faculdade metropolitana de manaus";"";-3.102;-60.025
"faculdade de teologia e ciências humanas";"faculdade de teologia e ciencias humanas";"";-28.263;-52.407
"faculdade de teologia evangélica em curitiba - fatev";"faculdade de teologia evangelica em curitiba - fatev";"";-25.428;-49.273
"universidade federal do triângulo mineiro";"universidade federal do triangulo mineiro";"uftm";-19.748;-47.932
"universidade federal dos vales do jequitinhonha e mucuri";"universidade federal dos vales do jequitinhonha e mucuri";"ufvjm";-18.249;-43.6
"universidade potiguar";"universidade potiguar";"";-5.795;-35.209
"faculdade de tecnologia senai toledo";"faculdade de tecnologia senai toledo";"";-24.714;-53.743
"faculdade anísio teixeira de feira de santana";"faculdade anisio teixeira de feira de santana";"";-12.267;-38.967
"escola superior de relações públicas";"escola superior de relacoes publicas";"";-8.054;-34.881
"universidade alto vale do rio do peixe";"universidade alto vale do rio do peixe";"";-26.775;-51.015
"universidade de ribeirão preto";"universidade de ribeirao preto";"";-21.178;-47.81
"faculdade almeida rodrigues";"faculdade almeida rodrigues";"";-17.798;-50.928
"faculdade anhanguera de valinhos";"faculdade anhanguera de valinhos";"";-22.971;-46.996
"faculdade anhanguera jaraguá do sul";"faculdade anhanguera jaragua do sul";"";-26.486;-49.067
"faculdades integradas do brasil";"faculdades integradas do brasil";"";-25.428;-49.273
"faculdade de ciências humanas de olinda";"faculdade de ciencias humanas de olinda";"";-8.009;-34.855
"faculdades integradas espírita";"faculdades integradas espirita";"";-25.428;-49.273
"centro universitário de mineiros";"centro universitario de mineiros";"";-17.569;-52.551
"faculdade para o desenvolvimento do sudeste tocantinense";"faculdade para o desenvolvimento do sudeste tocantinense";"";-11.628;-46.821
"faculdade de música souza lima";"faculdade de musica souza lima";"";-23.548;-46.636
"universidade do oeste de santa catarina";"universidade do oeste de santa catarina";"";-26.725;-53.518
"instituto de educação superior presidente kennedy - centro de formação de profissionais de educação";"instituto de educacao superior presidente kennedy - centro de formacao de profissionais de educacao";"";-5.795;-35.209
"faculdade de negócios e tecnologias da informação";"faculdade de negocios e tecnologias da informacao";"";-15.78;-47.93
"faculdade de tecnologia cetep";"faculdade de tecnologia cetep";"";-25.428;-49.273
"instituto superior de ciências aplicadas - isca";"instituto superior de ciencias aplicadas - isca";"";-22.565;-47.402
"instituto superior de educação de ituiutaba";"instituto superior de educacao de ituiutaba";"";-18.969;-49.465
"faculdade de tecnologia alto médio são francisco";"faculdade de tecnologia alto medio sao francisco";"";-17.345;-44.942
"instituto de ensino superior cenecista";"instituto de ensino superior cenecista";"";-16.358;-46.906
"faculdade de tecnologia saint paul";"faculdade de tecnologia saint paul";"";-23.548;-46.636
"faculdade de tecnologia santo andré";"faculdade de tecnologia santo andre";"";-23.664;-46.538
"faculdade de tecnologia senac minas - unidade barbacena";"faculdade de tecnologia senac minas - unidade barbacena";"";-21.226;-43.774
"faculdade de direito do sul de minas";"faculdade de direito do sul de minas";"";-22.23;-45.936
"universidade do vale do paraíba";"universidade do vale do paraiba";"";-23.179;-45.887
"instituto de ensino superior de piedade";"instituto de ensino superior de piedade";"";-8.113;-35.015
"faculdades integradas espírito santenses";"faculdades integradas espirito santenses";"";-20.319;-40.338
"universidade federal do acre";"universidade federal do acre";"ufac";-9.975;-67.81
"faculdade anhanguera de sertãozinho";"faculdade anhanguera de sertaozinho";"";-21.138;-47.99
"faculdade de filosofia, ciências e letras de duque de caxias";"faculdade de filosofia, ciencias e letras de duque de caxias";"";-22.786;-43.312
"faculdade de filosofia de passos";"faculdade de filosofia de passos";"";-20.719;-46.61
"faculdade de formação de professores da mata sul";"faculdade de formacao de professores da mata sul";"";-8.683;-35.592
"centro universitário são josé de itaperuna";"centro universitario sao jose de itaperuna";"";-21.205;-41.888
"faculdade anglo-americano de caxias do sul";"faculdade anglo-americano de caxias do sul";"";-29.168;-51.179
"faculdades unificadas de cataguases";"faculdades unificadas de cataguases";"";-21.389;-42.697
"faculdade de tecnologia finaci";"faculdade de tecnologia finaci";"";-23.548;-46.636
"centro universitário curitiba";"centro universitario curitiba";"";-25.428;-49.273
"universidade estadual de santa cruz";"universidade estadual de santa cruz";"";-14.789;-39.049
"centro universitário de rio preto";"centro universitario de rio preto";"";-20.82;-49.379
"centro universitário jorge amado";"centro universitario jorge amado";"";-12.971;-38.511
"instituto federal de educação, ciência e tecnologia do maranhão";"instituto federal de educacao, ciencia e tecnologia do maranhao";"";-2.53;-44.303
"universidade do estado do rio de janeiro";"universidade do estado do rio de janeiro";"";-22.903;-43.208
"faculdade de educação e estudos sociais de governador valadares";"faculdade de educacao e estudos sociais de governador valadares";"";-18.851;-41.949
"centro de ensino superior de catalão";"centro de ensino superior de catalao";"";-18.17;-47.942
"universidade do sul de santa catarina";"universidade do sul de santa catarina";"";-28.467;-49.007
"faculdade de medicina de petrópolis";"faculdade de medicina de petropolis";"";-22.505;-43.179
"faculdade paulista de serviço social de são caetano do sul";"faculdade paulista de servico social de sao caetano do sul";"";-23.623;-46.551
"faculdade do noroeste de minas";"faculdade do noroeste de minas";"";-17.222;-46.875
"faculdade martha falcão";"faculdade martha falcao";"";-3.102;-60.025
"faculdade de administração de empresas de paraíso do tocantins";"faculdade de administracao de empresas de paraiso do tocantins";"";-10.176;-48.867
"faculdade de filosofia ciências e letras de caruaru";"faculdade de filosofia ciencias e letras de caruaru";"";-8.283;-35.976
" faculdade estácio de alagoas - estácio fal";" faculdade estacio de alagoas - estacio fal";"";-9.666;-35.735
"centro universitário eurípedes de marília";"centro universitario euripedes de marilia";"";-22.214;-49.946
"faculdade diocesana são josé";"faculdade diocesana sao jose";"";-9.975;-67.81
"faculdade de saúde de são paulo";"faculdade de saude de sao paulo";"";-21.42;-50.078
"faculdade estácio de sergipe - estácio fase";"faculdade estacio de sergipe - estacio fase";"";-10.911;-37.072
"faculdade de ciências econômicas e administrativas de vila velha";"faculdade de ciencias economicas e administrativas de vila velha";"";-20.33;-40.292
"faculdade de desenho industrial de mauá";"faculdade de desenho industrial de maua";"";-23.668;-46.461
"faculdade de ciências e tecnologia de teresina";"faculdade de ciencias e tecnologia de teresina";"";-5.089;-42.802
"faculdade de ciências gerenciais de santos dumont";"faculdade de ciencias gerenciais de santos dumont";"";-21.457;-43.553
"faculdade de direito de sorocaba";"faculdade de direito de sorocaba";"";-23.502;-47.458
"faculdade de tecnologia senac rio";"faculdade de tecnologia senac rio";"";-22.903;-43.208
"instituto superior de educação nossa senhora de sion";"instituto superior de educacao nossa senhora de sion";"";-25.428;-49.273
"faculdade de filosofia santa dorotéia";"faculdade de filosofia santa doroteia";"";-22.282;-42.531
"faculdade de tecnologia e ciências de itabuna";"faculdade de tecnologia e ciencias de itabuna";"";-14.786;-39.28
"instituto de ensino superior de minas gerais";"instituto de ensino superior de minas gerais";"";-18.666;-43.084
"faculdade de tecnologia porto sul";"faculdade de tecnologia porto sul";"";-24.006;-46.403
"universidade católica de santos";"universidade catolica de santos";"";-23.961;-46.334
"faculdade pitágoras de linhares";"faculdade pitagoras de linhares";"";-19.391;-40.072
"faculdades integradas do vale do ribeira";"faculdades integradas do vale do ribeira";"";-24.488;-47.844
"faculdades integradas promove de brasilia";"faculdades integradas promove de brasilia";"";-15.78;-47.93
"universidade josé do rosário vellano";"universidade jose do rosario vellano";"";-21.429;-45.947
"faculdade de ciências biológicas e da saúde";"faculdade de ciencias biologicas e da saude";"";-20.754;-42.882
"centro universitário anhanguera de são paulo";"centro universitario anhanguera de sao paulo";"";-23.548;-46.636
"universidade anhembi morumbi";"universidade anhembi morumbi";"";-23.548;-46.636
"universidade federal de minas gerais";"universidade federal de minas gerais";"ufmg";-19.817;-43.956
"faculdades integradas de fernandópolis";"faculdades integradas de fernandopolis";"";-20.284;-50.246
"faculdade de ciências médicas e da saúde de juiz de fora";"faculdade de ciencias medicas e da saude de juiz de fora";"";-21.764;-43.35
"faculdade de educação e ciências gerenciais de sumaré";"faculdade de educacao e ciencias gerenciais de sumare";"";-22.822;-47.267
"faculdade de engenharia da fundação armando alvares penteado";"faculdade de engenharia da fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade iteana de botucatu";"faculdade iteana de botucatu";"";-22.886;-48.445
"faculdade phênix de ciências humanas e sociais do brasil";"faculdade phenix de ciencias humanas e sociais do brasil";"";-15.94;-48.255
"instituto federal de educação, ciência e tecnologia do acre";"instituto federal de educacao, ciencia e tecnologia do acre";"";-9.975;-67.81
"faculdades integradas mato-grossenses de ciências sociais e humanas";"faculdades integradas mato-grossenses de ciencias sociais e humanas";"";-15.596;-56.097
"faculdades integradas teresa d´ávila";"faculdades integradas teresa d´avila";"";-22.731;-45.125
"faculdade brasileira de ciências jurídicas";"faculdade brasileira de ciencias juridicas";"";-22.903;-43.208
"faculdade de tecnologia centec - sertão central";"faculdade de tecnologia centec - sertao central";"";-5.199;-39.293
"faculdade de tecnologia de cruzeiro do oeste";"faculdade de tecnologia de cruzeiro do oeste";"";-23.785;-53.073
"faculdade maurício de nassau de campina grande";"faculdade mauricio de nassau de campina grande";"";-7.231;-35.881
"faculdades integradas campo-grandenses";"faculdades integradas campo-grandenses";"";-22.903;-43.208
"instituto federal de educação, ciência e tecnologia do piauí";"instituto federal de educacao, ciencia e tecnologia do piaui";"";-5.089;-42.802
"faculdade de tecnologia de curitiba";"faculdade de tecnologia de curitiba";"";-25.428;-49.273
"faculdade de integração do sertão";"faculdade de integracao do sertao";"";-7.986;-38.296
"ipog - instituto de pós-graduação & graduação";"ipog - instituto de pos-graduacao & graduacao";"";-16.679;-49.254
"seminário adventista latino-americano de teologia";"seminario adventista latino-americano de teologia";"";-12.618;-38.956
"faculdade de pedagogia e formação de normalistas de araguaína";"faculdade de pedagogia e formacao de normalistas de araguaina";"";-7.191;-48.207
"faculdade boas novas de ciências teológicas, sociais e biotecnológicas";"faculdade boas novas de ciencias teologicas, sociais e biotecnologicas";"";-3.102;-60.025
"faculdade de tecnologia e ciências de pernambuco";"faculdade de tecnologia e ciencias de pernambuco";"";-8.054;-34.881
"instituto superior de educação ibituruna";"instituto superior de educacao ibituruna";"";-16.735;-43.862
"instituto superior de educação ocidente";"instituto superior de educacao ocidente";"";-12.971;-38.511
"faculdade metropolitana de camaçari";"faculdade metropolitana de camacari";"";-12.698;-38.324
"faculdade pan amazônia";"faculdade pan amazonia";"";-1.456;-48.504
"faculdade de ciências médicas de minas gerais";"faculdade de ciencias medicas de minas gerais";"";-19.817;-43.956
"faculdade de integração do ensino superior do cone sul";"faculdade de integracao do ensino superior do cone sul";"";-29.256;-51.534
"fundação universidade federal do abc";"fundacao universidade federal do abc";"";-23.664;-46.538
"centro universitário de jales";"centro universitario de jales";"";-20.269;-50.546
"faculdade anhanguera de brasília";"faculdade anhanguera de brasilia";"";-15.78;-47.93
"instituto de ensino superior de rio verde";"instituto de ensino superior de rio verde";"";-17.798;-50.928
"faculdade de filosofia ciências e letras de são josé do rio pardo";"faculdade de filosofia ciencias e letras de sao jose do rio pardo";"";-21.596;-46.889
"faculdade de filosofia ciências e letras santa marcelina";"faculdade de filosofia ciencias e letras santa marcelina";"";-21.131;-42.366
"faculdade comunitária da serra";"faculdade comunitaria da serra";"";-20.129;-40.308
"faculdade de tecnologia senac tubarão";"faculdade de tecnologia senac tubarao";"";-28.467;-49.007
"faculdade de teconologia da zona sul";"faculdade de teconologia da zona sul";"";-23.548;-46.636
"faculdade estadual de educação ciências e letras de paranavaí";"faculdade estadual de educacao ciencias e letras de paranavai";"";-23.073;-52.465
"faculdade de formação de professores de serra talhada";"faculdade de formacao de professores de serra talhada";"";-7.986;-38.296
"faculdade de filosofia, ciências e letras de piraju";"faculdade de filosofia, ciencias e letras de piraju";"";-23.194;-49.384
"instituto superior de filosofia berthier";"instituto superior de filosofia berthier";"";-28.263;-52.407
"faculdade senai de tecnologia mecatrônica";"faculdade senai de tecnologia mecatronica";"";-23.623;-46.551
"faculdade roraimense de ensino superior";"faculdade roraimense de ensino superior";"";2.82;-60.673
"instituto superior de educação professor aldo muylaert";"instituto superior de educacao professor aldo muylaert";"";-21.754;-41.324
"instituto superior de música de são leopoldo";"instituto superior de musica de sao leopoldo";"";-29.76;-51.147
"faculdades integradas de jacarepaguá";"faculdades integradas de jacarepagua";"";-22.903;-43.208
"faculdade de direito de vila velha";"faculdade de direito de vila velha";"";-20.33;-40.292
"faculdade de engenharia de minas gerais - feamig";"faculdade de engenharia de minas gerais - feamig";"";-19.817;-43.956
"faculdade batista do estado do rio de janeiro - faberj";"faculdade batista do estado do rio de janeiro - faberj";"";-21.754;-41.324
"faculdade anhaguera de jundiaí";"faculdade anhaguera de jundiai";"";-23.186;-46.884
"faculdade de economia da fundação armando alvares penteado";"faculdade de economia da fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade de comunicação social de passos";"faculdade de comunicacao social de passos";"";-20.719;-46.61
"faculdade de educação e ciências gerenciais de são paulo";"faculdade de educacao e ciencias gerenciais de sao paulo";"";-23.548;-46.636
"faculdade de educação, tecnologia e administração de caarapó";"faculdade de educacao, tecnologia e administracao de caarapo";"";-22.634;-54.822
"faculdade de ciências jurídicas e gerenciais de oliveira";"faculdade de ciencias juridicas e gerenciais de oliveira";"";-20.696;-44.827
"faculdade de formação de professores de belo jardim";"faculdade de formacao de professores de belo jardim";"";-8.336;-36.424
"faculdade de hortolândia";"faculdade de hortolandia";"";-22.858;-47.22
"faculdade de filosofia ciências e letras de penápolis";"faculdade de filosofia ciencias e letras de penapolis";"";-21.42;-50.078
"universidade ibirapuera";"universidade ibirapuera";"";-23.548;-46.636
"faculdade independente do nordeste";"faculdade independente do nordeste";"";-14.866;-40.839
"faculdade de tecnologia e ciências de vitória da conquista";"faculdade de tecnologia e ciencias de vitoria da conquista";"";-14.866;-40.839
"faculdade de tecnologia e negócios carlos drummond de andrade";"faculdade de tecnologia e negocios carlos drummond de andrade";"";-23.548;-46.636
"faculdade de tecnologia tecbrasil - unidade bento gonçalves";"faculdade de tecnologia tecbrasil - unidade bento goncalves";"";-29.171;-51.519
"faculdade integrada brasil amazonia - fibra";"faculdade integrada brasil amazonia - fibra";"";-1.456;-48.504
"faculdade integrada de ensino superior de colinas";"faculdade integrada de ensino superior de colinas";"";-8.059;-48.475
"faculdades integradas de paranaíba - fipar";"faculdades integradas de paranaiba - fipar";"";-19.677;-51.191
"faculdades integradas do vale do ivaí";"faculdades integradas do vale do ivai";"";-24.248;-51.685
"faculdades integradas são judas tadeu";"faculdades integradas sao judas tadeu";"";-30.033;-51.23
"faculdade ubaense ozanam coelho";"faculdade ubaense ozanam coelho";"";-21.12;-42.943
"instituto de ciências jurídicas e sociais professor camillo filho";"instituto de ciencias juridicas e sociais professor camillo filho";"";-5.089;-42.802
"escola de governo professor paulo neves de carvalho";"escola de governo professor paulo neves de carvalho";"";-19.817;-43.956
"faculdade de tecnologia de alagoas";"faculdade de tecnologia de alagoas";"";-9.666;-35.735
"faculdade de educação de colorado do oeste";"faculdade de educacao de colorado do oeste";"";-13.117;-60.542
"faculdade de educação de costa rica";"faculdade de educacao de costa rica";"";-18.544;-53.129
"faculdade de educação regional serrana";"faculdade de educacao regional serrana";"";-20.368;-41.244
"faculdade de educação tecnológica do estado do rio de janeiro - faeterj";"faculdade de educacao tecnologica do estado do rio de janeiro - faeterj";"";-22.117;-43.209
"faculdade de medicina de itajubá";"faculdade de medicina de itajuba";"";-22.426;-45.453
"faculdade de tecnologia de jales";"faculdade de tecnologia de jales";"";-20.269;-50.546
"faculdade de tecnologia de minas gerais";"faculdade de tecnologia de minas gerais";"";-19.468;-42.537
"faculdade de tecnologia de são sebastião";"faculdade de tecnologia de sao sebastiao";"";-23.76;-45.41
"faculdade de tecnologia de são vicente";"faculdade de tecnologia de sao vicente";"";-23.963;-46.392
"escola superior de educação corporativa";"escola superior de educacao corporativa";"";-27.615;-48.628
"faculdade de desenvolvimento sustentável de cruzeiro do sul";"faculdade de desenvolvimento sustentavel de cruzeiro do sul";"";-7.631;-72.67
"instituto federal de educação, ciência e tecnologia da bahia";"instituto federal de educacao, ciencia e tecnologia da bahia";"";-12.971;-38.511
"faculdade anhangüera de dourados";"faculdade anhanguera de dourados";"";-22.221;-54.806
"faculdade de ciências administrativas e contábeis de itabira";"faculdade de ciencias administrativas e contabeis de itabira";"";-19.619;-43.227
"faculdade de ensino superior de são miguel do iguaçu";"faculdade de ensino superior de sao miguel do iguacu";"";-25.348;-54.238
"faculdade de negócios de belo horizonte";"faculdade de negocios de belo horizonte";"";-19.817;-43.956
"faculdade evangélica de salvador";"faculdade evangelica de salvador";"";-12.971;-38.511
"estácio atual - faculdade estácio da amazônia";"estacio atual - faculdade estacio da amazonia";"";2.82;-60.673
"faculdade de direito de santa maria";"faculdade de direito de santa maria";"";-29.684;-53.807
"faculdade de ciências gerenciais padre arnaldo janssen";"faculdade de ciencias gerenciais padre arnaldo janssen";"";-19.817;-43.956
"instituto federal de educação, ciência e tecnologia baiano";"instituto federal de educacao, ciencia e tecnologia baiano";"";-14.223;-42.781
"instituto itapetiningano de ensino superior";"instituto itapetiningano de ensino superior";"";-23.592;-48.053
"faculdade passionista de educação de curitiba";"faculdade passionista de educacao de curitiba";"";-25.428;-49.273
"instituto federal de educação, ciência e tecnologia do tocantins";"instituto federal de educacao, ciencia e tecnologia do tocantins";"";-10.167;-48.333
"faculdade evangélica de tecnologia, ciências e biotecnologia da cgadb";"faculdade evangelica de tecnologia, ciencias e biotecnologia da cgadb";"";-22.903;-43.208
"instituto superior de educação vera cruz";"instituto superior de educacao vera cruz";"";-23.548;-46.636
"faculdade presidente antônio carlos de ipatinga";"faculdade presidente antonio carlos de ipatinga";"";-19.468;-42.537
"faculdade de tecnologia senai suiço-brasileira";"faculdade de tecnologia senai suico-brasileira";"";-23.548;-46.636
"faculdade inesp - instituto nacional de ensino e pesquisa";"faculdade inesp - instituto nacional de ensino e pesquisa";"";-23.305;-45.966
"faculdade kennedy de belo horizonte";"faculdade kennedy de belo horizonte";"";-19.817;-43.956
"faculdade pitágoras de feira de santana";"faculdade pitagoras de feira de santana";"";-12.267;-38.967
"faculdade presidente antônio carlos de sabará";"faculdade presidente antonio carlos de sabara";"";-19.886;-43.807
"faculdade presidente antônio carlos de vazante";"faculdade presidente antonio carlos de vazante";"";-17.987;-46.908
"centro universitário planalto do distrito federal - uniplan";"centro universitario planalto do distrito federal - uniplan";"";-15.78;-47.93
"faculdade da região dos lagos";"faculdade da regiao dos lagos";"";-22.879;-42.019
"faculdade de vargem grande paulista";"faculdade de vargem grande paulista";"";-23.603;-47.026
"instituto superior de educação almeida rodrigues";"instituto superior de educacao almeida rodrigues";"";-17.798;-50.928
"faculdade promove de janaúba";"faculdade promove de janauba";"";-15.803;-43.309
"faculdade reges de ribeirão preto";"faculdade reges de ribeirao preto";"";-21.178;-47.81
"universidade federal de itajubá - unifei";"universidade federal de itajuba";"unifei";-22.426;-45.453
"escola de administração de empresas de são paulo";"escola de administracao de empresas de sao paulo";"";-23.548;-46.636
"escola superior paulista de administração - espa";"escola superior paulista de administracao - espa";"";-23.463;-46.533
"faculdade de tecnologia pedro rogério garcia";"faculdade de tecnologia pedro rogerio garcia";"";-27.234;-52.028
"faculdade de tecnologia porto das monções";"faculdade de tecnologia porto das moncoes";"";-23.215;-47.524
"faculdade de tecnologia são francisco";"faculdade de tecnologia sao francisco";"";-23.305;-45.966
"instituto federal de educação, ciência e tecnologia do rio de janeiro";"instituto federal de educacao, ciencia e tecnologia do rio de janeiro";"";-22.808;-43.414
"escola superior de artes célia helena";"escola superior de artes celia helena";"";-23.548;-46.636
"escola superior de gestão comercial e marketing";"escola superior de gestao comercial e marketing";"";-25.428;-49.273
"escola superior dom helder câmara";"escola superior dom helder camara";"";-19.817;-43.956
"faculdade de tecnologia de são josé do rio preto";"faculdade de tecnologia de sao jose do rio preto";"";-20.82;-49.379
"faculdade de tecnologia dom amaury castanho";"faculdade de tecnologia dom amaury castanho";"";-23.264;-47.299
"faculdade de ciências contábeis de navirai";"faculdade de ciencias contabeis de navirai";"";-23.065;-54.191
"instituto federal de educação, ciência e tecnologia de mato grosso";"instituto federal de educacao, ciencia e tecnologia de mato grosso";"";-15.596;-56.097
"centro universitário metodista bennett";"centro universitario metodista bennett";"";-22.903;-43.208
"faculdade interamericana de porto velho";"faculdade interamericana de porto velho";"";-8.762;-63.904
"universidade federal rural da amazônia";"universidade federal rural da amazonia";"ufra";-1.456;-48.504
"faculdade sogipa de educação física";"faculdade sogipa de educacao fisica";"";-30.033;-51.23
"centro universitário - católica de santa catarina em joinville";"centro universitario - catolica de santa catarina em joinville";"";-26.304;-48.846
"faculdade setelagoana de ciências gerenciais";"faculdade setelagoana de ciencias gerenciais";"";-19.466;-44.247
"centro universitário de barra mansa";"centro universitario de barra mansa";"";-22.544;-44.171
"centro universitário da fundação educacional de barretos";"centro universitario da fundacao educacional de barretos";"";-20.557;-48.568
"faculdade de agronomia e engenharia florestal de garça";"faculdade de agronomia e engenharia florestal de garca";"";-22.211;-49.656
"faculdade de ciências agrárias de araripina";"faculdade de ciencias agrarias de araripina";"";-7.576;-40.498
"faculdade de ciências contábeis e administrativas de avaré";"faculdade de ciencias contabeis e administrativas de avare";"";-23.099;-48.926
"instituto federal de educação, ciência e tecnologia do ceará";"instituto federal de educacao, ciencia e tecnologia do ceara";"";-3.717;-38.543
"faculdade de ciências contábeis e de administração de empresas";"faculdade de ciencias contabeis e de administracao de empresas";"";-22.903;-43.208
"faculdade de tecnologia machado de assis";"faculdade de tecnologia machado de assis";"";-25.428;-49.273
"faculdade de junqueirópolis";"faculdade de junqueiropolis";"";-21.515;-51.434
"escola superior associada de goiânia";"escola superior associada de goiania";"";-16.679;-49.254
"escola de engenharia kennedy";"escola de engenharia kennedy";"";-19.817;-43.956
"escola de enfermagem wenceslau braz";"escola de enfermagem wenceslau braz";"";-22.426;-45.453
"universidade federal de alfenas";"universidade federal de alfenas";"unifal";-21.429;-45.947
"faculdade cidade de guanhães - facig";"faculdade cidade de guanhaes - facig";"";-18.775;-42.933
"centro universitário luterano de santarém";"centro universitario luterano de santarem";"";-2.443;-54.708
"escola superior de tecnologia e educação de porto ferreira";"escola superior de tecnologia e educacao de porto ferreira";"";-21.854;-47.479
"escola nacional de ciências estatísticas";"escola nacional de ciencias estatisticas";"";-22.903;-43.208
"faculdade de saúde e desenvolvimento humano santo agostinho";"faculdade de saude e desenvolvimento humano santo agostinho";"";-16.735;-43.862
"faculdades integradas do norte de minas - funorte";"faculdades integradas do norte de minas - funorte";"";-16.735;-43.862
"faculdades integradas do vale do iguaçu";"faculdades integradas do vale do iguacu";"";-26.23;-51.086
"instituto blumenauense de ensino superior";"instituto blumenauense de ensino superior";"";-26.919;-49.066
"faculdade de filosofia, ciências e letras nossa senhora aparecida";"faculdade de filosofia, ciencias e letras nossa senhora aparecida";"";-21.138;-47.99
"faculdade de filosofia ciências e letras nossa senhora de sion";"faculdade de filosofia ciencias e letras nossa senhora de sion";"";-21.836;-45.401
"faculdade luterana de teologia";"faculdade luterana de teologia";"";-26.25;-49.379
"centro universitário estácio da bahia - estácio fib";"centro universitario estacio da bahia - estacio fib";"";-12.971;-38.511
"centro universitário do norte paulista";"centro universitario do norte paulista";"";-20.82;-49.379
"instituto unificado de ensino superior objetivo";"instituto unificado de ensino superior objetivo";"";-16.679;-49.254
"faculdade de educação de guaratinguetá";"faculdade de educacao de guaratingueta";"";-22.816;-45.193
"faculdade de educação e estudos sociais de uberlândia";"faculdade de educacao e estudos sociais de uberlandia";"";-18.919;-48.277
"instituto cuiabá de ensino e cultura";"instituto cuiaba de ensino e cultura";"";-15.596;-56.097
"instituto pernambucano de ensino superior";"instituto pernambucano de ensino superior";"";-8.054;-34.881
"abeu - centro universitário";"abeu - centro universitario";"";-22.764;-43.399
"centro federal de educação tecnológica de minas gerais";"centro federal de educacao tecnologica de minas gerais";"";-19.817;-43.956
"instituto de ciências sociais aplicadas";"instituto de ciencias sociais aplicadas";"";-15.78;-47.93
"faculdade de ciências contábeis de lucélia";"faculdade de ciencias contabeis de lucelia";"";-21.72;-51.019
"faculdade de ciências da saúde de barretos dr. paulo prata";"faculdade de ciencias da saude de barretos dr. paulo prata";"";-20.557;-48.568
"faculdade de ciências e educação do espírito santo";"faculdade de ciencias e educacao do espirito santo";"";-20.319;-40.338
"faculdade de campina grande do sul";"faculdade de campina grande do sul";"";-25.306;-49.055
