"name";"name_ascii";"abbr";"latitude";"longitude"
"universidade são judas tadeu";"universidade sao judas tadeu";"";-23.548;-46.636
"centro universitário claretiano";"centro universitario claretiano";"";;
"faculdade cenecista nossa senhora dos anjos";"faculdade cenecista nossa senhora dos anjos";"";-29.944;-50.992
"faculdade centro mato-grossense";"faculdade centro mato-grossense";"";-12.545;-55.711
"faculdade centro oeste";"faculdade centro oeste";"";-25.408;-52.416
"faculdade centro paulista";"faculdade centro paulista";"";-21.758;-48.829
"faculdade escola paulista de direito";"faculdade escola paulista de direito";"";-23.548;-46.636
"faculdade metodista granbery";"faculdade metodista granbery";"";-21.764;-43.35
"faculdade delta";"faculdade delta";"";-12.971;-38.511
"faculdade arthur thomas";"faculdade arthur thomas";"";-23.31;-51.163
"faculdade iseib de betim";"faculdade iseib de betim";"";-19.968;-44.198
"faculdade asa de brumadinho";"faculdade asa de brumadinho";"";-20.143;-44.2
"faculdade bertioga";"faculdade bertioga";"";-23.854;-46.139
"faculdade educacional de francisco beltrão";"faculdade educacional de francisco beltrao";"";-26.081;-53.055
"faculdades integradas de tangará da serra";"faculdades integradas de tangara da serra";"";-14.619;-57.486
"instituto macapaense de ensino superior";"instituto macapaense de ensino superior";"";0.039;-51.066
"faculdade da academia brasileira de educação e cultura";"faculdade da academia brasileira de educacao e cultura";"";-22.903;-43.208
"faculdade de ciências aplicadas e sociais de petrolina";"faculdade de ciencias aplicadas e sociais de petrolina";"";-9.393;-40.508
"faculdade terra nordeste";"faculdade terra nordeste";"";-3.733;-38.656
"faculdade luterana são marcos";"faculdade luterana sao marcos";"";-29.99;-51.084
"faculdade master de parauapebas - famap";"faculdade master de parauapebas - famap";"";-6.068;-49.902
"faculdade metodista de teologia e ciências humanas da amazônia";"faculdade metodista de teologia e ciencias humanas da amazonia";"";-8.762;-63.904
"faculdade metropolitana do planalto norte";"faculdade metropolitana do planalto norte";"";-26.177;-50.39
"centro universitário una";"centro universitario una";"";-19.817;-43.956
"centro universitário paulistano";"centro universitario paulistano";"";-23.548;-46.636
"faculdade anhanguera de joinville";"faculdade anhanguera de joinville";"";-26.304;-48.846
"faculdade anhanguera de taubaté";"faculdade anhanguera de taubate";"";-23.026;-45.555
"faculdade dinâmica das cataratas";"faculdade dinamica das cataratas";"";-25.548;-54.588
"centro universitário de goiás";"centro universitario de goias";"";-16.679;-49.254
"faculdade horizontina";"faculdade horizontina";"";-27.626;-54.308
"faculdade barretos";"faculdade barretos";"";-20.557;-48.568
"faculdade castro alves";"faculdade castro alves";"";-12.971;-38.511
"faculdade cenecista de joinville - face";"faculdade cenecista de joinville - face";"";-26.304;-48.846
"faculdade do norte pioneiro";"faculdade do norte pioneiro";"";-23.295;-50.077
"faculdade estácio cotia - estácio faac";"faculdade estacio cotia - estacio faac";"";-23.604;-46.919
"faculdade estácio de natal";"faculdade estacio de natal";"";-5.795;-35.209
"faculdade rio claro";"faculdade rio claro";"";-28.388;-53.915
"faculdade baiana de direito e gestão";"faculdade baiana de direito e gestao";"";-12.971;-38.511
"faculdades integradas da upis";"faculdades integradas da upis";"";-15.78;-47.93
"faculdade interação americana";"faculdade interacao americana";"";-23.694;-46.565
"faculdade jesus maria josé";"faculdade jesus maria jose";"";-15.78;-47.93
"faculdade maria milza";"faculdade maria milza";"";-12.67;-39.102
"faculdade processus";"faculdade processus";"";-15.78;-47.93
"faculdade metodista de santa maria";"faculdade metodista de santa maria";"";-29.684;-53.807
"faculdade de tecnologia insaeos";"faculdade de tecnologia insaeos";"";-24.956;-53.455
"faculdade ciências da vida";"faculdade ciencias da vida";"";-19.466;-44.247
"faculdade estácio do pará - estácio fap";"faculdade estacio do para - estacio fap";"";-1.456;-48.504
"faculdade integral diferencial";"faculdade integral diferencial";"";-5.089;-42.802
"instituto de educação superior da paraíba";"instituto de educacao superior da paraiba";"";-7.115;-34.863
"faculdade de tecnologia américa do sul";"faculdade de tecnologia america do sul";"";-23.425;-51.939
"centro universitário fluminense";"centro universitario fluminense";"";-21.754;-41.324
"faculdade tobias barreto";"faculdade tobias barreto";"";-10.911;-37.072
"faculdade educacional da lapa";"faculdade educacional da lapa";"";-25.77;-49.716
"universidade cidade de são paulo";"universidade cidade de sao paulo";"";-23.548;-46.636
"faculdade atenas maranhense";"faculdade atenas maranhense";"";-2.53;-44.303
"faculdade atenas";"faculdade atenas";"";-17.222;-46.875
"universidade santa cecília";"universidade santa cecilia";"";-23.961;-46.334
"faculdade de informática de passos";"faculdade de informatica de passos";"";-20.719;-46.61
"faculdade cândido rondon - fcr";"faculdade candido rondon - fcr";"";-15.596;-56.097
"faculdades integradas da união educacional do planalto central - faciplac";"faculdades integradas da uniao educacional do planalto central - faciplac";"";-15.78;-47.93
"faculdades integradas de ourinhos";"faculdades integradas de ourinhos";"";-22.979;-49.871
"universidade gama filho";"universidade gama filho";"";-22.903;-43.208
"pontifícia universidade católica do paraná";"pontificia universidade catolica do parana";"";-25.428;-49.273
"centro universitário la salle";"centro universitario la salle";"";-29.918;-51.184
"faculdade anglo-americano";"faculdade anglo-americano";"";-25.548;-54.588
"faculdade flamingo";"faculdade flamingo";"";-23.548;-46.636
"faculdades opet";"faculdades opet";"";-25.428;-49.273
"faculdade de odontologia do recife";"faculdade de odontologia do recife";"";-8.054;-34.881
"centro universitário de lins";"centro universitario de lins";"";-21.679;-49.743
"centro universitário do estado do pará";"centro universitario do estado do para";"";-1.456;-48.504
"centro universitário do instituto de ensino superior coc";"centro universitario do instituto de ensino superior coc";"";-21.178;-47.81
"centro universitário do planalto de araxá";"centro universitario do planalto de araxa";"";-19.593;-46.941
"faculdades integradas aparício carvalho";"faculdades integradas aparicio carvalho";"";-8.762;-63.904
"faculdade santa fé";"faculdade santa fe";"";-2.53;-44.303
"faculdade de tecnologia do cooperativismo";"faculdade de tecnologia do cooperativismo";"";-30.033;-51.23
"faculdade de tecnologia em saúde cieph";"faculdade de tecnologia em saude cieph";"";-27.597;-48.549
"faculdade integração tiete";"faculdade integracao tiete";"";-23.102;-47.715
"faculdade la salle";"faculdade la salle";"";-13.05;-55.911
"faculdade lions";"faculdade lions";"";-16.679;-49.254
"faculdade machado de assis";"faculdade machado de assis";"";-22.903;-43.208
"faculdade nova roma";"faculdade nova roma";"";-8.054;-34.881
"faculdade novo hamburgo";"faculdade novo hamburgo";"";-29.678;-51.131
"faculdade pan americana";"faculdade pan americana";"";-1.196;-47.181
"faculdade pitágoras de maceió";"faculdade pitagoras de maceio";"";-9.666;-35.735
"faculdade porto das águas";"faculdade porto das aguas";"";-27.158;-48.553
"faculdade idc";"faculdade idc";"";-30.033;-51.23
"faculdade amadeus";"faculdade amadeus";"";-10.911;-37.072
"universidade de franca";"universidade de franca";"";-20.539;-47.401
"universidade de santa cruz do sul";"universidade de santa cruz do sul";"";-29.718;-52.426
"faculdade de taquaritinga";"faculdade de taquaritinga";"";-21.406;-48.505
"faculdade anglicana de tapejara";"faculdade anglicana de tapejara";"";-28.068;-52.014
"faculdade antonio propicio aguiar franco";"faculdade antonio propicio aguiar franco";"";-10.443;-49.182
"faculdade arquidiocesana de curvelo";"faculdade arquidiocesana de curvelo";"";-18.756;-44.431
"faculdade maurício de nassau de salvador";"faculdade mauricio de nassau de salvador";"";-12.971;-38.511
"faculdades integradas claretianas";"faculdades integradas claretianas";"";-22.411;-47.561
"faculdade sumaré";"faculdade sumare";"";-23.548;-46.636
"faculdade mater dei";"faculdade mater dei";"";-26.229;-52.671
"faculdade fortium";"faculdade fortium";"";-15.78;-47.93
"faculdade meta";"faculdade meta";"";-9.975;-67.81
"faculdade do espírito santo";"faculdade do espirito santo";"";-20.849;-41.113
"faculdade dottori";"faculdade dottori";"";-23.548;-46.636
"faculdades integradas de naviraí";"faculdades integradas de navirai";"";-23.065;-54.191
"faculdade comunitária de administração da serra";"faculdade comunitaria de administracao da serra";"";-20.129;-40.308
"faculdade de administração de empresas ibrafem";"faculdade de administracao de empresas ibrafem";"";-22.761;-47.154
"universidade estadual de maringá";"universidade estadual de maringa";"";-23.425;-51.939
"universidade federal de viçosa";"universidade federal de vicosa";"ufv";-20.754;-42.882
"faculdade de fortaleza";"faculdade de fortaleza";"";-3.717;-38.543
"faculdade portal";"faculdade portal";"";-28.263;-52.407
"faculdade itanhaém";"faculdade itanhaem";"";-24.183;-46.789
"faculdade fidelis";"faculdade fidelis";"";-25.428;-49.273
"faculdade são francisco da paraíba";"faculdade sao francisco da paraiba";"";-6.89;-38.562
"faculdade são geraldo";"faculdade sao geraldo";"";-20.264;-40.42
"faculdade são judas tadeu";"faculdade sao judas tadeu";"";-22.903;-43.208
"faculdade são luís de frança";"faculdade sao luis de franca";"";-10.911;-37.072
"faculdade senac minas";"faculdade senac minas";"";-19.932;-44.054
"faculdades joão paulo ii";"faculdades joao paulo ii";"";-28.263;-52.407
"escola superior de propaganda e marketing de porto alegre";"escola superior de propaganda e marketing de porto alegre";"";-30.033;-51.23
"escola superior de propaganda e marketing do rio de janeiro";"escola superior de propaganda e marketing do rio de janeiro";"";-22.903;-43.208
"faculdade de ciências sociais aplicadas do vale do são lourenço";"faculdade de ciencias sociais aplicadas do vale do sao lourenco";"";-15.965;-54.968
"faculdade de comunicação e marketing da - fundação armando álvares penteado";"faculdade de comunicacao e marketing da - fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade ranchariense";"faculdade ranchariense";"";-22.229;-50.893
"faculdade anhanguera de anápolis";"faculdade anhanguera de anapolis";"";-16.327;-48.953
"faculdade impacta de tecnologia";"faculdade impacta de tecnologia";"";-23.548;-46.636
"faculdade evangélica";"faculdade evangelica";"";-15.78;-47.93
"instituto paulista de ensino";"instituto paulista de ensino";"";-23.533;-46.792
"faculdade de ensino de minas gerais";"faculdade de ensino de minas gerais";"";-19.817;-43.956
"faculdade presidente antônio carlos de raul soares";"faculdade presidente antonio carlos de raul soares";"";-20.102;-42.453
"instituto superior de educação de iguape";"instituto superior de educacao de iguape";"";-24.708;-47.555
"centro universitário fundação santo andré";"centro universitario fundacao santo andre";"";-23.664;-46.538
"faculdades integradas do extremo sul da bahia";"faculdades integradas do extremo sul da bahia";"";-16.378;-39.58
"faculdade astorga";"faculdade astorga";"";-23.233;-51.666
"faculdade dom bosco de ubiratã";"faculdade dom bosco de ubirata";"";-24.545;-52.988
"faculdade cenecista de sinop";"faculdade cenecista de sinop";"";-11.864;-55.504
"faculdade reges de osvaldo cruz";"faculdade reges de osvaldo cruz";"";-21.797;-50.89
"faculdade regional serrana";"faculdade regional serrana";"";-20.34;-41.135
"faculdade reunida";"faculdade reunida";"";-20.433;-51.343
"faculdade salesiana de santa teresa";"faculdade salesiana de santa teresa";"";-18.507;-54.76
"faculdade santa helena";"faculdade santa helena";"";-8.054;-34.881
"faculdade santa rita de cássia";"faculdade santa rita de cassia";"";-18.42;-49.218
"instituto superior de ciências da saúde";"instituto superior de ciencias da saude";"";-19.817;-43.956
"instituto superior de educação de pesqueira";"instituto superior de educacao de pesqueira";"";-8.358;-36.696
"faculdade de administração da associação brasiliense de educação";"faculdade de administracao da associacao brasiliense de educacao";"";-28.449;-52.2
"faculdade cenecista ilha do governador";"faculdade cenecista ilha do governador";"";-22.903;-43.208
"faculdade cesmac do sertão";"faculdade cesmac do sertao";"";-9.407;-36.628
"faculdade alternativa de ensino superior do agreste - faesa";"faculdade alternativa de ensino superior do agreste - faesa";"";-9.752;-36.661
"faculdade de minas";"faculdade de minas";"";-21.131;-42.366
"pontifícia universidade católica de campinas";"pontificia universidade catolica de campinas";"";-22.906;-47.061
"faculdade estácio de santo andré";"faculdade estacio de santo andre";"";-23.664;-46.538
"faculdade evangélica do paraná";"faculdade evangelica do parana";"";-25.428;-49.273
"faculdade fapan";"faculdade fapan";"";-23.694;-46.565
"faculdade de tecnologia fama";"faculdade de tecnologia fama";"";-8.054;-34.881
"faculdades integradas olga mettig";"faculdades integradas olga mettig";"";-12.971;-38.511
"faculdade araguaia";"faculdade araguaia";"";-16.679;-49.254
"faculdade boa viagem";"faculdade boa viagem";"";-8.054;-34.881
"universidade de passo fundo";"universidade de passo fundo";"";-28.263;-52.407
"faculdade eça de queiros";"faculdade eca de queiros";"";-23.528;-46.903
"faculdade barddal";"faculdade barddal";"";-27.597;-48.549
"faculdade de ciências humanas, econômicas e da saúde de araguaína";"faculdade de ciencias humanas, economicas e da saude de araguaina";"";-7.191;-48.207
"faculdade evilásio formiga";"faculdade evilasio formiga";"";-6.89;-38.562
"faculdade evolução alto oeste potiguar";"faculdade evolucao alto oeste potiguar";"";-6.111;-38.209
"faculdade geremário dantas";"faculdade geremario dantas";"";-22.903;-43.208
"faculdade ideal paulista";"faculdade ideal paulista";"";-23.356;-47.857
"faculdade sudoeste paulista";"faculdade sudoeste paulista";"";-23.099;-48.926
"faculdade de informática e administração paulista";"faculdade de informatica e administracao paulista";"";-23.548;-46.636
"faculdade de medicina do abc";"faculdade de medicina do abc";"";-23.664;-46.538
"instituto federal de educação, ciência e tecnologia de roraima";"instituto federal de educacao, ciencia e tecnologia de roraima";"";2.82;-60.673
"instituto federal de educação, ciência e tecnologia do sertão pernambucano";"instituto federal de educacao, ciencia e tecnologia do sertao pernambucano";"";-9.393;-40.508
"escola bahiana de medicina e saúde pública";"escola bahiana de medicina e saude publica";"";-12.971;-38.511
"faculdade de tecnologia apoena";"faculdade de tecnologia apoena";"";-3.717;-38.543
"faculdade guarapuava";"faculdade guarapuava";"";-25.395;-51.458
"faculdade de educação da serra";"faculdade de educacao da serra";"";-20.129;-40.308
"faculdade curitibana";"faculdade curitibana";"";-25.428;-49.273
"faculdade de castanhal";"faculdade de castanhal";"";-1.297;-47.922
"faculdade presidente antônio carlos de ponte nova";"faculdade presidente antonio carlos de ponte nova";"";-20.416;-42.909
"faculdade projeção de sobradinho";"faculdade projecao de sobradinho";"";-15.78;-47.93
"faculdade anhanguera de valparaíso";"faculdade anhanguera de valparaiso";"";-16.066;-47.979
"escola de estudos superiores de viçosa";"escola de estudos superiores de vicosa";"";-20.754;-42.882
"pontifícia universidade católica do rio grande do sul";"pontificia universidade catolica do rio grande do sul";"";-30.033;-51.23
"faculdade unime de educação e comunicação";"faculdade unime de educacao e comunicacao";"";-12.894;-38.327
"instituto católico de estudos superiores do piauí";"instituto catolico de estudos superiores do piaui";"";-5.089;-42.802
"faculdade são bento do rio de janeiro";"faculdade sao bento do rio de janeiro";"";-22.903;-43.208
"faculdade caraguá";"faculdade caragua";"";-23.62;-45.413
"faculdade de direito da serra";"faculdade de direito da serra";"";-20.129;-40.308
"instituto federal de educação, ciencia e tecnologia de brasilia";"instituto federal de educacao, ciencia e tecnologia de brasilia";"";-15.78;-47.93
"instituto federal de educação, ciência e tecnologia de sergipe";"instituto federal de educacao, ciencia e tecnologia de sergipe";"";-10.911;-37.072
"instituto superior de educação anísio teixeira";"instituto superior de educacao anisio teixeira";"";-20.022;-44.059
"faculdade anhanguera de rio claro";"faculdade anhanguera de rio claro";"";-22.411;-47.561
"universidade federal do maranhão";"universidade federal do maranhao";"ufma";-2.53;-44.303
"faculdade de tecnologia de porto alegre";"faculdade de tecnologia de porto alegre";"";-30.033;-51.23
"faculdade de tecnologia equipe darwin";"faculdade de tecnologia equipe darwin";"";-15.78;-47.93
"faculdade luso-brasileira";"faculdade luso-brasileira";"";-7.851;-35.255
"centro universitário de araras -";"centro universitario de araras -";"";-22.357;-47.384
"faculdade de caldas novas";"faculdade de caldas novas";"";-17.744;-48.626
"faculdade presidente antônio carlos de betim";"faculdade presidente antonio carlos de betim";"";-19.968;-44.198
"faculdades integradas antônio eufrásio de toledo de presidente prudente";"faculdades integradas antonio eufrasio de toledo de presidente prudente";"";-22.126;-51.389
"faculdade de ciências econômicas e administrativas santa rita de cássia";"faculdade de ciencias economicas e administrativas santa rita de cassia";"";-23.548;-46.636
"faculdade projeção";"faculdade projecao";"";-15.78;-47.93
"faculdade assis gurgacz";"faculdade assis gurgacz";"";-24.956;-53.455
"faculdade são paulo";"faculdade sao paulo";"";-11.733;-61.778
"universidade santa úrsula";"universidade santa ursula";"";-22.903;-43.208
"faculdade de filosofia ciências e letras de congonhas";"faculdade de filosofia ciencias e letras de congonhas";"";-20.5;-43.858
"faculdade evangélica do meio norte";"faculdade evangelica do meio norte";"";-4.13;-44.124
"faculdade filadélfia";"faculdade filadelfia";"";-21.178;-47.81
"faculdade finom de patos de minas";"faculdade finom de patos de minas";"";-18.579;-46.518
"faculdade marista";"faculdade marista";"";-8.054;-34.881
"faculdade de getúlio vargas";"faculdade de getulio vargas";"";-27.89;-52.228
"faculdade piauiense";"faculdade piauiense";"";-2.905;-41.777
"faculdade de tecnologia senai itajaí";"faculdade de tecnologia senai itajai";"";-26.908;-48.662
"faculdade nordeste";"faculdade nordeste";"";-3.717;-38.543
"faculdade integrada das cataratas";"faculdade integrada das cataratas";"";-25.548;-54.588
"faculdade internacional do delta";"faculdade internacional do delta";"";-2.905;-41.777
"faculdade internacional signorelli";"faculdade internacional signorelli";"";-22.903;-43.208
"faculdade de ciências jurídicas e sociais aplicadas do araguaia";"faculdade de ciencias juridicas e sociais aplicadas do araguaia";"";-15.89;-52.257
"faculdade metropolitana de rio do sul";"faculdade metropolitana de rio do sul";"";-27.214;-49.643
"faculdade de tecnologia de itapetininga - prof.antônio belizandro barbosa rezende";"faculdade de tecnologia de itapetininga - prof.antonio belizandro barbosa rezende";"";-23.592;-48.053
"faculdade de tecnologia ibratec de joão pessoa";"faculdade de tecnologia ibratec de joao pessoa";"";-7.115;-34.863
"faculdade dinâmica do vale do piranga";"faculdade dinamica do vale do piranga";"";-20.416;-42.909
"faculdade são francisco de barreiras - fasb";"faculdade sao francisco de barreiras - fasb";"";-12.153;-44.99
"escola superior de administração de empresas";"escola superior de administracao de empresas";"";-23.179;-45.887
"faculdade divinópolis";"faculdade divinopolis";"";-20.139;-44.884
"instituto de ensino superior thathi";"instituto de ensino superior thathi";"";-21.209;-50.433
"faculdade de ciências, saúde, exatas e jurídicas de teresina";"faculdade de ciencias, saude, exatas e juridicas de teresina";"";-5.089;-42.802
"faculdade jk - asa norte";"faculdade jk - asa norte";"";-15.78;-47.93
"faculdade estácio de curitiba";"faculdade estacio de curitiba";"";-25.428;-49.273
"faculdade estácio montessori de ibiúna";"faculdade estacio montessori de ibiuna";"";-23.656;-47.223
"faculdade jesuíta de filosofia e teologia";"faculdade jesuita de filosofia e teologia";"";-19.817;-43.956
"faculdade jk - brasília - unidade plano piloto";"faculdade jk - brasilia - unidade plano piloto";"";-15.78;-47.93
"faculdade jk de tecnologia";"faculdade jk de tecnologia";"";-15.78;-47.93
"faculdade jk - unidade ii - gama";"faculdade jk - unidade ii - gama";"";-15.78;-47.93
"faculdade espírito santense";"faculdade espirito santense";"";-20.264;-40.42
"centro universitário da fundação educacional inaciana pe sabóia de medeiros";"centro universitario da fundacao educacional inaciana pe saboia de medeiros";"";-23.694;-46.565
"faculdade espírito santense de ciências jurídicas";"faculdade espirito santense de ciencias juridicas";"";-20.264;-40.42
"universidade nilton lins";"universidade nilton lins";"";-3.102;-60.025
"centro universitário franciscano";"centro universitario franciscano";"";-29.684;-53.807
"centro universitário padre anchieta";"centro universitario padre anchieta";"";-23.186;-46.884
"faculdade santa terezinha";"faculdade santa terezinha";"";-15.78;-47.93
"faculdade fipecafi";"faculdade fipecafi";"";-23.548;-46.636
"faculdade de tecnologia de sorocaba";"faculdade de tecnologia de sorocaba";"";-23.502;-47.458
"faculdade de tecnologia senai cic";"faculdade de tecnologia senai cic";"";-25.428;-49.273
"faculdade américa latina";"faculdade america latina";"";-29.168;-51.179
"centro universitário ritter dos reis";"centro universitario ritter dos reis";"";-30.033;-51.23
"faculdade de direito de passos";"faculdade de direito de passos";"";-20.719;-46.61
"faculdade de tecnologia de ourinhos";"faculdade de tecnologia de ourinhos";"";-22.979;-49.871
"faculdade cbes";"faculdade cbes";"";-25.428;-49.273
"instituto superior de educação elvira dayrell";"instituto superior de educacao elvira dayrell";"";-18.823;-42.704
"universidade estadual do norte fluminense darcy ribeiro";"universidade estadual do norte fluminense darcy ribeiro";"";-21.754;-41.324
"instituto municipal de ensino superior de catanduva";"instituto municipal de ensino superior de catanduva";"";-21.138;-48.973
"faculdade capixaba de nova venécia";"faculdade capixaba de nova venecia";"";-18.711;-40.401
"faculdade cruz azul";"faculdade cruz azul";"";-23.548;-46.636
"faculdade cuiabá";"faculdade cuiaba";"";-15.596;-56.097
"faculdade cenecista de nova petrópolis";"faculdade cenecista de nova petropolis";"";-29.376;-51.114
"faculdade de colider";"faculdade de colider";"";-10.813;-55.455
"faculdade messianica";"faculdade messianica";"";-23.548;-46.636
"faculdade zumbi dos palmares";"faculdade zumbi dos palmares";"";-23.548;-46.636
"instituto superior de ensino e pesquisa de ituiutaba";"instituto superior de ensino e pesquisa de ituiutaba";"";-18.969;-49.465
"faculdade prudente de moraes";"faculdade prudente de moraes";"";-23.264;-47.299
"união de escolas superiores da funeso";"uniao de escolas superiores da funeso";"";-8.009;-34.855
"unidade de ensino superior dom bosco";"unidade de ensino superior dom bosco";"";-2.53;-44.303
"faculdade das águas emendadas - fae";"faculdade das aguas emendadas - fae";"";-15.78;-47.93
"faculdade itapuranga";"faculdade itapuranga";"";-15.562;-49.949
"faculdade pinhalzinho";"faculdade pinhalzinho";"";-26.848;-52.992
"instituto superior de educação padrão";"instituto superior de educacao padrao";"";-16.679;-49.254
"faculdade do amazonas";"faculdade do amazonas";"";-3.102;-60.025
"instituto de educação superior de pouso alegre";"instituto de educacao superior de pouso alegre";"";-22.23;-45.936
"instituto de ensino superior materdei";"instituto de ensino superior materdei";"";-3.102;-60.025
"instituto de filosofia e de teologia paulo vi";"instituto de filosofia e de teologia paulo vi";"";-22.759;-43.451
"instituto logos de educação superior";"instituto logos de educacao superior";"";-9.558;-37.381
"faculdade de filosofia ciências e letras de ituverava";"faculdade de filosofia ciencias e letras de ituverava";"";-20.339;-47.781
"faculdade de filosofia, ciências e letras do alto são francisco";"faculdade de filosofia, ciencias e letras do alto sao francisco";"";-19.801;-45.686
"faculdade santo augusto";"faculdade santo augusto";"";-27.851;-53.777
"faculdade européia de administração e marketing";"faculdade europeia de administracao e marketing";"";-8.113;-35.015
"faculdade de medicina estácio de juazeiro do norte";"faculdade de medicina estacio de juazeiro do norte";"";-7.213;-39.315
"faculdade de pará de minas";"faculdade de para de minas";"";-19.86;-44.608
"instituto superior do litoral do paraná";"instituto superior do litoral do parana";"";-25.52;-48.509
"faculdade anhanguera de matão";"faculdade anhanguera de matao";"";-21.603;-48.366
"faculdade ruy barbosa";"faculdade ruy barbosa";"";-12.971;-38.511
"faculdades integradas ipiranga";"faculdades integradas ipiranga";"";-1.456;-48.504
"faculdades integradas interamericanas";"faculdades integradas interamericanas";"";-23.548;-46.636
"faculdade santa marcelina";"faculdade santa marcelina";"";-23.548;-46.636
"faculdade serigy";"faculdade serigy";"";-10.911;-37.072
"universidade de rio verde";"universidade de rio verde";"";-17.798;-50.928
"faculdade de odontologia";"faculdade de odontologia";"";-7.191;-48.207
"faculdade rio sono";"faculdade rio sono";"";-8.968;-48.175
"faculdade de tecnologia intensiva de parnaíba";"faculdade de tecnologia intensiva de parnaiba";"";-2.905;-41.777
"centro universitário fecap";"centro universitario fecap";"";-23.548;-46.636
"faculdade do sertão";"faculdade do sertao";"";-11.304;-41.856
"universidade do estado do amazonas";"universidade do estado do amazonas";"";-3.102;-60.025
"escola dominicana de teologia";"escola dominicana de teologia";"";-23.548;-46.636
"faculdade de imperatriz";"faculdade de imperatriz";"";-5.526;-47.476
"universidade federal do piauí";"universidade federal do piaui";"ufpi";-5.089;-42.802
"faculdade de apucarana";"faculdade de apucarana";"";-23.551;-51.461
"faculdade do sul";"faculdade do sul";"";-14.786;-39.28
"faculdade asces";"faculdade asces";"";-8.283;-35.976
"faculdade projeção de ceilândia";"faculdade projecao de ceilandia";"";-15.78;-47.93
"faculdade vale do salgado";"faculdade vale do salgado";"";-6.401;-38.862
"faculdade vizinhança vale do iguaçu";"faculdade vizinhanca vale do iguacu";"";-25.734;-53.057
"faculdade catuaí";"faculdade catuai";"";-23.276;-51.278
"faculdade pitágoras de governador valadares";"faculdade pitagoras de governador valadares";"";-18.851;-41.949
"faculdade angel vianna";"faculdade angel vianna";"";-22.903;-43.208
"faculdade de arujá";"faculdade de aruja";"";-23.396;-46.321
"faculdade projeção do guará";"faculdade projecao do guara";"";-15.78;-47.93
"faculdade nossa senhora de fátima";"faculdade nossa senhora de fatima";"";-29.168;-51.179
"faculdade do noroeste paranaense";"faculdade do noroeste paranaense";"";-23.184;-52.205
"universidade de taubaté";"universidade de taubate";"";-23.026;-45.555
"faculdade associada brasil";"faculdade associada brasil";"";-23.548;-46.636
"faculdade evangélica de são paulo";"faculdade evangelica de sao paulo";"";-23.548;-46.636
"faculdade meridional";"faculdade meridional";"";-28.263;-52.407
"faculdade sergipana";"faculdade sergipana";"";-10.911;-37.072
"faculdade de tecnologia de taquaritinga";"faculdade de tecnologia de taquaritinga";"";-21.406;-48.505
"faculdade de tecnologia ipanema";"faculdade de tecnologia ipanema";"";-23.502;-47.458
"faculdade mato grosso do sul";"faculdade mato grosso do sul";"";-20.443;-54.646
"faculdade de tecnologia de osasco - prefeito hirant sanazar";"faculdade de tecnologia de osasco - prefeito hirant sanazar";"";-23.533;-46.792
"faculdade de tecnologia do amapá";"faculdade de tecnologia do amapa";"";0.039;-51.066
"centro universitário de volta redonda";"centro universitario de volta redonda";"";-22.523;-44.104
"faculdade sinop";"faculdade sinop";"";-11.864;-55.504
"faculdade comunitária de carangola";"faculdade comunitaria de carangola";"";-20.733;-42.029
"faculdade anhanguera de são caetano";"faculdade anhanguera de sao caetano";"";-23.623;-46.551
"faculdade integrada euclides fernandes";"faculdade integrada euclides fernandes";"";-13.858;-40.084
"faculdade paschoal dantas";"faculdade paschoal dantas";"";-23.548;-46.636
"centro universitário do instituto de educação superior de brasília - iesb";"centro universitario do instituto de educacao superior de brasilia - iesb";"";-15.78;-47.93
"faculdade da escada";"faculdade da escada";"";-8.359;-35.224
"centro universitário do norte";"centro universitario do norte";"";-3.102;-60.025
"faculdade eniac";"faculdade eniac";"";-23.463;-46.533
"faculdades spei";"faculdades spei";"";-25.428;-49.273
"faculdades magsul";"faculdades magsul";"";-22.536;-55.726
"faculdade cenecista de itaboraí";"faculdade cenecista de itaborai";"";-22.744;-42.859
"faculdade maringá";"faculdade maringa";"";-23.425;-51.939
"instituto de ensino superior blauro cardoso de mattos";"instituto de ensino superior blauro cardoso de mattos";"";-20.129;-40.308
"faculdade são luís";"faculdade sao luis";"";-27.098;-48.918
"instituto federal de educação, ciência e tecnologia de mato grosso do sul";"instituto federal de educacao, ciencia e tecnologia de mato grosso do sul";"";-22.536;-55.726
"faculdade integral cantareira";"faculdade integral cantareira";"";-23.548;-46.636
"faculdade arnaldo horácio ferreira";"faculdade arnaldo horacio ferreira";"";-12.092;-45.805
"faculdade de artes plásticas da fundação armando alvares penteado";"faculdade de artes plasticas da fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade maurício de nassau de lauro freitas";"faculdade mauricio de nassau de lauro freitas";"";-12.894;-38.327
"faculdade pitágoras de contagem";"faculdade pitagoras de contagem";"";-19.932;-44.054
"faculdade presidente antônio carlos de congonhas";"faculdade presidente antonio carlos de congonhas";"";-20.5;-43.858
"faculdade batista pioneira";"faculdade batista pioneira";"";-28.388;-53.915
"escola superior de administração e gestão da baixada santista";"escola superior de administracao e gestao da baixada santista";"";-23.961;-46.334
"escola superior nacional de seguros de são paulo";"escola superior nacional de seguros de sao paulo";"";-23.548;-46.636
"faculdade católica de santa catarina";"faculdade catolica de santa catarina";"";-27.597;-48.549
"faculdade apoio";"faculdade apoio";"";-12.894;-38.327
