"city";"count";"uf";"country";"latitude";"longitude"
"erval seco";1;"";"brazil";-27.549;-53.504
"erval velho";1;"";"brazil";-27.276;-51.442
"espírito santo";1;"";"brazil";-6.332;-35.309
"espírito santo do dourado";1;"";"brazil";-22.046;-45.951
"estiva";1;"";"brazil";-22.463;-46.017
"estiva gerbi";1;"";"brazil";-22.271;-46.945
"estrela do norte";1;"";"brazil";-22.488;-51.66
"eugenópolis";1;"";"brazil";-21.099;-42.187
"extrema";1;"";"brazil";-22.855;-46.318
"fagundes";1;"";"brazil";-7.355;-35.775
"fazenda nova";1;"";"brazil";-16.183;-50.78
"felixlândia";1;"";"brazil";-18.758;-44.899
"feliz natal";1;"";"brazil";-12.386;-54.92
"fênix";1;"";"brazil";-23.916;-51.979
"fernando de noronha";1;"";"brazil";-3.84;-32.411
"figueirão";1;"";"brazil";-18.686;-53.631
"filadélfia";1;"";"brazil";-7.336;-47.49
"firmino alves";1;"";"brazil";-14.985;-39.924
"florânia";1;"";"brazil";-6.127;-36.818
"fontoura xavier";1;"";"brazil";-28.983;-52.346
"forquilha";1;"";"brazil";-3.798;-40.261
"fortaleza de minas";1;"";"brazil";-20.849;-46.718
"fortuna";1;"";"brazil";-5.733;-44.158
"francisco santos";1;"";"brazil";-6.993;-41.138
"frei inocêncio";1;"";"brazil";-18.545;-41.922
"galvão";1;"";"brazil";-26.455;-52.686
"garuva";1;"";"brazil";-26.027;-48.855
"gavião peixoto";1;"";"brazil";-21.839;-48.495
"general carneiro";1;"";"brazil";-15.711;-52.755
"gentio do ouro";1;"";"brazil";-11.429;-42.506
"gilbués";1;"";"brazil";-9.832;-45.344
"goianápolis";1;"";"brazil";-16.511;-49.024
"goiatins";1;"";"brazil";-7.71;-47.314
"gouveia";1;"";"brazil";-18.454;-43.741
"governador archer";1;"";"brazil";-5.022;-44.271
"grossos";1;"";"brazil";-4.98;-37.155
"guabiju";1;"";"brazil";-28.541;-51.69
"guamaré";1;"";"brazil";-5.108;-36.32
"guaporema";1;"";"brazil";-23.343;-52.779
"guarda-mor";1;"";"brazil";-17.771;-47.098
"heitoraí";1;"";"brazil";-15.719;-49.829
"heliodora";1;"";"brazil";-22.067;-45.542
"herval d'oeste";1;"";"brazil";-27.194;-51.495
"iaras";1;"";"brazil";-22.871;-49.163
"ibema";1;"";"brazil";-25.106;-53.012
"ibiapina";1;"";"brazil";-3.923;-40.889
"ibiara";1;"";"brazil";-7.501;-38.405
"ibimirim";1;"";"brazil";-8.541;-37.69
"ibipitanga";1;"";"brazil";-12.882;-42.486
"ibiquera";1;"";"brazil";-12.651;-40.934
"ibirajuba";1;"";"brazil";-8.581;-36.179
"ibirapuitã";1;"";"brazil";-28.624;-52.511
"ibitiara";1;"";"brazil";-12.652;-42.218
"ibititá";1;"";"brazil";-11.547;-41.978
"icapuí";1;"";"brazil";-4.713;-37.355
"icatu";1;"";"brazil";-2.776;-44.066
"ielmo marinho";1;"";"brazil";-5.824;-35.553
"igrapiúna";1;"";"brazil";-13.826;-39.142
"ijaci";1;"";"brazil";-21.17;-44.925
"ilicínea";1;"";"brazil";-20.936;-45.833
"ilópolis";1;"";"brazil";-28.927;-52.124
"imaculada";1;"";"brazil";-7.39;-37.509
"imbé de minas";1;"";"brazil";-19.597;-41.971
"imbuia";1;"";"brazil";-27.493;-49.424
"inhangapi";1;"";"brazil";-1.43;-47.917
"inhuma";1;"";"brazil";-6.668;-41.708
"inimutaba";1;"";"brazil";-18.729;-44.361
"inúbia paulista";1;"";"brazil";-21.77;-50.962
"ipaporanga";1;"";"brazil";-4.9;-40.759
"ipaumirim";1;"";"brazil";-6.79;-38.719
"iporã do oeste";1;"";"brazil";-26.988;-53.535
"ipueira";1;"";"brazil";-6.814;-37.199
"ipuiúna";1;"";"brazil";-22.099;-46.19
"iraceminha";1;"";"brazil";-26.823;-53.274
"irani";1;"";"brazil";-27.025;-51.902
"irauçuba";1;"";"brazil";-3.746;-39.783
"irupi";1;"";"brazil";-20.345;-41.641
"itaberá";1;"";"brazil";-23.862;-49.137
"itabi";1;"";"brazil";-10.126;-37.103
"itacambira";1;"";"brazil";-17.065;-43.309
"itagi";1;"";"brazil";-14.163;-40.006
"itagimirim";1;"";"brazil";-16.087;-39.614
"itaguaru";1;"";"brazil";-15.758;-49.634
"itamari";1;"";"brazil";-13.778;-39.684
"itamonte";1;"";"brazil";-22.284;-44.87
"itaobim";1;"";"brazil";-16.562;-41.503
"itapé";1;"";"brazil";-14.898;-39.421
"itapetim";1;"";"brazil";-7.378;-37.19
"itapura";1;"";"brazil";-20.646;-51.509
"itaquiraí";1;"";"brazil";-23.474;-54.185
"itarantim";1;"";"brazil";-15.66;-40.066
"itariri";1;"";"brazil";-24.289;-47.174
"itarumã";1;"";"brazil";-18.769;-51.348
"itatiba do sul";1;"";"brazil";-27.387;-52.453
"itatira";1;"";"brazil";-4.529;-39.622
"itaú";1;"";"brazil";-5.84;-37.993
"itauçu";1;"";"brazil";-16.201;-49.608
"ivaí";1;"";"brazil";-25.011;-50.859
"ivatuba";1;"";"brazil";-23.619;-52.221
"jacaraci";1;"";"brazil";-14.85;-42.433
"jaci";1;"";"brazil";-20.882;-49.57
"jacinto";1;"";"brazil";-16.144;-40.293
"jacuípe";1;"";"brazil";-8.842;-35.46
"jacupiranga";1;"";"brazil";-24.693;-48.002
"jaicós";1;"";"brazil";-7.359;-41.138
"jaquirana";1;"";"brazil";-28.885;-50.358
"jaraguari";1;"";"brazil";-20.142;-54.399
"jataizinho";1;"";"brazil";-23.254;-50.98
"jateí";1;"";"brazil";-22.482;-54.303
"jati";1;"";"brazil";-7.686;-39.016
"jaupaci";1;"";"brazil";-16.178;-50.953
"jequitibá";1;"";"brazil";-19.236;-44.028
"jesuânia";1;"";"brazil";-21.998;-45.291
"joanópolis";1;"";"brazil";-22.93;-46.276
"joaquim nabuco";1;"";"brazil";-8.624;-35.533
"joviânia";1;"";"brazil";-17.805;-49.614
"juara";1;"";"brazil";-11.255;-57.52
"juarez távora";1;"";"brazil";-7.172;-35.583
"jucás";1;"";"brazil";-6.525;-39.528
"jumirim";1;"";"brazil";-23.087;-47.784
"jundiaí do sul";1;"";"brazil";-23.437;-50.248
"jurema";1;"";"brazil";-9.231;-43.128
"juruti";1;"";"brazil";-2.152;-56.092
"jutaí";1;"";"brazil";-2.747;-66.767
"juti";1;"";"brazil";-22.861;-54.603
"lábrea";1;"";"brazil";-7.259;-64.798
"ladainha";1;"";"brazil";-17.632;-41.738
"lagoa";1;"";"brazil";-6.571;-37.916
"lagoa dos gatos";1;"";"brazil";-8.658;-35.9
"lagoa salgada";1;"";"brazil";-6.134;-35.494
"laje";1;"";"brazil";-13.182;-39.425
"laje do muriaé";1;"";"brazil";-21.206;-42.123
"lajes";1;"";"brazil";-5.7;-36.245
"landri sales";1;"";"brazil";-7.266;-43.93
"lassance";1;"";"brazil";-17.887;-44.578
"leoberto leal";1;"";"brazil";-27.507;-49.287
"leopoldo de bulhões";1;"";"brazil";-16.619;-48.744
"liberato salzano";1;"";"brazil";-27.6;-53.073
"lidianópolis";1;"";"brazil";-24.109;-51.653
"lima campos";1;"";"brazil";-4.52;-44.467
"lindóia";1;"";"brazil";-22.523;-46.65
"lindóia do sul";1;"";"brazil";-27.053;-52.067
"lobato";1;"";"brazil";-23.008;-51.951
"luciára";1;"";"brazil";-11.222;-50.669
"luís antônio";1;"";"brazil";-21.555;-47.704
"luís correia";1;"";"brazil";-2.879;-41.667
"luís gomes";1;"";"brazil";-6.414;-38.389
"luiz alves";1;"";"brazil";-26.721;-48.933
"luiziânia";1;"";"brazil";-21.676;-50.327
"luminárias";1;"";"brazil";-21.511;-44.903
"lupércio";1;"";"brazil";-22.415;-49.817
"luzerna";1;"";"brazil";-27.133;-51.467
"luzilândia";1;"";"brazil";-3.458;-42.37
"macajuba";1;"";"brazil";-12.136;-40.36
"macambira";1;"";"brazil";-10.666;-37.541
"macedônia";1;"";"brazil";-20.146;-50.194
"macieira";1;"";"brazil";-26.856;-51.378
"macururé";1;"";"brazil";-9.168;-39.058
"mairipotaba";1;"";"brazil";-17.299;-49.491
"malacacheta";1;"";"brazil";-17.842;-42.077
"malhador";1;"";"brazil";-10.658;-37.305
"mambaí";1;"";"brazil";-14.488;-46.113
"manaíra";1;"";"brazil";-7.706;-38.154
"manoel vitorino";1;"";"brazil";-14.145;-40.243
"marapanim";1;"";"brazil";-0.714;-47.694
"marcelino vieira";1;"";"brazil";-6.294;-38.167
"marcionílio souza";1;"";"brazil";-13.003;-40.531
"mariápolis";1;"";"brazil";-21.799;-51.181
"marilac";1;"";"brazil";-18.508;-42.084
"marilândia";1;"";"brazil";-19.413;-40.542
"marilândia do sul";1;"";"brazil";-23.745;-51.308
"maripá";1;"";"brazil";-24.418;-53.83
"marituba";1;"";"brazil";-1.355;-48.342
"marmelópolis";1;"";"brazil";-22.449;-45.165
"marquinho";1;"";"brazil";-25.113;-52.254
"martinópole";1;"";"brazil";-3.226;-40.697
"maruim";1;"";"brazil";-10.738;-37.082
"materlândia";1;"";"brazil";-18.474;-43.06
"matinha";1;"";"brazil";-3.101;-45.034
"matipó";1;"";"brazil";-20.284;-42.341
"mato grosso";1;"";"brazil";-6.534;-37.725
"mato verde";1;"";"brazil";-15.397;-42.866
"mendonça";1;"";"brazil";-21.167;-49.581
"meruoca";1;"";"brazil";-3.542;-40.455
"mesópolis";1;"";"brazil";-19.966;-50.638
"miguel alves";1;"";"brazil";-4.166;-42.895
"milhã";1;"";"brazil";-5.675;-39.194
"minaçu";1;"";"brazil";-13.533;-48.22
"minas novas";1;"";"brazil";-17.219;-42.59
"miracatu";1;"";"brazil";-24.281;-47.46
"miraguaí";1;"";"brazil";-27.494;-53.686
"mirandiba";1;"";"brazil";-8.119;-38.728
"miraselva";1;"";"brazil";-22.966;-51.455
"mirinzal";1;"";"brazil";-2.065;-44.784
"monsenhor gil";1;"";"brazil";-5.564;-42.608
"monsenhor hipólito";1;"";"brazil";-6.996;-41.03
"monsenhor tabosa";1;"";"brazil";-4.789;-40.063
"montadas";1;"";"brazil";-7.088;-35.959
"montanhas";1;"";"brazil";-6.486;-35.288
"monte alegre do sul";1;"";"brazil";-22.682;-46.681
"monte castelo";1;"";"brazil";-21.299;-51.569
"monte sião";1;"";"brazil";-22.433;-46.573
"morada nova de minas";1;"";"brazil";-18.604;-45.357
"moreilândia";1;"";"brazil";-7.631;-39.551
"mortugaba";1;"";"brazil";-15.023;-42.368
"mostardas";1;"";"brazil";-31.107;-50.921
"motuca";1;"";"brazil";-21.508;-48.151
"muaná";1;"";"brazil";-1.528;-49.217
"mucambo";1;"";"brazil";-3.909;-40.747
"muribeca";1;"";"brazil";-10.427;-36.959
"natuba";1;"";"brazil";-7.641;-35.55
"nazareno";1;"";"brazil";-21.216;-44.611
"neópolis";1;"";"brazil";-10.32;-36.579
"nobres";1;"";"brazil";-14.72;-56.328
"nortelândia";1;"";"brazil";-14.455;-56.803
"nossa senhora aparecida";1;"";"brazil";-10.443;-37.489
"nossa senhora das dores";1;"";"brazil";-10.492;-37.193
"nova aliança do ivaí";1;"";"brazil";-23.177;-52.602
"nova alvorada";1;"";"brazil";-28.678;-52.166
"nova canaã do norte";1;"";"brazil";-10.558;-55.953
"nova canaã paulista";1;"";"brazil";-20.386;-50.949
"nova floresta";1;"";"brazil";-6.455;-36.203
"nova guataporanga";1;"";"brazil";-21.334;-51.644
"nova itaberaba";1;"";"brazil";-26.94;-52.812
"nova mutum";1;"";"brazil";-13.838;-56.084
"nova palmeira";1;"";"brazil";-6.678;-36.421
"nova prata do iguaçu";1;"";"brazil";-25.633;-53.347
"nova roma";1;"";"brazil";-13.742;-46.88
"nova roma do sul";1;"";"brazil";-28.99;-51.408
"nova serrana";1;"";"brazil";-19.876;-44.984
"nova tebas";1;"";"brazil";-24.438;-51.945
"nova timboteua";1;"";"brazil";-1.206;-47.386
"novo acordo";1;"";"brazil";-9.963;-47.677
"novo aripuanã";1;"";"brazil";-5.121;-60.38
"novo barreiro";1;"";"brazil";-27.909;-53.108
"novo brasil";1;"";"brazil";-16.034;-50.711
"ocara";1;"";"brazil";-4.491;-38.597
"óleo";1;"";"brazil";-22.941;-49.342
"olho d'água das cunhãs";1;"";"brazil";-4.139;-45.12
"olho d'água das flores";1;"";"brazil";-9.536;-37.294
"oliveira fortes";1;"";"brazil";-21.339;-43.456
"onda verde";1;"";"brazil";-20.614;-49.299
"orindiúva";1;"";"brazil";-20.182;-49.351
"orobó";1;"";"brazil";-7.745;-35.602
"ortigueira";1;"";"brazil";-24.208;-50.949
"ouro verde de minas";1;"";"brazil";-18.071;-41.27
"paço do lumiar";1;"";"brazil";-2.532;-44.108
"pacoti";1;"";"brazil";-4.225;-38.923
"padre marcos";1;"";"brazil";-7.355;-40.904
"padre paraíso";1;"";"brazil";-17.072;-41.524
"palmares do sul";1;"";"brazil";-30.258;-50.51
"palmeirais";1;"";"brazil";-5.978;-43.063
"pancas";1;"";"brazil";-19.225;-40.851
"papagaios";1;"";"brazil";-19.449;-44.748
"paraí";1;"";"brazil";-28.594;-51.786
"paraibano";1;"";"brazil";-6.433;-43.984
"paranapoema";1;"";"brazil";-22.634;-52.098
"paranapuã";1;"";"brazil";-20.103;-50.586
"paratinga";1;"";"brazil";-12.691;-43.184
"passagem franca";1;"";"brazil";-6.18;-43.784
"passo do sobrado";1;"";"brazil";-29.748;-52.275
"pastos bons";1;"";"brazil";-6.602;-44.077
"patrocínio do muriaé";1;"";"brazil";-21.153;-42.215
"paulicéia";1;"";"brazil";-21.318;-51.831
"paulo bento";1;"";"brazil";-27.703;-52.421
"paverama";1;"";"brazil";-29.552;-51.733
"pedra bela";1;"";"brazil";-22.793;-46.443
"pedra bonita";1;"";"brazil";-20.521;-42.33
"pedra do anta";1;"";"brazil";-20.597;-42.714
"pedra do indaiá";1;"";"brazil";-20.258;-45.209
"pedra dourada";1;"";"brazil";-20.83;-42.154
"pedras altas";1;"";"brazil";-31.732;-53.583
"pedras de fogo";1;"";"brazil";-7.402;-35.116
"pedras grandes";1;"";"brazil";-28.436;-49.185
"pedrinhas paulista";1;"";"brazil";-22.815;-50.794
"pedro avelino";1;"";"brazil";-5.522;-36.388
"pedro canário";1;"";"brazil";-18.03;-40.151
"pedro de toledo";1;"";"brazil";-24.275;-47.233
"pedro teixeira";1;"";"brazil";-21.706;-43.746
"peixe-boi";1;"";"brazil";-1.192;-47.314
"peixoto de azevedo";1;"";"brazil";-10.229;-54.983
"pejuçara";1;"";"brazil";-28.423;-53.656
"pequi";1;"";"brazil";-19.633;-44.659
"peritiba";1;"";"brazil";-27.373;-51.904
"pescador";1;"";"brazil";-18.357;-41.598
"piatã";1;"";"brazil";-13.152;-41.773
"piedade do rio grande";1;"";"brazil";-21.469;-44.196
"piedade dos gerais";1;"";"brazil";-20.471;-44.227
"piên";1;"";"brazil";-26.098;-49.429
"pilão arcado";1;"";"brazil";-10.003;-42.504
"pilões";1;"";"brazil";-6.269;-38.043
"pilõezinhos";1;"";"brazil";-6.844;-35.531
"pimenteiras";1;"";"brazil";-6.245;-41.419
"pindaí";1;"";"brazil";-14.493;-42.687
"pindaré-mirim";1;"";"brazil";-3.608;-45.343
"pindoretama";1;"";"brazil";-4.028;-38.306
"pinhalão";1;"";"brazil";-23.793;-50.056
"pinheiro preto";1;"";"brazil";-27.051;-51.231
"piraúba";1;"";"brazil";-21.276;-43.026
"pirpirituba";1;"";"brazil";-6.78;-35.499
"plácido de castro";1;"";"brazil";-10.335;-67.184
"platina";1;"";"brazil";-22.638;-50.204
"poço verde";1;"";"brazil";-10.708;-38.183
"pongaí";1;"";"brazil";-21.736;-49.367
"ponta de pedras";1;"";"brazil";-1.39;-48.871
"ponte alta";1;"";"brazil";-27.484;-50.38
"populina";1;"";"brazil";-19.954;-50.538
"porangaba";1;"";"brazil";-23.176;-48.125
"porto da folha";1;"";"brazil";-9.917;-37.278
"porto dos gaúchos";1;"";"brazil";-11.535;-57.414
"porto rico";1;"";"brazil";-22.772;-53.267
"porto vitória";1;"";"brazil";-26.161;-51.232
"potiraguá";1;"";"brazil";-15.595;-39.877
"potiretama";1;"";"brazil";-5.668;-38.251
"prados";1;"";"brazil";-21.058;-44.08
"presidente alves";1;"";"brazil";-22.1;-49.438
"presidente castello branco";1;"";"brazil";-27.223;-51.807
"presidente castelo branco";1;"";"brazil";-23.278;-52.152
"presidente lucena";1;"";"brazil";-29.519;-51.178
"primavera do leste";1;"";"brazil";-15.528;-54.346
"primeira cruz";1;"";"brazil";-2.51;-43.438
"protásio alves";1;"";"brazil";-28.757;-51.473
"quartel geral";1;"";"brazil";-19.274;-45.557
"quatis";1;"";"brazil";-22.407;-44.258
"queiroz";1;"";"brazil";-21.799;-50.24
"quinta do sol";1;"";"brazil";-23.852;-52.13
"rafael fernandes";1;"";"brazil";-6.195;-38.226
"rancho queimado";1;"";"brazil";-27.673;-49.022
"redentora";1;"";"brazil";-27.664;-53.638
"relvado";1;"";"brazil";-29.111;-52.072
"renascença";1;"";"brazil";-26.158;-52.969
"restinga";1;"";"brazil";-20.603;-47.483
"retirolândia";1;"";"brazil";-11.495;-39.426
"riachão do dantas";1;"";"brazil";-11.069;-37.725
"riacho dos cavalos";1;"";"brazil";-6.443;-37.651
"riacho dos machados";1;"";"brazil";-16.006;-43.049
"riachuelo";1;"";"brazil";-10.728;-37.187
"ribeirão branco";1;"";"brazil";-24.221;-48.766
"ribeirópolis";1;"";"brazil";-10.539;-37.417
"rifaina";1;"";"brazil";-20.081;-47.421
"rio acima";1;"";"brazil";-20.088;-43.789
"rio bom";1;"";"brazil";-23.762;-51.411
"rio do oeste";1;"";"brazil";-27.193;-49.797
"rio do pires";1;"";"brazil";-13.128;-42.292
"rio fortuna";1;"";"brazil";-28.131;-49.105
"riolândia";1;"";"brazil";-19.99;-49.681
"rio maria";1;"";"brazil";-7.311;-50.048
"ritápolis";1;"";"brazil";-21.022;-44.318
"riversul";1;"";"brazil";-23.828;-49.429
"rochedo";1;"";"brazil";-19.953;-54.893
"rodolfo fernandes";1;"";"brazil";-5.788;-38.06
"rolim de moura";1;"";"brazil";-11.733;-61.778
"rosana";1;"";"brazil";-22.58;-53.059
"roteiro";1;"";"brazil";-9.833;-35.978
"rubelita";1;"";"brazil";-16.408;-42.263
"sabino";1;"";"brazil";-21.46;-49.578
"sagres";1;"";"brazil";-21.884;-50.956
"salete";1;"";"brazil";-26.98;-50
"salgadinho";1;"";"brazil";-7.103;-36.845
"salgado filho";1;"";"brazil";-26.17;-53.361
"saltinho";1;"";"brazil";-22.847;-47.677
"salto da divisa";1;"";"brazil";-16.003;-39.947
"salto veloso";1;"";"brazil";-26.905;-51.406
"sanharó";1;"";"brazil";-8.361;-36.566
"santa cecília do pavão";1;"";"brazil";-23.517;-50.784
"santa ernestina";1;"";"brazil";-21.463;-48.391
"santa izabel do oeste";1;"";"brazil";-25.821;-53.484
"santa luz";1;"";"brazil";-8.954;-44.129
"santa luzia do itanhy";1;"";"brazil";-11.351;-37.448
"santa maria da boa vista";1;"";"brazil";-8.809;-39.825
"santa mercedes";1;"";"brazil";-21.351;-51.755
"santana da boa vista";1;"";"brazil";-30.872;-53.115
"santana da ponte pensa";1;"";"brazil";-20.253;-50.797
"santana de cataguases";1;"";"brazil";-21.287;-42.557
"santana de mangueira";1;"";"brazil";-7.555;-38.332
"santana do cariri";1;"";"brazil";-7.188;-39.737
"santana do deserto";1;"";"brazil";-21.95;-43.166
"santana do itararé";1;"";"brazil";-23.755;-49.629
"santana do manhuaçu";1;"";"brazil";-20.108;-41.925
"santana dos garrotes";1;"";"brazil";-7.384;-37.986
"santa rita de cássia";1;"";"brazil";-11.009;-44.519
"santa rita de ibitipoca";1;"";"brazil";-21.563;-43.915
"santa rita de jacutinga";1;"";"brazil";-22.149;-44.095
"santa rita do araguaia";1;"";"brazil";-17.326;-53.205
"santa rosa do sul";1;"";"brazil";-29.136;-49.7
"santa terezinha de itaipu";1;"";"brazil";-25.447;-54.401
"santo antônio de lisboa";1;"";"brazil";-6.981;-41.234
"santo antônio do grama";1;"";"brazil";-20.314;-42.609
"santo antônio do içá";1;"";"brazil";-3.102;-67.94
"santo antônio do jardim";1;"";"brazil";-22.116;-46.68
"santo antônio do leverger";1;"";"brazil";-15.866;-56.077
"santo antônio do tauá";1;"";"brazil";-1.152;-48.129
"santo expedito";1;"";"brazil";-21.851;-51.392
"santo hipólito";1;"";"brazil";-18.297;-44.223
"santópolis do aguapeí";1;"";"brazil";-21.638;-50.5
"são benedito do sul";1;"";"brazil";-8.808;-35.952
"são bonifácio";1;"";"brazil";-27.901;-48.929
"são domingos do norte";1;"";"brazil";-19.144;-40.624
"são felipe";1;"";"brazil";-12.847;-39.089
"são félix do araguaia";1;"";"brazil";-11.617;-50.669
"são geraldo da piedade";1;"";"brazil";-18.836;-42.288
"são gonçalo do rio abaixo";1;"";"brazil";-19.826;-43.362
"são jerônimo da serra";1;"";"brazil";-23.728;-50.741
"são joão das missões";1;"";"brazil";-14.884;-44.091
"são joão do ivaí";1;"";"brazil";-23.98;-51.818
"são joão do jaguaribe";1;"";"brazil";-5.271;-38.274
"são joão do sul";1;"";"brazil";-29.223;-49.81
"são joão do triunfo";1;"";"brazil";-25.683;-50.297
"são joaquim do monte";1;"";"brazil";-8.432;-35.804
"são jorge";1;"";"brazil";-28.499;-51.703
"são josé da lagoa tapada";1;"";"brazil";-6.941;-38.162
"são josé das palmeiras";1;"";"brazil";-24.838;-54.064
"são josé da tapera";1;"";"brazil";-9.558;-37.381
"são josé de espinharas";1;"";"brazil";-6.847;-37.326
"são josé de ubá";1;"";"brazil";-21.358;-41.943
"são josé do alegre";1;"";"brazil";-22.329;-45.526
"são josé do campestre";1;"";"brazil";-6.316;-35.714
"são josé do inhacorá";1;"";"brazil";-27.725;-54.129
"são josé do peixe";1;"";"brazil";-7.494;-42.564
"são josé dos cordeiros";1;"";"brazil";-7.391;-36.808
"são josé do seridó";1;"";"brazil";-6.449;-36.878
"são lourenço da serra";1;"";"brazil";-23.853;-46.943
"são luís do paraitinga";1;"";"brazil";-23.222;-45.31
"são martinho da serra";1;"";"brazil";-29.538;-53.855
"são paulo de olivença";1;"";"brazil";-3.378;-68.873
"são pedro da cipa";1;"";"brazil";-16.001;-54.921
"são pedro de alcântara";1;"";"brazil";-27.566;-48.805
"são pedro do ivaí";1;"";"brazil";-23.865;-51.856
"são pedro do turvo";1;"";"brazil";-22.747;-49.74
"são raimundo das mangabeiras";1;"";"brazil";-7.022;-45.481
"são romão";1;"";"brazil";-16.369;-45.069
"são sebastião da amoreira";1;"";"brazil";-23.465;-50.761
"sapopema";1;"";"brazil";-23.911;-50.58
"sarapuí";1;"";"brazil";-23.641;-47.825
"sardoá";1;"";"brazil";-18.784;-42.365
"sátiro dias";1;"";"brazil";-11.6;-38.6
"sebastião laranjeiras";1;"";"brazil";-14.573;-42.94
"senhora dos remédios";1;"";"brazil";-21.028;-43.583
"serra do salitre";1;"";"brazil";-19.111;-46.69
"serrania";1;"";"brazil";-21.548;-46.04
"serraria";1;"";"brazil";-6.82;-35.633
"severiano melo";1;"";"brazil";-5.777;-37.958
"severínia";1;"";"brazil";-20.809;-48.803
"silveira martins";1;"";"brazil";-29.642;-53.586
"simão pereira";1;"";"brazil";-21.964;-43.312
"simões";1;"";"brazil";-7.599;-40.818
"siriri";1;"";"brazil";-10.604;-37.113
"sítio do mato";1;"";"brazil";-13.085;-43.465
"sítio novo";1;"";"brazil";-5.878;-46.699
"soledade de minas";1;"";"brazil";-22.06;-45.045
