"city";"uf";"country";"latitude";"longitude";"count"
"Khartoum";"Khartoum State";"Sudan";15.55177;32.53241;2
"Ufa";"Bashkortostan";"Russia";54.74306;55.96779;2
"Lérida";"Tolima";"Colombia";4.86242;-74.90977;2
"Severiano Melo";"rio grande do norte";"brasil";-5.777;-37.958;2
"Cartagena";"Murcia";"Spain";37.60512;-0.98623;2
"Belfort";"Franche-Comté";"France";47.63333;6.86667;2
"Conceição dos Ouros";"minas gerais";"brasil";-22.413;-45.798;2
"Cabreúva";"sao paulo";"brasil";-23.308;-47.133;2
"Winterthur";"Zurich";"Switzerland";47.50003;8.7251;2
"Capitão Poço";"para";"brasil";-1.745;-47.065;2
"Dreux";"Centre";"France";48.73333;1.36667;2
"Santo Antônio do Paraíso";"parana";"brasil";-23.494;-50.646;2
"Lassance";"minas gerais";"brasil";-17.887;-44.578;2
"Pescara";"Abruzzo";"Italy";42.4584;14.20283;2
"Redentora";"rio grande do sul";"brasil";-27.664;-53.638;2
"Angoulême";"Poitou-Charentes";"France";45.65;0.15;2
"Andahuaylas";"Apurímac";"Peru";-13.65556;-73.38722;2
"Vargem Alegre";"minas gerais";"brasil";-19.608;-42.298;2
"Vicência";"pernambuco";"brasil";-7.657;-35.327;2
"Santa Maria de Jetibá";"espirito Santo";"brasil";-20.041;-40.746;2
"Reus";"Catalonia";"Spain";41.15612;1.10687;2
"La Dorada";"Caldas";"Colombia";5.44783;-74.66311;2
"Barakaldo";"Basque Country";"Spain";43.29564;-2.99729;2
"Meruoca";"ceara";"brasil";-3.542;-40.455;2
"Rurópolis";"para";"brasil";-4.096;-54.91;2
"Santa Rosa do Sul";"santa catarina";"brasil";-29.136;-49.7;2
"Cristália";"minas gerais";"brasil";-16.8;-42.862;2
"Frei Inocêncio";"minas gerais";"brasil";-18.545;-41.922;2
"Raalte";"Overijssel";"Netherlands";52.38583;6.275;2
"Lecce";"Apulia";"Italy";40.35481;18.17244;2
"Santa Rosa de Cabal";"Risaralda";"Colombia";4.86806;-75.62139;2
"Bangkok";"Bangkok";"Thailand";13.75398;100.50144;2
"Serrita";"pernambuco";"brasil";-7.933;-39.296;2
"Nobres";"mato grosso";"brasil";-14.72;-56.328;2
"Tapiramutá";"bahia";"brasil";-11.847;-40.791;2
"Zadar";"Zadarska";"Croatia";44.11972;15.24222;2
"Ibitiara";"bahia";"brasil";-12.652;-42.218;2
"Populina";"sao paulo";"brasil";-19.954;-50.538;2
"Oregon";"Ohio";"United States";41.64366;-83.48688;2
"Capoeiras";"pernambuco";"brasil";-8.735;-36.627;2
"Toumodi";"Lacs";"Ivory Coast";6.55799;-5.01769;2
"Kaolack";"Kaolack";"Senegal";14.1825;-16.25333;2
"Cordeiros";"bahia";"brasil";-15.039;-41.935;2
"Linz";"Upper Austria";"Austria";48.30639;14.28611;2
"Salto do Itararé";"parana";"brasil";-23.601;-49.626;2
"Jinan";"Shandong Sheng";"China";36.66833;116.99722;2
"Eugene";"Oregon";"United States";44.05207;-123.08675;2
"Puente Alto";"Santiago";"Chile";-33.61169;-70.57577;2
"Huacho";"Lima";"Peru";-11.10667;-77.605;2
"Fernando de Noronha";"pernambuco";"brasil";-3.84;-32.411;2
"Guararema";"sao paulo";"brasil";-23.415;-46.035;2
"Guabiju";"rio grande do sul";"brasil";-28.541;-51.69;2
"Canelones";"Canelones";"Uruguay";-34.52278;-56.27778;2
"Neuquén";"Neuquén";"Argentina";-38.95161;-68.0591;2
"Palhano";"ceara";"brasil";-4.745;-37.959;2
"São João do Triunfo";"parana";"brasil";-25.683;-50.297;2
"Piranguinho";"minas gerais";"brasil";-22.401;-45.532;2
"Jaboticaba";"rio grande do sul";"brasil";-27.631;-53.277;2
"Capitão Enéas";"minas gerais";"brasil";-16.324;-43.711;2
"Adana";"Adana";"Turkey";37.00167;35.32889;2
"Mansoûra";"Tlemcen";"Algeria";34.86158;-1.33935;2
"Redenção do Gurguéia";"piaui";"brasil";-9.487;-44.586;2
"Lindóia do Sul";"santa catarina";"brasil";-27.053;-52.067;2
"Tamandaré";"pernambuco";"brasil";-8.76;-35.105;2
"Itaú";"rio grande do norte";"brasil";-5.84;-37.993;2
"Riachão do Dantas";"sergipe";"brasil";-11.069;-37.725;2
"Mandirituba";"parana";"brasil";-25.779;-49.326;2
"Mirassolândia";"sao paulo";"brasil";-20.617;-49.464;2
"São Sebastião do Maranhão";"minas gerais";"brasil";-18.084;-42.571;2
"Tambov";"Tambov";"Russia";52.73169;41.44326;2
"Detmold";"North Rhine-Westphalia";"Germany";51.93855;8.87318;2
"Villazón";"Potosí";"Bolivia";-22.08659;-65.59422;2
"Oristano";"Sardinia";"Italy";39.89957;8.59326;2
"Santo Antônio do Caiuá";"parana";"brasil";-22.735;-52.342;2
"Nova Serrana";"minas gerais";"brasil";-19.876;-44.984;2
"Carrara";"Tuscany";"Italy";44.05405;10.06049;2
"Santa Salete";"sao paulo";"brasil";-20.245;-50.688;2
"Laje";"bahia";"brasil";-13.182;-39.425;2
"Coronel Macedo";"sao paulo";"brasil";-23.631;-49.314;2
"Ubarana";"sao paulo";"brasil";-21.166;-49.718;2
"Lanzhou";"Gansu Sheng";"China";36.05701;103.83987;2
"Aperibé";"rio de janeiro";"brasil";-21.621;-42.103;2
"Bryan";"Texas";"United States";30.67436;-96.36996;2
"Arapoti";"parana";"brasil";-24.158;-49.827;2
"Custódia";"pernambuco";"brasil";-8.088;-37.643;2
"Bondo";"Eastern Province";"Democratic Republic of the Congo";3.81461;23.68665;2
"Iraquara";"bahia";"brasil";-12.249;-41.619;2
"Benguela";"Benguela";"Angola";-12.57626;13.40547;2
"Urucurituba";"amazonas";"brasil";-3.131;-58.155;2
"Cocos";"bahia";"brasil";-14.184;-44.534;2
"Salto do Jacuí";"rio grande do sul";"brasil";-29.088;-53.213;2
"Sardoá";"minas gerais";"brasil";-18.784;-42.365;2
"Igarapé-Miri";"para";"brasil";-1.975;-48.96;2
"Cajamar";"sao paulo";"brasil";-23.356;-46.877;2
"Pindaré-Mirim";"maranhao";"brasil";-3.608;-45.343;2
"Eindhoven";"North Brabant";"Netherlands";51.44083;5.47778;2
"Plauen";"Saxony";"Germany";50.4973;12.13782;2
"Mostardas";"rio grande do sul";"brasil";-31.107;-50.921;2
"Paulo Jacinto";"alagoas";"brasil";-9.366;-36.37;2
"Vieiras";"minas gerais";"brasil";-20.866;-42.244;2
"Aquidabã";"sergipe";"brasil";-10.281;-37.019;2
"San Antonio";"Valparaíso";"Chile";-33.59473;-71.60746;2
"São João do Oriente";"minas gerais";"brasil";-19.339;-42.158;2
"Kostroma";"Kostroma";"Russia";57.76647;40.92686;2
"New Orleans";"Louisiana";"United States";29.95465;-90.07507;2
"Pontivy";"Brittany";"France";48.06667;-2.98333;2
"Barra Longa";"minas gerais";"brasil";-20.283;-43.041;2
"Aracatu";"bahia";"brasil";-14.428;-41.462;2
"Wellington";"Wellington";"New Zealand";-41.28664;174.77557;2
"Ubatã";"bahia";"brasil";-14.214;-39.523;2
"Tunis";"Tūnis";"Tunisia";36.81897;10.16579;2
"Rondon do Pará";"para";"brasil";-4.776;-48.067;2
"Bolzano";"Trentino-Alto Adige";"Italy";46.49067;11.33982;2
"Caldas da Rainha";"Leiria";"Portugal";39.40326;-9.13839;2
"Grandes Rios";"parana";"brasil";-24.146;-51.506;2
"Pirapora do Bom Jesus";"sao paulo";"brasil";-23.397;-47.002;2
"Georgetown";"Demerara-Mahaica";"Guyana";6.80448;-58.15527;2
"Tottori";"Tottori";"Japan";35.5;134.23333;2
"São Luís do Curu";"ceara";"brasil";-3.67;-39.243;2
"Honolulu";"Hawaii";"United States";21.30694;-157.85833;2
"Loures";"Lisbon";"Portugal";38.83091;-9.16845;2
"Exeter";"England";"United Kingdom";50.7236;-3.52751;2
"São Pedro de Alcântara";"santa catarina";"brasil";-27.566;-48.805;2
"Iaşi";"Iaşi";"Romania";47.16667;27.6;2
"Neuwied";"Rheinland-Pfalz";"Germany";50.4336;7.47057;2
"Moju";"para";"brasil";-1.884;-48.769;2
"Köln";"North Rhine-Westphalia";"Germany";50.93333;6.95;2
"Ibicuitinga";"ceara";"brasil";-4.974;-38.639;2
"Maubeuge";"Nord-Pas-de-Calais";"France";50.27875;3.97267;2
"Peritiba";"santa catarina";"brasil";-27.373;-51.904;2
"Ruse";"Ruse";"Bulgaria";43.85639;25.97083;2
"Campana";"Buenos Aires";"Argentina";-34.16874;-58.95914;2
"Cascais";"Lisbon";"Portugal";38.6979;-9.42146;2
"Nova Aliança do Ivaí";"parana";"brasil";-23.177;-52.602;2
"Forquilha";"ceara";"brasil";-3.798;-40.261;2
"Taquarana";"alagoas";"brasil";-9.645;-36.497;2
"Bom Jesus da Serra";"bahia";"brasil";-14.372;-40.504;2
"DeKalb";"Illinois";"United States";41.92947;-88.75036;2
"Jitaúna";"bahia";"brasil";-14.019;-39.889;2
"Treviglio";"Lombardy";"Italy";45.52081;9.59102;2
"Jaupaci";"goias";"brasil";-16.178;-50.953;2
"Aracitaba";"minas gerais";"brasil";-21.343;-43.378;2
"Salto de Pirapora";"sao paulo";"brasil";-23.649;-47.573;2
"Sirinhaém";"pernambuco";"brasil";-8.591;-35.116;2
"Patna";"Bihār";"India";25.60222;85.11936;2
"Dolcinópolis";"sao paulo";"brasil";-20.123;-50.513;2
"Woodbridge";"New Jersey";"United States";40.5576;-74.28459;2
"Belo Campo";"bahia";"brasil";-15.038;-41.26;2
"Belém de Maria";"pernambuco";"brasil";-8.614;-35.809;2
"Ilópolis";"rio grande do sul";"brasil";-28.927;-52.124;2
"Taipu";"rio grande do norte";"brasil";-5.622;-35.597;2
"Omsk";"Omsk";"Russia";54.99244;73.36859;2
"Soria";"Castille and León";"Spain";41.76401;-2.46883;2
"Norwich";"England";"United Kingdom";52.62783;1.29834;2
"Pedra Bonita";"minas gerais";"brasil";-20.521;-42.33;2
"Walnut Creek";"California";"United States";37.90631;-122.06496;2
"Dnipropetrovsk";"Dnipropetrovs'ka Oblast'";"Ukraine";48.45;34.98333;2
"Aarau";"Aargau";"Switzerland";47.39254;8.04422;2
"Felipe Guerra";"rio grande do norte";"brasil";-5.603;-37.689;2
"Goianira";"goias";"brasil";-16.496;-49.426;2
"Coroados";"sao paulo";"brasil";-21.352;-50.281;2
"Montalvânia";"minas gerais";"brasil";-14.423;-44.366;2
"Queiroz";"sao paulo";"brasil";-21.799;-50.24;2
"Pedro Gomes";"mato grosso do sul";"brasil";-18.101;-54.552;2
"Passa e Fica";"rio grande do norte";"brasil";-6.436;-35.643;2
"Oliveira Fortes";"minas gerais";"brasil";-21.339;-43.456;2
"Itinga";"minas gerais";"brasil";-16.613;-41.765;2
"Hull";"England";"United Kingdom";53.7446;-0.33525;2
"Imaculada";"paraiba";"brasil";-7.39;-37.509;2
"Bejaïa";"Bejaïa";"Algeria";36.75587;5.08433;2
"Arlon";"Walloon Region";"Belgium";49.68333;5.81667;2
"Hamilton";"Ontario";"Canada";43.25011;-79.84963;2
"La Ceiba";"Atlántida";"Honduras";15.75971;-86.78221;2
"São Pedro da União";"minas gerais";"brasil";-21.127;-46.615;2
"Juarez Távora";"paraiba";"brasil";-7.172;-35.583;2
"Blackburn";"England";"United Kingdom";53.75;-2.48333;2
"Caaporã";"paraiba";"brasil";-7.516;-34.908;2
"Chiba";"Chiba";"Japan";35.60472;140.12333;2
"Jupi";"pernambuco";"brasil";-8.712;-36.415;2
"Pescador";"minas gerais";"brasil";-18.357;-41.598;2
"Baixio";"ceara";"brasil";-6.73;-38.717;2
"Saint-Malo";"Brittany";"France";48.65;-2.01667;2
"Gualeguaychú";"Entre Ríos";"Argentina";-33.00937;-58.51722;2
"Luís Antônio";"sao paulo";"brasil";-21.555;-47.704;2
"Bom Jesus do Norte";"espirito Santo";"brasil";-21.114;-41.672;2
"Vilnius";"Vilniaus Apskritis";"Lithuania";54.68916;25.2798;2
"Derby";"England";"United Kingdom";52.92277;-1.47663;2
"Garuva";"santa catarina";"brasil";-26.027;-48.855;2
"Baião";"para";"brasil";-2.791;-49.672;2
"Maracanã";"para";"brasil";-0.765;-47.45;2
"Gualeguay";"Entre Ríos";"Argentina";-33.14156;-59.30966;2
"Agboville";"Agnéby";"Ivory Coast";5.92801;-4.21319;2
"Fronteiras";"piaui";"brasil";-7.088;-40.616;2
"Cuttack";"Orissa";"India";20.46497;85.87927;2
"Anguera";"bahia";"brasil";-12.151;-39.246;2
"São Gonçalo do Rio Abaixo";"minas gerais";"brasil";-19.826;-43.362;2
"Fontoura Xavier";"rio grande do sul";"brasil";-28.983;-52.346;2
"Pindoretama";"ceara";"brasil";-4.028;-38.306;2
"Gurinhém";"paraiba";"brasil";-7.124;-35.424;2
"Cartago";"Valle del Cauca";"Colombia";4.74639;-75.91167;2
"Divino das Laranjeiras";"minas gerais";"brasil";-18.778;-41.48;2
"Szczecin";"West Pomeranian Voivodeship";"Poland";53.42894;14.55302;2
"Niort";"Poitou-Charentes";"France";46.32313;-0.45877;2
"Kumamoto";"Kumamoto Prefecture";"Japan";32.80589;130.69181;2
"Cromínia";"goias";"brasil";-17.288;-49.381;2
"La Rioja";"La Rioja";"Argentina";-29.41105;-66.85067;2
"Bassano del Grappa";"Veneto";"Italy";45.76231;11.73112;2
"Alto Santo";"ceara";"brasil";-5.521;-38.272;2
"Compiègne";"Picardie";"France";49.41794;2.82606;2
"Brindisi";"Apulia";"Italy";40.63215;17.93607;2
"Galvão";"santa catarina";"brasil";-26.455;-52.686;2
"Descoberto";"minas gerais";"brasil";-21.46;-42.968;2
"Passo de Camaragibe";"alagoas";"brasil";-9.238;-35.493;2
"Fergana";"Fergana";"Uzbekistan";40.38421;71.78432;2
"Serrolândia";"bahia";"brasil";-11.416;-40.302;2
"Dois Riachos";"alagoas";"brasil";-9.393;-37.101;2
"Dallas";"Texas";"United States";32.78306;-96.80667;2
"Socorro";"Santander";"Colombia";6.46838;-73.26022;2
"Sento Sé";"bahia";"brasil";-9.746;-41.885;2
"Tremedal";"bahia";"brasil";-14.976;-41.411;2
"Mangueirinha";"parana";"brasil";-25.941;-52.176;2
"Plymouth";"England";"United Kingdom";50.37153;-4.14305;2
"Nova América";"goias";"brasil";-15.022;-49.896;2
"Concordia";"Entre Ríos";"Argentina";-31.39296;-58.02089;2
"Charleroi";"Walloon Region";"Belgium";50.41136;4.44448;2
"Cacimba de Areia";"paraiba";"brasil";-7.129;-37.157;2
"Cauquenes";"Maule";"Chile";-35.9671;-72.32248;2
"Botumirim";"minas gerais";"brasil";-16.872;-43.011;2
"Sarzedo";"minas gerais";"brasil";-20.035;-44.145;2
"Barra do Mendes";"bahia";"brasil";-11.81;-42.059;2
"Alcantil";"paraiba";"brasil";-7.744;-36.056;2
"Sátiro Dias";"bahia";"brasil";-11.6;-38.6;2
"Valence";"Rhône-Alpes";"France";44.93333;4.9;2
"Caturaí";"goias";"brasil";-16.447;-49.494;2
"Rifaina";"sao paulo";"brasil";-20.081;-47.421;2
"Empoli";"Tuscany";"Italy";43.71946;10.94445;2
"Deggendorf";"Bavaria";"Germany";48.84085;12.96068;2
"Mumbai";"Mahārāshtra";"India";19.07283;72.88261;2
"Frauenfeld";"Thurgau";"Switzerland";47.55816;8.89854;2
"Jardín América";"Misiones";"Argentina";-27.04346;-55.22698;2
"Axixá";"maranhao";"brasil";-2.837;-44.053;2
"Itapejara d'Oeste";"parana";"brasil";-25.965;-52.816;2
"San Carlos de Bariloche";"Río Negro";"Argentina";-41.14557;-71.30822;2
"Punta Alta";"Buenos Aires";"Argentina";-38.87588;-62.07359;2
"Zipaquirá";"Cundinamarca";"Colombia";5.02208;-74.00481;2
"Pio XII";"maranhao";"brasil";-3.894;-45.17;2
"Porangaba";"sao paulo";"brasil";-23.176;-48.125;2
"Icém";"sao paulo";"brasil";-20.342;-49.195;2
"Vittorio Veneto";"Veneto";"Italy";45.97797;12.30559;2
"Torres Vedras";"Lisbon";"Portugal";39.09109;-9.2586;2
"Três Coroas";"rio grande do sul";"brasil";-29.517;-50.778;2
"Pinheiro Preto";"santa catarina";"brasil";-27.051;-51.231;2
"Deodápolis";"mato grosso do sul";"brasil";-22.276;-54.165;2
"Aramari";"bahia";"brasil";-12.082;-38.499;2
"Villeurbanne";"Rhône-Alpes";"France";45.76667;4.88333;2
"Virgolândia";"minas gerais";"brasil";-18.476;-42.307;2
"Bayonne";"Aquitaine";"France";43.48333;-1.48333;2
"Santana do Manhuaçu";"minas gerais";"brasil";-20.108;-41.925;2
"Heerlen";"Limburg";"Netherlands";50.88365;5.98154;2
"Juru";"paraiba";"brasil";-7.537;-37.819;2
"Macedônia";"sao paulo";"brasil";-20.146;-50.194;2
"Taciba";"sao paulo";"brasil";-22.39;-51.285;2
"Starnberg";"Bavaria";"Germany";48.00193;11.34416;2
"Mercedes";"Soriano";"Uruguay";-33.2524;-58.03047;2
"San Ramon";"California";"United States";37.77993;-121.97802;2
"Iguatemi";"mato grosso do sul";"brasil";-23.68;-54.561;2
"Helsinki";"";"Finland";60.16952;24.93545;2
"Salinas da Margarida";"bahia";"brasil";-12.871;-38.764;2
"Itatiba do Sul";"rio grande do sul";"brasil";-27.387;-52.453;2
"Oullins";"Rhône-Alpes";"France";45.71774;4.80382;2
"Tlemcen";"Tlemcen";"Algeria";34.87833;-1.315;2
"Edéia";"goias";"brasil";-17.339;-49.931;2
"Middlesbrough";"England";"United Kingdom";54.57623;-1.23483;2
"Barra do Rocha";"bahia";"brasil";-14.211;-39.602;2
"Guaratuba";"parana";"brasil";-25.883;-48.575;2
"Cubati";"paraiba";"brasil";-6.868;-36.351;2
"Beja";"Beja";"Portugal";38.01506;-7.86323;2
"Paulistânia";"sao paulo";"brasil";-22.578;-49.403;2
"Lecco";"Lombardy";"Italy";45.85317;9.39005;2
"Dehradun";"Uttarakhand";"India";30.32443;78.03392;2
"Okinawa";"Okinawa";"Japan";26.33583;127.80139;2
"Ramallah";"West Bank";"Palestinian Territory";31.89964;35.20422;2
"Angol";"Araucanía";"Chile";-37.79519;-72.71636;2
"Olho d'Água das Cunhãs";"maranhao";"brasil";-4.139;-45.12;2
"Pedro Velho";"rio grande do norte";"brasil";-6.439;-35.221;2
"Münster";"North Rhine-Westphalia";"Germany";51.96236;7.62571;2
"Taquaruçu do Sul";"rio grande do sul";"brasil";-27.4;-53.467;2
"Mirinzal";"maranhao";"brasil";-2.065;-44.784;2
"Esmeraldas";"Esmeraldas";"Ecuador";0.9592;-79.65397;2
"Rivne";"Rivnens’ka Oblast’";"Ukraine";50.62308;26.22743;2
"Durandé";"minas gerais";"brasil";-20.203;-41.798;2
"Beberibe";"ceara";"brasil";-4.18;-38.131;2
"Bobingen";"Bavaria";"Germany";48.27091;10.8339;2
"Glória do Goitá";"pernambuco";"brasil";-8.002;-35.293;2
"Porto Franco";"maranhao";"brasil";-6.338;-47.399;2
"Lemgo";"North Rhine-Westphalia";"Germany";52.02786;8.89901;2
"Brejo dos Santos";"paraiba";"brasil";-6.377;-37.825;2
"Colchester";"England";"United Kingdom";51.88921;0.90421;2
"Luiziânia";"sao paulo";"brasil";-21.676;-50.327;2
"Olho d'Água das Flores";"alagoas";"brasil";-9.536;-37.294;2
"Elísio Medrado";"bahia";"brasil";-12.946;-39.522;2
"Bègles";"Aquitaine";"France";44.80845;-0.54809;2
"Sagua la Grande";"Villa Clara";"Cuba";22.80667;-80.07556;2
"Piatã";"bahia";"brasil";-13.152;-41.773;2
"Ilha das Flores";"sergipe";"brasil";-10.436;-36.54;2
"Sabanalarga";"Atlántico";"Colombia";10.62962;-74.92063;2
"Cabrália Paulista";"sao paulo";"brasil";-22.456;-49.338;2
"Costa Rica";"mato grosso do sul";"brasil";-18.544;-53.129;2
"Santo Amaro das Brotas";"sergipe";"brasil";-10.789;-37.054;2
"Vermelho Novo";"minas gerais";"brasil";-20.036;-42.267;2
"Naaldwijk";"South Holland";"Netherlands";51.99417;4.20972;2
"Balbinos";"sao paulo";"brasil";-21.9;-49.357;2
"Porto Amazonas";"parana";"brasil";-25.545;-49.89;2
"Atalanta";"santa catarina";"brasil";-27.42;-49.781;2
"Pedra Dourada";"minas gerais";"brasil";-20.83;-42.154;2
"Barreiro";"Setúbal";"Portugal";38.66314;-9.0724;2
"Arraias";"tocantins";"brasil";-12.931;-46.938;2
"Zrenjanin";"Autonomna Pokrajina Vojvodina";"Serbia";45.38361;20.38194;2
"Cristino Castro";"piaui";"brasil";-8.818;-44.224;2
"Montijo";"Setúbal";"Portugal";38.70675;-8.97388;2
"La Ligua";"Valparaíso";"Chile";-32.45242;-71.23106;2
"Santa Ana";"Santa Ana";"El Salvador";13.99417;-89.55972;2
"Magadan";"Magadan";"Russia";59.5638;150.80347;2
"Lubumbashi";"Katanga";"Democratic Republic of the Congo";-11.66089;27.47938;2
"Halifax";"Nova Scotia";"Canada";44.64533;-63.57239;2
"Capela do Alto";"sao paulo";"brasil";-23.471;-47.735;2
"San Gil";"Santander";"Colombia";6.55573;-73.13309;2
"Wrocław";"Lower Silesian Voivodeship";"Poland";51.1;17.03333;2
"Monção";"Viana do Castelo";"Portugal";42.07892;-8.48076;2
"Troisdorf";"North Rhine-Westphalia";"Germany";50.80901;7.14968;2
"Rancho Queimado";"santa catarina";"brasil";-27.673;-49.022;2
"Vichy";"Auvergne";"France";46.11667;3.41667;2
"Antony";"Île-de-France";"France";48.75;2.3;2
"Pilão Arcado";"bahia";"brasil";-10.003;-42.504;2
"São José da Lapa";"minas gerais";"brasil";-19.701;-43.955;2
"Frei Gaspar";"minas gerais";"brasil";-18.066;-41.429;2
"Ibiara";"paraiba";"brasil";-7.501;-38.405;2
"Umburatiba";"minas gerais";"brasil";-17.256;-40.573;2
"Rosana";"sao paulo";"brasil";-22.58;-53.059;2
"Seabra";"bahia";"brasil";-12.419;-41.77;2
"Bucharest";"Bucureşti";"Romania";44.43225;26.10626;2
"San Lorenzo";"Central";"Paraguay";-25.33968;-57.50879;2
"Igaratá";"sao paulo";"brasil";-23.204;-46.156;2
"Brotas de Macaúbas";"bahia";"brasil";-11.999;-42.626;2
"Túquerres";"Nariño";"Colombia";1.08878;-77.61831;2
"Guarda-Mor";"minas gerais";"brasil";-17.771;-47.098;2
"Heitoraí";"goias";"brasil";-15.719;-49.829;2
"Pium";"tocantins";"brasil";-10.443;-49.182;2
"Passo do Sobrado";"rio grande do sul";"brasil";-29.748;-52.275;2
"Lagoa";"paraiba";"brasil";-6.571;-37.916;2
"Frei Martinho";"paraiba";"brasil";-6.403;-36.456;2
"Paes Landim";"piaui";"brasil";-7.778;-42.256;2
"Ivrea";"Piedmont";"Italy";45.46723;7.87617;2
"Mayenne";"Pays de la Loire";"France";48.3;-0.61667;2
"Katowice";"Silesian Voivodeship";"Poland";50.25841;19.02754;2
"Foligno";"Umbria";"Italy";42.95324;12.70664;2
"Harare";"Harare Province";"Zimbabwe";-17.82772;31.05337;2
"Araçoiaba da Serra";"sao paulo";"brasil";-23.505;-47.614;2
"Bremerhaven";"Bremen";"Germany";53.55021;8.57673;2
"Santa Clara d'Oeste";"sao paulo";"brasil";-20.089;-50.954;2
"Craiova";"Dolj";"Romania";44.31667;23.8;2
"Nova Santa Rosa";"parana";"brasil";-24.466;-53.953;2
"Newcastle upon Tyne";"England";"United Kingdom";54.97328;-1.61396;2
"Oberá";"Misiones";"Argentina";-27.48706;-55.11994;2
"Woking";"England";"United Kingdom";51.31903;-0.55893;2
"Galiléia";"minas gerais";"brasil";-18.999;-41.538;2
"Cariré";"ceara";"brasil";-3.951;-40.473;2
"Tuluá";"Valle del Cauca";"Colombia";4.08466;-76.19536;2
"Teofilândia";"bahia";"brasil";-11.489;-38.998;2
"Toritama";"pernambuco";"brasil";-7.999;-36.051;2
"Lebon Régis";"santa catarina";"brasil";-26.929;-50.695;2
"Lago do Junco";"maranhao";"brasil";-4.609;-45.049;2
"Bom Jardim de Minas";"minas gerais";"brasil";-21.947;-44.191;2
"Santana da Ponte Pensa";"sao paulo";"brasil";-20.253;-50.797;2
"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";-4.32758;15.31357;2
"Lahore";"Punjab";"Pakistan";31.54972;74.34361;2
"Kitchener";"Ontario";"Canada";43.42537;-80.5112;2
"Guatapará";"sao paulo";"brasil";-21.497;-48.038;2
"São Francisco do Piauí";"piaui";"brasil";-7.251;-42.543;2
"Teramo";"Abruzzo";"Italy";42.66123;13.69901;2
"Trelew";"Chubut";"Argentina";-43.24895;-65.30505;2
"Potiretama";"ceara";"brasil";-5.668;-38.251;2
"Cartago";"Cartago";"Costa Rica";9.86444;-83.91944;2
"Princeton";"Florida";"United States";25.53844;-80.40894;2
"Santana do Deserto";"minas gerais";"brasil";-21.95;-43.166;2
"Villarrica";"Guairá";"Paraguay";-25.78056;-56.44861;2
"Biritinga";"bahia";"brasil";-11.617;-38.8;2
"Cocal do Sul";"santa catarina";"brasil";-28.601;-49.326;2
"Laval";"Pays de la Loire";"France";48.06667;-0.76667;2
"Herford";"North Rhine-Westphalia";"Germany";52.11457;8.67343;2
"Itariri";"sao paulo";"brasil";-24.289;-47.174;2
"Urucará";"amazonas";"brasil";-2.536;-57.76;2
"Bofete";"sao paulo";"brasil";-23.102;-48.258;2
"Puxinanã";"paraiba";"brasil";-7.161;-35.961;2
"Nova Alvorada";"rio grande do sul";"brasil";-28.678;-52.166;2
"Hubli";"Karnātaka";"India";15.34776;75.13378;2
"Jinotega";"Jinotega";"Nicaragua";13.10042;-86.00226;2
"Barro Duro";"piaui";"brasil";-5.818;-42.513;2
"Zacatecoluca";"La Paz";"El Salvador";13.5;-88.86667;2
"Bradford";"England";"United Kingdom";53.79391;-1.75206;2
"Santo Antônio do Jardim";"sao paulo";"brasil";-22.116;-46.68;2
"Divinésia";"minas gerais";"brasil";-20.99;-43.004;2
"São Domingos do Capim";"para";"brasil";-1.675;-47.775;2
"Congo";"paraiba";"brasil";-7.797;-36.66;2
"Itaju";"sao paulo";"brasil";-21.981;-48.805;2
"Comendador Gomes";"minas gerais";"brasil";-19.698;-49.081;2
"Fronteira";"minas gerais";"brasil";-20.268;-49.199;2
"Marechal Deodoro";"alagoas";"brasil";-9.71;-35.895;2
"Guntūr";"Andhra Pradesh";"India";16.29974;80.45729;2
"Arvoredo";"santa catarina";"brasil";-27.074;-52.456;2
"Sambaíba";"maranhao";"brasil";-7.14;-45.346;2
"Aratuba";"ceara";"brasil";-4.418;-39.045;2
"Fontainebleau";"Île-de-France";"France";48.4;2.7;2
"Paranatinga";"mato grosso";"brasil";-14.432;-54.051;2
"Ibitirama";"espirito Santo";"brasil";-20.541;-41.667;2
"Jaquirana";"rio grande do sul";"brasil";-28.885;-50.358;2
"Gelsenkirchen";"North Rhine-Westphalia";"Germany";51.5075;7.12283;2
"Banabuiú";"ceara";"brasil";-5.31;-38.921;2
"Entre Folhas";"minas gerais";"brasil";-19.625;-42.231;2
"Flensburg";"Schleswig-Holstein";"Germany";54.78431;9.43961;2
"Jaru";"rondonia";"brasil";-10.439;-62.466;2
"Murici";"alagoas";"brasil";-9.307;-35.943;2
"Madurai";"Tamil Nādu";"India";9.91735;78.11962;2
"Serraria";"paraiba";"brasil";-6.82;-35.633;2
"Parkersburg";"West Virginia";"United States";39.26674;-81.56151;2
"Santana da Vargem";"minas gerais";"brasil";-21.249;-45.507;2
"Joaquim Nabuco";"pernambuco";"brasil";-8.624;-35.533;2
"Limerick";"Pennsylvania";"United States";40.23093;-75.52212;2
"Cipó";"bahia";"brasil";-11.1;-38.517;2
"Sheffield";"England";"United Kingdom";53.38297;-1.4659;2
"Nova Roma";"goias";"brasil";-13.742;-46.88;2
"Steyr";"Upper Austria";"Austria";48.04274;14.42127;2
"Loulé";"Faro";"Portugal";37.13772;-8.01968;2
