"city";"uf";"country";"latitude";"longitude";"count"
"Nova Petrópolis";"rio grande do sul";"brasil";-29.376;-51.114;16
"Barra do Corda";"maranhao";"brasil";-5.506;-45.243;16
"Manizales";"Caldas";"Colombia";5.06889;-75.51738;16
"Rio Piracicaba";"minas gerais";"brasil";-19.929;-43.174;16
"Caraguatatuba";"sao paulo";"brasil";-23.62;-45.413;16
"Belo Jardim";"pernambuco";"brasil";-8.336;-36.424;16
"Poções";"bahia";"brasil";-14.53;-40.365;16
"Patrocínio Paulista";"sao paulo";"brasil";-20.639;-47.282;16
"Ibaté";"sao paulo";"brasil";-21.955;-47.997;16
"Morro Agudo";"sao paulo";"brasil";-20.731;-48.058;16
"Guapé";"minas gerais";"brasil";-20.762;-45.918;16
"São Luís de Montes Belos";"goias";"brasil";-16.525;-50.372;16
"Miguelópolis";"sao paulo";"brasil";-20.179;-48.032;16
"Analândia";"sao paulo";"brasil";-22.126;-47.663;16
"Augusto Pestana";"rio grande do sul";"brasil";-28.517;-53.992;16
"Chicago";"Illinois";"United States";41.85003;-87.65005;16
"Anicuns";"goias";"brasil";-16.461;-49.962;16
"Viseu";"Viseu";"Portugal";40.66101;-7.90971;16
"Pomerode";"santa catarina";"brasil";-26.741;-49.177;16
"Toronto";"Ontario";"Canada";43.70011;-79.4163;16
"Guiratinga";"mato grosso";"brasil";-16.349;-53.758;16
"Córdoba";"Andalusia";"Spain";37.89155;-4.77275;16
"São Miguel do Iguaçu";"parana";"brasil";-25.348;-54.238;16
"Cartagena";"Bolívar";"Colombia";10.39972;-75.51444;16
"Napoli";"Campania";"Italy";40.85631;14.24641;16
"Strasbourg";"Alsace";"France";48.58392;7.74553;16
"Brasília de Minas";"minas gerais";"brasil";-16.208;-44.429;16
"Arica";"Arica y Parinacota";"Chile";-18.4746;-70.29792;16
"Ica";"Ica";"Peru";-14.06777;-75.72861;15
"Jaguaruana";"ceara";"brasil";-4.834;-37.781;15
"Toulouse";"Midi-Pyrénées";"France";43.60426;1.44367;15
"Jaguaquara";"bahia";"brasil";-13.531;-39.971;15
"Cajamarca";"Cajamarca";"Peru";-7.16378;-78.50027;15
"Paysandú";"Paysandú";"Uruguay";-32.32139;-58.07556;15
"Resende Costa";"minas gerais";"brasil";-20.922;-44.238;15
"São Gonçalo do Sapucaí";"minas gerais";"brasil";-21.892;-45.595;15
"Arcos";"minas gerais";"brasil";-20.282;-45.539;15
"Mamanguape";"paraiba";"brasil";-6.839;-35.126;15
"Cienfuegos";"Cienfuegos";"Cuba";22.14957;-80.44662;15
"Itapuranga";"goias";"brasil";-15.562;-49.949;15
"Solânea";"paraiba";"brasil";-6.778;-35.697;15
"Cristina";"minas gerais";"brasil";-22.212;-45.264;15
"Missão Velha";"ceara";"brasil";-7.25;-39.143;15
"Engenheiro Beltrão";"parana";"brasil";-23.797;-52.269;15
"Ibagué";"Tolima";"Colombia";4.43889;-75.23222;15
"Campo Formoso";"bahia";"brasil";-10.509;-40.321;15
"Manchester";"England";"United Kingdom";53.48095;-2.23743;15
"Fartura";"sao paulo";"brasil";-23.388;-49.51;15
"Piancó";"paraiba";"brasil";-7.198;-37.929;15
"Piratini";"rio grande do sul";"brasil";-31.448;-53.104;15
"Poxoréo";"mato grosso";"brasil";-15.837;-54.389;15
"Piranga";"minas gerais";"brasil";-20.685;-43.3;15
"Guarapari";"espirito Santo";"brasil";-20.658;-40.511;15
"Ribeirão Claro";"parana";"brasil";-23.194;-49.758;15
"São Gonçalo do Abaeté";"minas gerais";"brasil";-18.338;-45.833;15
"Conquista";"minas gerais";"brasil";-19.937;-47.542;15
"Cassilândia";"mato grosso do sul";"brasil";-19.113;-51.734;15
"Bela Vista de Goiás";"goias";"brasil";-16.973;-48.953;15
"Lagarto";"sergipe";"brasil";-10.917;-37.65;15
"Nova Bassano";"rio grande do sul";"brasil";-28.724;-51.705;15
"Itaboraí";"rio de janeiro";"brasil";-22.744;-42.859;15
"Mendes";"rio de janeiro";"brasil";-22.527;-43.733;15
"Barão de Cocais";"minas gerais";"brasil";-19.946;-43.487;15
"Itaú de Minas";"minas gerais";"brasil";-20.739;-46.752;15
"Afogados da Ingazeira";"pernambuco";"brasil";-7.751;-37.639;15
"Piraí do Sul";"parana";"brasil";-24.526;-49.949;15
"Brumado";"bahia";"brasil";-14.204;-41.665;15
"Itapevi";"sao paulo";"brasil";-23.549;-46.934;15
"Itamaraju";"bahia";"brasil";-17.039;-39.531;15
"Évora";"Évora";"Portugal";38.56667;-7.9;15
"São Mamede";"paraiba";"brasil";-6.927;-37.096;15
"Murutinga do Sul";"sao paulo";"brasil";-20.993;-51.278;15
"Alto Paraná";"parana";"brasil";-23.129;-52.319;15
"Nhandeara";"sao paulo";"brasil";-20.694;-50.038;15
"Campo Novo";"rio grande do sul";"brasil";-27.675;-53.803;15
"Tapes";"rio grande do sul";"brasil";-30.673;-51.396;15
"Itaiópolis";"santa catarina";"brasil";-26.336;-49.906;14
"Monte Alegre de Minas";"minas gerais";"brasil";-18.871;-48.881;14
"Huánuco";"Huanuco";"Peru";-9.93062;-76.24223;14
"Nova Iorque";"maranhao";"brasil";-6.734;-44.044;14
"Leiria";"Leiria";"Portugal";39.74362;-8.80705;14
"Tabuleiro do Norte";"ceara";"brasil";-5.247;-38.131;14
"Nova Russas";"ceara";"brasil";-4.707;-40.563;14
"Kiev";"Kyiv City";"Ukraine";50.45466;30.5238;14
"Tarauacá";"acre";"brasil";-8.161;-70.766;14
"Pedreira";"sao paulo";"brasil";-22.742;-46.901;14
"Barra de São Francisco";"espirito Santo";"brasil";-18.755;-40.891;14
"Domingos Martins";"espirito Santo";"brasil";-20.363;-40.659;14
"Mineiros do Tietê";"sao paulo";"brasil";-22.409;-48.451;14
"Santo Amaro da Imperatriz";"santa catarina";"brasil";-27.688;-48.779;14
"Québec";"Quebec";"Canada";46.81228;-71.21454;14
"Miguel Pereira";"rio de janeiro";"brasil";-22.454;-43.469;14
"Rodeio Bonito";"rio grande do sul";"brasil";-27.471;-53.169;14
"Ronda Alta";"rio grande do sul";"brasil";-27.767;-52.802;14
"Remígio";"paraiba";"brasil";-6.903;-35.834;14
"Valdivia";"Los Ríos";"Chile";-39.81422;-73.24589;14
"Salvador do Sul";"rio grande do sul";"brasil";-29.438;-51.511;14
"Casablanca";"Grand Casablanca";"Morocco";33.58831;-7.61138;14
"Santa Vitória";"minas gerais";"brasil";-18.839;-50.121;14
"São João do Polêsine";"rio grande do sul";"brasil";-29.614;-53.446;14
"Porto Lucena";"rio grande do sul";"brasil";-27.856;-55.016;14
"Indiaporã";"sao paulo";"brasil";-19.98;-50.29;14
"Conceição";"paraiba";"brasil";-7.562;-38.509;14
"Moscow";"Moscow";"Russia";55.75222;37.61556;14
"Coremas";"paraiba";"brasil";-7.014;-37.946;14
"Serra Negra do Norte";"rio grande do norte";"brasil";-6.666;-37.397;14
"Guayaquil";"Guayas";"Ecuador";-2.20584;-79.90795;14
"Sumé";"paraiba";"brasil";-7.672;-36.88;14
"Echaporã";"sao paulo";"brasil";-22.429;-50.201;14
"Tegucigalpa";"Francisco Morazán";"Honduras";14.0818;-87.20681;14
"Castro Alves";"bahia";"brasil";-12.766;-39.428;14
"São Bento do Sapucaí";"sao paulo";"brasil";-22.689;-45.731;14
"Areado";"minas gerais";"brasil";-21.359;-46.146;14
"Catu";"bahia";"brasil";-12.353;-38.379;14
"Baependi";"minas gerais";"brasil";-21.959;-44.89;14
"Acaraú";"ceara";"brasil";-2.886;-40.12;14
"Poço Fundo";"minas gerais";"brasil";-21.781;-45.965;13
"Alvorada do Sul";"parana";"brasil";-22.78;-51.231;13
"Iguape";"sao paulo";"brasil";-24.708;-47.555;13
"Nancy";"Lorraine";"France";48.68439;6.18496;13
"Coroatá";"maranhao";"brasil";-4.13;-44.124;13
"São Lourenço da Mata";"pernambuco";"brasil";-8.002;-35.018;13
"Tabapuã";"sao paulo";"brasil";-20.964;-49.032;13
"Valladolid";"Castille and León";"Spain";41.65518;-4.72372;13
"Urânia";"sao paulo";"brasil";-20.246;-50.643;13
"Mata";"rio grande do sul";"brasil";-29.566;-54.46;13
"Antofagasta";"Antofagasta";"Chile";-23.65236;-70.3954;13
"Faxinal dos Guedes";"santa catarina";"brasil";-26.853;-52.26;13
"Goiandira";"goias";"brasil";-18.133;-48.085;13
"Ipuã";"sao paulo";"brasil";-20.438;-48.012;13
"Jardim do Seridó";"rio grande do norte";"brasil";-6.584;-36.774;13
"Paulo de Faria";"sao paulo";"brasil";-20.031;-49.383;13
"Muniz Freire";"espirito Santo";"brasil";-20.464;-41.413;13
"Lagoa Formosa";"minas gerais";"brasil";-18.779;-46.408;13
"Coronel Vivida";"parana";"brasil";-25.98;-52.568;13
"Jaciara";"mato grosso";"brasil";-15.965;-54.968;13
"Quilombo";"santa catarina";"brasil";-26.726;-52.721;13
"Valente";"bahia";"brasil";-11.412;-39.462;13
"Itirapina";"sao paulo";"brasil";-22.253;-47.823;13
"Shanghai";"Shanghai Shi";"China";31.22222;121.45806;13
"Bezerros";"pernambuco";"brasil";-8.233;-35.797;13
"União dos Palmares";"alagoas";"brasil";-9.163;-36.032;13
"Estância";"sergipe";"brasil";-11.268;-37.438;13
"Serafina Corrêa";"rio grande do sul";"brasil";-28.712;-51.935;13
"Guarani";"minas gerais";"brasil";-21.352;-43.047;13
"San Juan";"San Juan";"Argentina";-31.5375;-68.53639;13
"Santa Maria da Vitória";"bahia";"brasil";-13.398;-44.198;13
"Managua";"Managua";"Nicaragua";12.13282;-86.2504;13
"Ajuricaba";"rio grande do sul";"brasil";-28.239;-53.771;13
"Campanha";"minas gerais";"brasil";-21.836;-45.401;13
"Novosibirsk";"Novosibirsk";"Russia";55.0415;82.9346;13
"São Geraldo";"minas gerais";"brasil";-20.923;-42.834;13
"Sombrio";"santa catarina";"brasil";-29.104;-49.629;13
"São Raimundo Nonato";"piaui";"brasil";-9.015;-42.699;13
"Nova Europa";"sao paulo";"brasil";-21.778;-48.561;13
"Santiago de Compostela";"Galicia";"Spain";42.88052;-8.54569;13
"São José do Egito";"pernambuco";"brasil";-7.479;-37.274;13
"Irapuru";"sao paulo";"brasil";-21.571;-51.345;13
"Ubaitaba";"bahia";"brasil";-14.313;-39.323;13
"Carmo";"rio de janeiro";"brasil";-21.934;-42.609;13
"Canaã";"minas gerais";"brasil";-20.686;-42.62;13
"Tianguá";"ceara";"brasil";-3.732;-40.992;13
"Coronel Freitas";"santa catarina";"brasil";-26.909;-52.703;13
"Maricá";"rio de janeiro";"brasil";-22.919;-42.819;13
"Oriente";"sao paulo";"brasil";-22.153;-50.091;13
"Barroso";"minas gerais";"brasil";-21.187;-43.976;13
"Paraíso do Norte";"parana";"brasil";-23.281;-52.602;13
"Jerônimo Monteiro";"espirito Santo";"brasil";-20.789;-41.395;13
"Sertão";"rio grande do sul";"brasil";-27.98;-52.26;13
"Coaraci";"bahia";"brasil";-14.641;-39.551;13
"Cajuri";"minas gerais";"brasil";-20.791;-42.797;13
"London";"England";"United Kingdom";51.50853;-0.12574;13
"Guapiaçu";"sao paulo";"brasil";-20.795;-49.22;13
"Manacapuru";"amazonas";"brasil";-3.3;-60.621;13
"Amargosa";"bahia";"brasil";-13.03;-39.605;13
"Alto Rio Doce";"minas gerais";"brasil";-21.026;-43.411;13
"Primeiro de Maio";"parana";"brasil";-22.851;-51.028;13
"Hong Kong";"";"Hong Kong";22.28552;114.15769;13
"Pinheiro Machado";"rio grande do sul";"brasil";-31.578;-53.381;13
"São João do Sabugi";"rio grande do norte";"brasil";-6.718;-37.201;12
"Marseille";"Provence-Alpes-Côte d'Azur";"France";43.29695;5.38107;12
"Águas de Lindóia";"sao paulo";"brasil";-22.476;-46.633;12
"Bologna";"Emilia-Romagna";"Italy";44.49381;11.33875;12
"Ladário";"mato grosso do sul";"brasil";-19.005;-57.602;12
"São Paulo das Missões";"rio grande do sul";"brasil";-28.021;-54.936;12
"Praia";"Praia";"Cape Verde";14.93152;-23.51254;12
"Águas da Prata";"sao paulo";"brasil";-21.937;-46.717;12
"Feliz";"rio grande do sul";"brasil";-29.451;-51.306;12
"Dois Irmãos";"rio grande do sul";"brasil";-29.58;-51.085;12
"Balsas";"maranhao";"brasil";-7.533;-46.036;12
"Miraí";"minas gerais";"brasil";-21.195;-42.614;12
"Campos Altos";"minas gerais";"brasil";-19.696;-46.171;12
"Santana do Ipanema";"alagoas";"brasil";-9.378;-37.245;12
"Sabinópolis";"minas gerais";"brasil";-18.666;-43.084;12
"Bom Retiro do Sul";"rio grande do sul";"brasil";-29.609;-51.943;12
"Bangalore";"Karnātaka";"India";12.97194;77.59369;12
"Antonina";"parana";"brasil";-25.429;-48.712;12
"Livramento de Nossa Senhora";"bahia";"brasil";-13.643;-41.841;12
"Naviraí";"mato grosso do sul";"brasil";-23.065;-54.191;12
"Taiúva";"sao paulo";"brasil";-21.124;-48.452;12
"Guarani das Missões";"rio grande do sul";"brasil";-28.141;-54.558;12
"Teutônia";"rio grande do sul";"brasil";-29.448;-51.806;12
"Viçosa do Ceará";"ceara";"brasil";-3.562;-41.092;12
"Espinosa";"minas gerais";"brasil";-14.926;-42.819;12
"Sales Oliveira";"sao paulo";"brasil";-20.772;-47.838;12
"Cunha Porã";"santa catarina";"brasil";-26.894;-53.168;12
"Divino";"minas gerais";"brasil";-20.614;-42.149;12
"Matelândia";"parana";"brasil";-25.241;-53.996;12
"Granada";"Andalusia";"Spain";37.18817;-3.60667;12
"Bilbao";"Basque Country";"Spain";43.26271;-2.92528;12
"Serra";"espirito Santo";"brasil";-20.129;-40.308;12
"Chapadinha";"maranhao";"brasil";-3.742;-43.36;12
"Macaíba";"rio grande do norte";"brasil";-5.858;-35.354;12
"Bonn";"North Rhine-Westphalia";"Germany";50.73438;7.09549;12
"Santo Antônio do Amparo";"minas gerais";"brasil";-20.946;-44.919;12
"Ibirá";"sao paulo";"brasil";-21.08;-49.241;12
"Ibicaraí";"bahia";"brasil";-14.865;-39.588;12
"Alenquer";"para";"brasil";-1.942;-54.738;12
"Tacna";"Tacna";"Peru";-18.01465;-70.25362;12
"Seoul";"Seoul";"South Korea";37.566;126.9784;12
"Posadas";"Misiones";"Argentina";-27.36708;-55.89608;12
"Miranda";"mato grosso do sul";"brasil";-20.241;-56.378;12
"Santo Antônio";"rio grande do norte";"brasil";-6.311;-35.479;12
"Caibaté";"rio grande do sul";"brasil";-28.288;-54.638;12
"Massapê";"ceara";"brasil";-3.523;-40.343;12
"Caravelas";"bahia";"brasil";-17.732;-39.266;12
"Barranquilla";"Atlántico";"Colombia";10.96854;-74.78132;12
"São Jorge do Ivaí";"parana";"brasil";-23.433;-52.293;12
"Pirapozinho";"sao paulo";"brasil";-22.275;-51.5;12
"Canhotinho";"pernambuco";"brasil";-8.882;-36.191;12
"Charqueada";"sao paulo";"brasil";-22.51;-47.778;12
"Tokyo";"Tōkyō";"Japan";35.6895;139.69171;12
"Presidente Getúlio";"santa catarina";"brasil";-27.051;-49.623;12
"Mérida";"Estado Mérida";"Venezuela";8.59524;-71.1434;12
"Aroeiras";"paraiba";"brasil";-7.545;-35.708;12
"General Salgado";"sao paulo";"brasil";-20.648;-50.361;12
"Glória de Dourados";"mato grosso do sul";"brasil";-22.418;-54.233;12
"Grenoble";"Rhône-Alpes";"France";45.16667;5.71667;12
"Cunha";"sao paulo";"brasil";-23.074;-44.96;12
"Carlos Barbosa";"rio grande do sul";"brasil";-29.298;-51.504;12
"São Miguel dos Campos";"alagoas";"brasil";-9.781;-36.094;12
"Colonia";"New Jersey";"United States";40.57455;-74.30209;12
"Itaberaí";"goias";"brasil";-16.02;-49.81;12
"Rondon";"parana";"brasil";-23.411;-52.761;11
"Herculândia";"sao paulo";"brasil";-22.004;-50.385;11
"Itanhém";"bahia";"brasil";-17.166;-40.33;11
"Maximiliano de Almeida";"rio grande do sul";"brasil";-27.632;-51.803;11
"Boqueirão";"paraiba";"brasil";-7.482;-36.135;11
"Lavras do Sul";"rio grande do sul";"brasil";-30.813;-53.895;11
"Conceição das Alagoas";"minas gerais";"brasil";-19.915;-48.388;11
"Campos Sales";"ceara";"brasil";-7.074;-40.376;11
"Francisco Sá";"minas gerais";"brasil";-16.476;-43.488;11
"Grajaú";"maranhao";"brasil";-5.819;-46.139;11
"Santo Antônio da Alegria";"sao paulo";"brasil";-21.087;-47.151;11
"Itambacuri";"minas gerais";"brasil";-18.031;-41.685;11
"Santa Branca";"sao paulo";"brasil";-23.397;-45.884;11
"Matipó";"minas gerais";"brasil";-20.284;-42.341;11
"Reriutaba";"ceara";"brasil";-4.142;-40.582;11
"Itarana";"espirito Santo";"brasil";-19.874;-40.875;11
"Huambo";"Huambo";"Angola";-12.77611;15.73917;11
"Cúcuta";"Norte de Santander";"Colombia";7.89391;-72.50782;11
"Dois Vizinhos";"parana";"brasil";-25.734;-53.057;11
"Braúna";"sao paulo";"brasil";-21.499;-50.316;11
"Catende";"pernambuco";"brasil";-8.667;-35.717;11
"Taiobeiras";"minas gerais";"brasil";-15.808;-42.233;11
"Brasiléia";"acre";"brasil";-11.01;-68.748;11
"Várzea da Palma";"minas gerais";"brasil";-17.598;-44.731;11
"Rubim";"minas gerais";"brasil";-16.375;-40.538;11
"Pedra Azul";"minas gerais";"brasil";-16.005;-41.297;11
"Carrancas";"minas gerais";"brasil";-21.488;-44.643;11
"Guadalajara";"Jalisco";"Mexico";20.66682;-103.39182;11
"Imbituva";"parana";"brasil";-25.23;-50.604;11
"Sydney";"New South Wales";"Australia";-33.86785;151.20732;11
"Peshawar";"North-West Frontier Province";"Pakistan";34.008;71.57849;11
"Coração de Jesus";"minas gerais";"brasil";-16.685;-44.365;11
"Pirangi";"sao paulo";"brasil";-21.091;-48.658;11
"Lupionópolis";"parana";"brasil";-22.755;-51.657;11
"Teixeira";"paraiba";"brasil";-7.223;-37.254;11
"Maria da Fé";"minas gerais";"brasil";-22.308;-45.375;11
"Formigueiro";"rio grande do sul";"brasil";-30;-53.499;11
"Hamburg";"Free and Hanseatic City of Hamburg";"Germany";53.57532;10.01534;11
"Ouro";"santa catarina";"brasil";-27.341;-51.618;11
"Jerusalem";"Jerusalem District";"Israel";31.76904;35.21633;11
"Brejo do Cruz";"paraiba";"brasil";-6.349;-37.498;11
"Borda da Mata";"minas gerais";"brasil";-22.274;-46.165;11
"Buritama";"sao paulo";"brasil";-21.066;-50.147;11
"Tandil";"Buenos Aires";"Argentina";-37.32167;-59.13316;11
"Salta";"Salta";"Argentina";-24.7859;-65.41166;11
"Tiros";"minas gerais";"brasil";-19.004;-45.964;11
"São Valentim";"rio grande do sul";"brasil";-27.558;-52.524;11
"Santa Quitéria";"ceara";"brasil";-4.332;-40.157;11
"Vigia";"para";"brasil";-0.858;-48.142;11
"Rubiataba";"goias";"brasil";-15.164;-49.803;11
"Macaubal";"sao paulo";"brasil";-20.806;-49.964;11
"Funchal";"Madeira";"Portugal";32.63333;-16.9;11
"Presidente Olegário";"minas gerais";"brasil";-18.418;-46.418;11
"Espera Feliz";"minas gerais";"brasil";-20.65;-41.907;11
"Iepê";"sao paulo";"brasil";-22.661;-51.076;11
"Vila Real";"Vila Real";"Portugal";41.30062;-7.74413;11
"Paudalho";"pernambuco";"brasil";-7.897;-35.18;11
"Bissau";"Bissau Autonomous Region";"Guinea-Bissau";11.86357;-15.59767;11
"Monte Belo";"minas gerais";"brasil";-21.326;-46.368;11
"Carmópolis de Minas";"minas gerais";"brasil";-20.541;-44.635;11
"Angatuba";"sao paulo";"brasil";-23.49;-48.413;11
"Conceição do Almeida";"bahia";"brasil";-12.809;-39.164;11
"Philadelphia";"Pennsylvania";"United States";39.95233;-75.16379;11
"Caiapônia";"goias";"brasil";-16.957;-51.81;11
"Camocim";"ceara";"brasil";-2.902;-40.841;11
"Santo Antônio de Posse";"sao paulo";"brasil";-22.606;-46.919;11
"Cândido Godói";"rio grande do sul";"brasil";-27.952;-54.752;11
"Ipaussu";"sao paulo";"brasil";-23.057;-49.626;11
"Cabedelo";"paraiba";"brasil";-6.981;-34.834;11
"Três Marias";"minas gerais";"brasil";-18.206;-45.242;11
"União";"piaui";"brasil";-4.586;-42.864;10
"Dona Francisca";"rio grande do sul";"brasil";-29.622;-53.357;10
"Nazaré da Mata";"pernambuco";"brasil";-7.742;-35.228;10
"Juquiá";"sao paulo";"brasil";-24.321;-47.635;10
"Bom Retiro";"santa catarina";"brasil";-27.797;-49.489;10
"Pariquera-Açu";"sao paulo";"brasil";-24.715;-47.881;10
"San Diego";"California";"United States";32.71533;-117.15726;10
"Acopiara";"ceara";"brasil";-6.095;-39.453;10
"Castilho";"sao paulo";"brasil";-20.872;-51.488;10
"Moreno";"pernambuco";"brasil";-8.119;-35.092;10
"Estiva";"minas gerais";"brasil";-22.463;-46.017;10
"Sena Madureira";"acre";"brasil";-9.066;-68.657;10
"Pamplona";"Navarre";"Spain";42.81687;-1.64323;10
"Queimados";"rio de janeiro";"brasil";-22.716;-43.555;10
"Potosí";"Potosí";"Bolivia";-19.58361;-65.75306;10
"Pasto";"Nariño";"Colombia";1.21361;-77.28111;10
"Corupá";"santa catarina";"brasil";-26.425;-49.243;10
"Nova Bréscia";"rio grande do sul";"brasil";-29.214;-52.028;10
"Clevelândia";"parana";"brasil";-26.396;-52.471;10
"Severiano de Almeida";"rio grande do sul";"brasil";-27.433;-52.116;10
"Barão de Cotegipe";"rio grande do sul";"brasil";-27.621;-52.38;10
"Rosário Oeste";"mato grosso";"brasil";-14.836;-56.428;10
"Estância Velha";"rio grande do sul";"brasil";-29.648;-51.174;10
"Paramirim";"bahia";"brasil";-13.443;-42.239;10
"Franco da Rocha";"sao paulo";"brasil";-23.322;-46.727;10
"Maués";"amazonas";"brasil";-3.384;-57.719;10
"Mombaça";"ceara";"brasil";-5.743;-39.628;10
"São João do Caiuá";"parana";"brasil";-22.852;-52.337;10
"General Câmara";"rio grande do sul";"brasil";-29.905;-51.76;10
"Chopinzinho";"parana";"brasil";-25.856;-52.523;10
"Ivinhema";"mato grosso do sul";"brasil";-22.305;-53.815;10
"Pacoti";"ceara";"brasil";-4.225;-38.923;10
"Montpellier";"Languedoc-Roussillon";"France";43.61092;3.87723;10
"Vila Nova de Gaia";"Porto";"Portugal";41.13363;-8.61742;10
"Quipapá";"pernambuco";"brasil";-8.828;-36.012;10
"Ourém";"para";"brasil";-1.548;-47.119;10
"Erval Grande";"rio grande do sul";"brasil";-27.391;-52.571;10
"Poloni";"sao paulo";"brasil";-20.785;-49.824;10
"Miguel Calmon";"bahia";"brasil";-11.429;-40.595;10
"Jequitinhonha";"minas gerais";"brasil";-16.434;-41.003;10
"Jaguaruna";"santa catarina";"brasil";-28.615;-49.026;10
"Miami";"Florida";"United States";25.77427;-80.19366;10
"Pilar do Sul";"sao paulo";"brasil";-23.813;-47.716;10
"Tucson";"Arizona";"United States";32.22174;-110.92648;10
"Iracemápolis";"sao paulo";"brasil";-22.581;-47.519;10
"Guaramirim";"santa catarina";"brasil";-26.473;-49.003;10
"São Cristóvão";"sergipe";"brasil";-11.015;-37.206;10
"Cidade Gaúcha";"parana";"brasil";-23.38;-52.945;10
"São Benedito";"ceara";"brasil";-4.049;-40.865;10
"Iacanga";"sao paulo";"brasil";-21.89;-49.025;10
"Mairiporã";"sao paulo";"brasil";-23.319;-46.587;10
"Orós";"ceara";"brasil";-6.244;-38.914;10
"Bueno Brandão";"minas gerais";"brasil";-22.441;-46.351;10
"Buritizal";"sao paulo";"brasil";-20.191;-47.708;10
"São Mateus do Sul";"parana";"brasil";-25.874;-50.383;10
"Ribeirão";"pernambuco";"brasil";-8.514;-35.378;10
"Pedra";"pernambuco";"brasil";-8.497;-36.941;10
"Afuá";"para";"brasil";-0.157;-50.387;10
"Faria Lemos";"minas gerais";"brasil";-20.808;-42.03;10
"Biguaçu";"santa catarina";"brasil";-27.494;-48.656;10
"Amarante";"piaui";"brasil";-6.241;-42.855;10
"Málaga";"Andalusia";"Spain";36.72016;-4.42034;10
"Rodeio";"santa catarina";"brasil";-26.923;-49.366;10
"Delfinópolis";"minas gerais";"brasil";-20.344;-46.854;10
"Pentecoste";"ceara";"brasil";-3.793;-39.27;10
"Borrazópolis";"parana";"brasil";-23.941;-51.588;10
"Araucária";"parana";"brasil";-25.593;-49.41;10
"Meleiro";"santa catarina";"brasil";-28.829;-49.636;10
"Itaocara";"rio de janeiro";"brasil";-21.679;-42.082;10
"Ibiraçu";"espirito Santo";"brasil";-19.832;-40.37;10
"Itamogi";"minas gerais";"brasil";-21.078;-47.048;10
"Buriti Alegre";"goias";"brasil";-18.144;-49.044;10
"Palmitinho";"rio grande do sul";"brasil";-27.355;-53.555;10
"Virginópolis";"minas gerais";"brasil";-18.823;-42.704;10
"Ivoti";"rio grande do sul";"brasil";-29.591;-51.161;10
"Venda Nova do Imigrante";"espirito Santo";"brasil";-20.34;-41.135;10
"Ingá";"paraiba";"brasil";-7.268;-35.613;10
"Murcia";"Murcia";"Spain";37.98704;-1.13004;10
