"id";"name";"name_ascii";"abbr";"city";"state";"country";"latitude";"longitude"
1432;"faculdade de ciências e letras de bragança paulista";"faculdade de ciencias e letras de braganca paulista";"";"braganca paulista";"sao paulo";"brasil";-22.952;"-46.542"
1489;"faculdade presidente antônio carlos de ribeirão das neves";"faculdade presidente antonio carlos de ribeirao das neves";"";"ribeirao das neves";"minas gerais";"brasil";-19.767;"-44.087"
1545;"faculdade do litoral catarinense";"faculdade do litoral catarinense";"";"balneario camboriu";"santa catarina";"brasil";-26.991;"-48.635"
1602;"faculdade de ciências contábeis";"faculdade de ciencias contabeis";"";"salvador";"bahia";"brasil";-12.971;"-38.511"
1660;"centro universitário nossa senhora do patrocínio";"centro universitario nossa senhora do patrocinio";"";"salto";"sao paulo";"brasil";-23.201;"-47.287"
1717;"faculdade de belford roxo";"faculdade de belford roxo";"";"belford roxo";"rio de janeiro";"brasil";-22.764;"-43.399"
2295;"instituto federal de educação, ciência e tecnologia  do amazonas";"instituto federal de educacao ciencia e tecnologia  do amazonas";"";"manaus";"amazonas";"brasil";-3.102;"-60.025"
1886;"faculdade almeida rodrigues";"faculdade almeida rodrigues";"";"rio verde";"goias";"brasil";-17.798;"-50.928"
1943;"faculdade de direito de sorocaba";"faculdade de direito de sorocaba";"";"sorocaba";"sao paulo";"brasil";-23.502;"-47.458"
1996;"faculdade estadual de educação ciências e letras de paranavaí";"faculdade estadual de educacao ciencias e letras de paranavai";"";"paranavai";"parana";"brasil";-23.073;"-52.465"
2049;"faculdade de direito de santa maria";"faculdade de direito de santa maria";"";"santa maria";"rio grande do sul";"brasil";-29.684;"-53.807"
2101;"escola de enfermagem wenceslau braz";"escola de enfermagem wenceslau braz";"";"itajuba";"minas gerais";"brasil";-22.426;"-45.453"
2156;"faculdade de tecnologia do piauí";"faculdade de tecnologia do piaui";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
2209;"faculdade de filosofia ciências e letras de alegre";"faculdade de filosofia ciencias e letras de alegre";"";"alegre";"espirito Santo";"brasil";-20.764;"-41.533"
699;"instituto federal de educação, ciência e tecnologia de sergipe";"instituto federal de educacao ciencia e tecnologia de sergipe";"";"aracaju";"sergipe";"brasil";-10.911;"-37.072"
2319;"faculdade mozarteum de são paulo";"faculdade mozarteum de sao paulo";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2372;"faculdade de economia e finanças ibmec";"faculdade de economia e financas ibmec";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
1132;"faculdade barão de piratininga";"faculdade barao de piratininga";"";"sao roque";"sao paulo";"brasil";-23.529;"-47.135"
239;"faculdade anhangüera de são josé";"faculdade anhanguera de sao jose";"";"sao jose dos campos";"sao paulo";"brasil";-23.179;"-45.887"
603;"universidade de santa cruz do sul";"universidade de santa cruz do sul";"unisc";"santa cruz do sul";"rio grande do sul";"brasil";-29.718;"-52.426"
765;"faculdade cenecista de nova petrópolis";"faculdade cenecista de nova petropolis";"";"nova petropolis";"rio grande do sul";"brasil";-29.376;"-51.114"
771;"união de escolas superiores da funeso";"uniao de escolas superiores da funeso";"";"olinda";"pernambuco";"brasil";-8.009;"-34.855"
778;"instituto de educação superior de pouso alegre";"instituto de educacao superior de pouso alegre";"";"pouso alegre";"minas gerais";"brasil";-22.23;"-45.936"
785;"faculdade européia de administração e marketing";"faculdade europeia de administracao e marketing";"";"jaboatao dos guararapes";"pernambuco";"brasil";-8.113;"-35.015"
755;"centro universitário ritter dos reis";"centro universitario ritter dos reis";"uniritter";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
2778;"centro de pesquisa aggeu magalhães/fiocruz";"centro de pesquisa aggeu magalhaes fiocruz";"cpqam";"recife";"pernambuco";"brasil";-8.054;"-34.881"
2688;"faculdade de economia e finanças do ibmec";"faculdade de economia e financas do ibmec";"ibmec";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2678;"colégio pedro ii";"colegio pedro ii";"cpii";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
88;"faculdade presidente antônio carlos de teófilo otoni";"faculdade presidente antonio carlos de teofilo otoni";"";"teofilo otoni";"minas gerais";"brasil";-17.858;"-41.505"
798;"faculdade de tecnologia intensiva de parnaíba";"faculdade de tecnologia intensiva de parnaiba";"";"parnaiba";"piaui";"brasil";-2.905;"-41.777"
808;"faculdade projeção de ceilândia";"faculdade projecao de ceilandia";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
812;"faculdade pitágoras de governador valadares";"faculdade pitagoras de governador valadares";"";"governador valadares";"minas gerais";"brasil";-18.851;"-41.949"
825;"faculdade mato grosso do sul";"faculdade mato grosso do sul";"";"campo grande";"mato grosso do sul";"brasil";-20.443;"-54.646"
831;"faculdade anhanguera de são caetano";"faculdade anhanguera de sao caetano";"";"sao caetano do sul";"sao paulo";"brasil";-23.623;"-46.551"
834;"centro universitário do instituto de educação superior de brasília - iesb";"centro universitario do instituto de educacao superior de brasilia";"iesb";"brasilia";"federal district";"brasil";-15.78;"-47.93"
905;"faculdade de ensino superior dom bosco";"faculdade de ensino superior dom bosco";"";"cornelio procopio";"parana";"brasil";-23.181;"-50.647"
1239;"faculdade piauiense de processamento de dados";"faculdade piauiense de processamento de dados";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
1576;"centro universitário barão de mauá";"centro universitario barao de maua";"";"ribeirao preto";"sao paulo";"brasil";-21.178;"-47.81"
1920;"universidade estadual de santa cruz";"universidade estadual de santa cruz";"uesc";"ilheus";"bahia";"brasil";-14.789;"-39.049"
379;"faculdade xv de agosto";"faculdade xv de agosto";"";"socorro";"sao paulo";"brasil";-22.591;"-46.529"
2705;"fundação pio xii - hospital de câncer de barretos";"fundacao pio xii hospital de cancer de barretos";"hcb";"barretos";"sao paulo";"brasil";-20.557;"-48.568"
2684;"escola super. de ciênc da st casa de misericordia de vitoria";"escola superior de ciencia da santa casa de misericordia de vitoria";"emescam";"vitoria";"espirito Santo";"brasil";-20.319;"-40.338"
2689;"faculdade de estudos administrativos de minas gerais";"faculdade de estudos administrativos de minas gerais";"fead";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
2698;"fundação estadual de pesquisa agropecuária";"fundacao estadual de pesquisa agropecuaria";"fepagro";"eldorado do sul";"rio grande do sul";"brasil";-30.084;"-51.616"
2715;"fundação vale do taquari de educacao e desenvolvimento social - fuvates";"fundacao vale do taquari de educacao e desenvolvimento social fuvates";"univates";"lajeado";"rio grande do sul";"brasil";-29.467;"-51.961"
2712;"fundação universidade federal do pampa";"fundacao universidade federal do pampa";"unipampa";"uruguaiana";"rio grande do sul";"brasil";-29.755;"-57.088"
2733;"instituto de pesq.tecnológicas do estado de são paulo";"instituto de pesq tecnologicas do estado de sao paulo";"ipt";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2728;"instituto de engenharia nuclear";"instituto de engenharia nuclear";"ien";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2813;"university of wisconsin - madison";"university of wisconsin madison";"";"madison";"wisconsin";"united states";43.07305;"-89.40123"
61;"faculdade uberlandense de núcleos integrados de ensino, serviço social e aprendizagem";"faculdade uberlandense de nucleos integrados de ensino servico social e aprendizagem";"";"uberlandia";"minas gerais";"brasil";-18.919;"-48.277"
2686;"faculdade de ciências médicas da santa casa de são paulo";"faculdade de ciencias medicas da santa casa de sao paulo";"fcmscsp";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2795;"university of london";"university of london";"";"london";"england";"united kingdom";51.50853;"-0.12574"
2796;"universidad de buenos aires";"universidad de buenos aires";"";"buenos aires";"buenos aires f.d.";"argentina";-34.61315;"-58.37723"
2797;"university of florida";"university of florida";"";"gainesville";"florida";"united states";29.65163;"-82.32483"
2798;"universidad complutense de madrid";"universidad complutense de madrid";"";"madrid";"madrid";"spain";40.4165;"-3.70256"
2799;"universidade de lisboa";"universidade de lisboa";"";"lisbon";"lisbon";"portugal";38.71667;"-9.13333"
2800;"universidade de coimbra";"universidade de coimbra";"";"coimbra";"coimbra";"portugal";40.20564;"-8.41955"
2801;"universidade do porto";"universidade do porto";"";"porto";"porto";"portugal";41.14961;"-8.61099"
2802;"universitat de barcelona";"universitat de barcelona";"";"barcelona";"catalonia";"spain";41.38879;"2.15899"
2803;"harvard university";"harvard university";"";"cambridge";"massachusetts";"united states";42.3751;"-71.10561"
2804;"ecole des hautes études en sciences sociales";"ecole des hautes etudes en sciences sociales";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2805;"universidade do minho";"universidade do minho";"";"braga";"braga";"portugal";41.55032;"-8.42005"
2806;"université pierre et marie curie";"universite pierre et marie curie";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2807;"universidade de aveiro";"universidade de aveiro";"";"aveiro";"aveiro";"portugal";40.64427;"-8.64554"
2808;"university of oxford";"university of oxford";"";"oxford";"england";"united kingdom";51.75222;"-1.25596"
2809;"stanford university";"stanford university";"";"palo alto";"california";"united states";37.44188;"-122.14302"
2810;"cornell university";"cornell university";"";"ithaca";"new york";"united states";42.44063;"-76.49661"
2811;"universidade nova de lisboa";"universidade nova de lisboa";"";"lisbon";"lisbon";"portugal";38.71667;"-9.13333"
2812;"columbia university";"columbia university";"";"new york city";"new york";"united states";40.71427;"-74.00597"
2815;"university of toronto";"university of toronto";"";"toronto";"ontario";"canada";43.70011;"-79.4163"
2816;"universidad de la habana";"universidad de la habana";"";"centro habana";"ciudad de la habana";"cuba";23.13833;"-82.36417"
2817;"universidad de salamanca";"universidad de salamanca";"";"salamanca";"madrid";"spain";40.42972;"-3.67975"
2818;"université paris diderot";"universite paris diderot";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2819;"université catholique de louvain";"universite catholique de louvain";"";"louvain-la-neuve";"walloon region";"belgium";50.66829;"4.61443"
2820;"new york university";"new york university";"";"new york city";"new york";"united states";40.71427;"-74.00597"
2822;"purdue university";"purdue university";"";"west lafayette";"indiana";"united states";40.42587;"-86.90807"
2823;"centre national de la recherche scientifique";"centre national de la recherche scientifique";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2824;"michigan state university";"michigan state university";"";"east lansing";"michigan";"united states";42.73698;"-84.48387"
2825;"universidade técnica de lisboa";"universidade tecnica de lisboa";"";"lisbon";"lisbon";"portugal";38.71667;"-9.13333"
2827;"university of michigan";"university of michigan";"";"ann arbor";"michigan";"united states";42.27756;"-83.74088"
2829;"universidad autónoma de madrid";"universidad autonoma de madrid";"";"madrid";"madrid";"spain";40.4165;"-3.70256"
2830;"mcgill university";"mcgill university";"";"montreal";"quebec";"canada";45.50884;"-73.58781"
2831;"university of california";"university of california";"";"riverside";"california";"united states";33.95335;"-117.39616"
2832;"yale university";"yale university";"";"new haven";"connecticut";"united states";41.30815;"-72.92816"
2833;"university of california system";"university of california system";"";"santa cruz";"california";"united states";36.97412;"-122.0308"
2834;"universidad nacional de la plata";"universidad nacional de la plata";"";"la plata";"buenos aires";"argentina";-34.92145;"-57.95453"
2835;"massachusetts institute of technology";"massachusetts institute of technology";"";"cambridge";"massachusetts";"united states";42.3751;"-71.10561"
2836;"university of chicago";"university of chicago";"";"joliet";"illinois";"united states";41.52519;"-88.0834"
2837;"freie universität berlin";"freie universitat berlin";"";"berlin";"berlin";"germany";52.52437;"13.41053"
2838;"université paris descartes";"universite paris descartes";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2839;"university of pennsylvania";"university of pennsylvania";"";"philadelphia";"pennsylvania";"united states";39.95233;"-75.16379"
2840;"universidad de granada";"universidad de granada";"";"granada";"andalusia";"spain";37.18817;"-3.60667"
2841;"université de montreal";"universite de montreal";"";"montreal";"quebec";"canada";45.50884;"-73.58781"
2843;"university of british columbia";"university of british columbia";"";"vancouver";"british columbia";"canada";49.24966;"-123.11934"
2844;"university of arizona";"university of arizona";"";"tucson";"arizona";"united states";32.22174;"-110.92648"
2846;"ohio state university";"ohio state university";"";"columbus";"ohio";"united states";39.96118;"-82.99879"
2847;"university of southern california";"university of southern california";"";"los angeles";"california";"united states";34.05223;"-118.24368"
2848;"universidad de sevilla";"universidad de sevilla";"";"sevilla";"andalusia";"spain";37.38283;"-5.97317"
2849;"universidad politécnica de madrid";"universidad politecnica de madrid";"";"madrid";"madrid";"spain";40.4165;"-3.70256"
2850;"universidad de chile";"universidad de chile";"";"valparaiso";"valparaiso";"chile";-33.03932;"-71.62725"
2851;"university of manchester";"university of manchester";"";"manchester";"england";"united kingdom";53.48095;"-2.23743"
2852;"university of georgia";"university of georgia";"";"athens";"georgia";"united states";33.96095;"-83.37794"
2853;"boston university";"boston university";"";"boston";"massachusetts";"united states";42.35843;"-71.05977"
2855;"katholieke universiteit leuven";"katholieke universiteit leuven";"";"leuven";"flanders";"belgium";50.87959;"4.70093"
2856;"università degli studi di roma la sapienza";"universita degli studi di roma la sapienza";"";"rome";"latium";"italy";41.89193;"12.51133"
2857;"universidad del museo social argentino";"universidad del museo social argentino";"";"buenos aires";"buenos aires f.d.";"argentina";-34.61315;"-58.37723"
2858;"university of pittsburgh";"university of pittsburgh";"";"pittsburgh";"pennsylvania";"united states";40.44062;"-79.99589"
2859;"university college london";"university college london";"";"london";"england";"united kingdom";51.50853;"-0.12574"
2860;"university of washington";"university of washington";"";"seattle";"washington";"united states";47.60621;"-122.33207"
2861;"university of alberta";"university of alberta";"";"edmonton";"alberta";"canada";53.55014;"-113.46871"
2862;"university of southampton";"university of southampton";"";"southampton";"england";"united kingdom";50.90395;"-1.40428"
2863;"universidad nacional mayor de san marcos";"universidad nacional mayor de san marcos";"";"lima";"provincia de lima";"peru";-12.04318;"-77.02824"
2864;"university of waterloo";"university of waterloo";"";"waterloo";"ontario";"canada";43.4668;"-80.51639"
2865;"indiana university";"indiana university";"";"bloomington";"indiana";"united states";39.16533;"-86.52639"
2866;"north carolina state university";"north carolina state university";"";"raleigh";"north carolina";"united states";35.7721;"-78.63861"
2845;"université de paris x, nanterre";"universite de paris x nanterre";"";"nanterre";"ile-de-france";"france";48.89198;"2.20675"
2828;"université paris 8 vincennes-saint-denis";"universite paris 8 vincennes saint denis";"";"saint-denis";"ile-de-france";"france";48.93333;"2.36667"
2842;"université paris-sud 11";"universite paris sud 11";"";"chatenay-malabry";"ile-de-france";"france";48.76507;"2.26655"
2826;"université sorbonne nouvelle - paris 3";"universite sorbonne nouvelle paris 3";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2854;"university of illinois - system";"university of illinois system";"";"skokie";"illinois";"united states";42.03336;"-87.73339"
2867;"university of edinburgh";"university of edinburgh";"";"edinburgh";"scotland";"united kingdom";55.95206;"-3.19648"
2868;"universitat de valència";"universitat de valencia";"";"valencia";"valencia";"spain";39.46975;"-0.37739"
2869;"université toulouse iii paul sabatier";"universite toulouse iii paul sabatier";"";"toulouse";"midi-pyrenees";"france";43.60426;"1.44367"
2870;"brown university";"brown university";"";"providence";"rhode island";"united states";41.82399;"-71.41283"
2871;"universidad nacional autónoma de mexico";"universidad nacional autonoma de mexico";"";"mexico city";"the federal district";"mexico";19.42847;"-99.12766"
2872;"princeton university";"princeton university";"";"princeton";"florida";"united states";25.53844;"-80.40894"
2875;"university of bristol";"university of bristol";"";"bristol";"england";"united kingdom";51.45523;"-2.59665"
2876;"university of sheffield";"university of sheffield";"";"sheffield";"england";"united kingdom";53.38297;"-1.4659"
2877;"duke university";"duke university";"";"cedar rapids";"iowa";"united states";42.00833;"-91.64407"
2878;"universidad de barcelona";"universidad de barcelona";"";"barcelona";"catalonia";"spain";41.38879;"2.15899"
2879;"university of texas at austin";"university of texas at austin";"";"austin";"texas";"united states";30.26715;"-97.743060.26715"
2880;"universidad de valladolid";"universidad de valladolid";"";"valladolid";"castille and leon";"spain";41.65518;"-4.72372"
2881;"university of iowa";"university of iowa";"";"iowa city";"iowa";"united states";41.66113;"-91.53017"
2882;"eberhard karls universität tübingen";"eberhard karls universitat tubingen";"";"rottenburg";"baden-wurttemberg region";"germany";48.47629;"8.93528"
2883;"universidad de santiago de compostela";"universidad de santiago de compostela";"";"santiago de compostela";"galicia";"spain";42.88052;"-8.54569"
2885;"university of birmingham";"university of birmingham";"";"birmingham";"england";"united kingdom";52.48142;"-1.89983"
2886;"vanderbilt university";"vanderbilt university";"";"nashville";"tennessee";"united states";36.16589;"-86.78444"
2887;"université laval";"universite laval";"";"quebec";"quebec";"canada";46.81228;"-71.21454"
2888;"university of minnesota";"university of minnesota";"";"minneapolis";"minnesota";"united states";44.97997;"-93.26384"
2889;"university of leeds";"university of leeds";"";"leeds";"england";"united kingdom";53.79648;"-1.54785"
2891;"northwestern university";"northwestern university";"";"evanston";"illinois";"united states";42.04114;"-87.69006"
2892;"pennsylvania state university";"pennsylvania state university";"";"state college";"pennsylvania";"united states";40.79339;"-77.86"
2893;"state university of new york";"state university of new york";"";"albany";"new york";"united states";42.65258;"-73.75623"
2894;"université libre de bruxelles";"universite libre de bruxelles";"";"brussels";"brussels capital region";"belgium";50.85045;"4.34878"
2895;"universidade de buenos aires";"universidade de buenos aires";"";"buenos aires";"buenos aires f.d.";"argentina";-34.61315;"-58.37723"
2896;"università degli studi di padova";"universita degli studi di padova";"";"padova";"veneto";"italy";45.40797;"11.88586"
2897;"university of miami";"university of miami";"";"coral gables";"florida";"united states";25.72149;"-80.26838"
2898;"iowa state university";"iowa state university";"";"ames";"iowa";"united states";42.03471;"-93.61994"
2900;"universidade de barcelona";"universidade de barcelona";"";"barcelona";"catalonia";"spain";41.38879;"2.15899"
2901;"university of texas system";"university of texas system";"";"austin";"texas";"united states";30.26715;"-97.74306"
2902;"università degli studi di milano";"universita degli studi di milano";"";"milano";"lombardy";"italy";45.46427;"9.18951"
2903;"universität freiburg";"universitat freiburg";"";"freiburg";"baden-wurttemberg region";"germany";47.9959;"7.85222"
2905;"university of minnesota system";"university of minnesota system";"";"minneapolis";"minnesota";"united states";44.97997;"-93.26384"
2906;"école des hautes études en sciences sociales";"ecole des hautes etudes en sciences sociales";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2907;"university of ottawa";"university of ottawa";"";"ottawa";"ontario";"canada";45.41117;"-75.69812"
2908;"institut national de la recherche agronomique";"institut national de la recherche agronomique";"";"ivry-sur-seine";"ile-de-france";"france";48.81568;"2.38487"
2909;"universidad del museo social argentino";"universidad del museo social argentino";"";"buenos aires";"buenos aires f.d.";"argentina";-34.61315;"-58.37723"
2910;"universidad nacional autonoma de mexico";"universidad nacional autonoma de mexico";"";"mexico city";"the federal district";"mexico";19.42847;"-99.12766"
2912;"universidad de zaragoza";"universidad de zaragoza";"";"zaragoza";"aragon";"spain";41.65606;"-0.87734"
2913;"university of california at berkeley";"university of california at berkeley";"";"berkeley";"california";"united states";37.87159;"-122.27275"
2914;"massachusetts institute of technology";"massachusetts institute of technology";"";"cambridge";"massachusetts";"united states";42.3751;"-71.10561"
2916;"university of liverpool";"university of liverpool";"";"liverpool";"england";"united kingdom";53.41058;"-2.97794"
2917;"universidad central de venezuela";"universidad central de venezuela";"";"caracas";"distrito federal";"venezuela";10.48801;"-66.87919"
2911;"universidad nacional de colombia - bogotá";"universidad nacional de colombia bogota";"";"bogota";"bogota d.c.";"colombia";4.60971;"-74.08175"
2899;"universitat politècnica de catalunya - barcelona tech";"universitat politecnica de catalunya barcelona tech";"";"barcelona";"catalonia";"spain";41.38879;"2.15899"
2873;"université joseph fourier - grenoble i";"universite joseph fourier grenoble i";"";"valence";"rhone-alpes";"france";44.93333;"4.9"
2884;"université paris-sorbonne";"universite paris sorbonne";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2915;"university of california, berkeley";"university of california berkeley";"";"berkeley";"california";"united states";37.87159;"-122.27275"
2890;"ruprecht-karls-universität heidelberg";"ruprecht karls universitat heidelberg";"";"heidelberg";"baden-wurttemberg region";"germany";49.40768;"8.69079"
2904;"university of illinois at urbana-champaign";"university of illinois at urbana champaign";"";"champaign";"illinois";"united states";40.11642;"-88.24338"
2918;"università di bologna";"universita di bologna";"";"bologna";"emilia-romagna";"italy";44.49381;"11.33875"
2919;"università degli studi di firenze";"universita degli studi di firenze";"";"florence";"tuscany";"italy";43.77925;"11.24626"
2920;"université de strasbourg";"universite de strasbourg";"";"strasbourg";"alsace";"france";48.58392;"7.74553"
2921;"university of calgary";"university of calgary";"";"calgary";"alberta";"canada";51.05011;"-114.08529"
2922;"city university of new york";"city university of new york";"";"new york city";"new york";"united states";40.71427;"-74.00597"
2924;"carnegie mellon university";"carnegie mellon university";"";"pittsburgh";"pennsylvania";"united states";40.44062;"-79.99589"
2925;"ghent university";"ghent university";"";"gent";"flanders";"belgium";51.05;"3.71667"
2926;"japan international cooperation agency";"japan international cooperation agency";"";"tokyo";"tokyo";"japan";35.6895;"139.69171"
2927;"university of illinois";"university of illinois";"";"champaign";"illinois";"united states";40.11642;"-88.24338"
2928;"university of east anglia";"university of east anglia";"";"norwich";"england";"united kingdom";52.62783;"1.29834"
2929;"universidad de la republica uruguay";"universidad de la republica uruguay";"";"montevideo";"montevideo";"uruguay";-34.90328;"-56.18816"
2930;"université claude bernarde lyon 1";"universite claude bernarde lyon 1";"";"villeurbanne";"rhone-alpes";"france";45.76667;"4.88333"
2931;"technische universität berlin";"technische universitat berlin";"";"berlin";"berlin";"germany";52.52437;"13.41053"
2932;"universidad nacional de córdoba";"universidad nacional de cordoba";"";"cordoba";"andalusia";"spain";37.89155;"-4.77275"
2933;"technische universität münchen";"technische universitat munchen";"";"garching bei munchen";"bavaria";"germany";48.24896;"11.65101"
2934;"university of colorado";"university of colorado";"";"boulder";"colorado";"united states";40.01499;"-105.27055"
2935;"university of rochester";"university of rochester";"";"rochester";"new york";"united states";43.15478;"-77.61556"
2936;"lancaster university";"lancaster university";"";"lancaster";"england";"united kingdom";54.04649;"-2.79988"
2937;"the university of queensland";"the university of queensland";"";"brisbane";"queensland";"australia";-27.46794;"153.02809"
2938;"the university of sydney";"the university of sydney";"";"sydney";"new south wales";"australia";-33.86785;"151.20732"
2940;"universität hamburg";"universitat hamburg";"";"hamburg";"free and hanseatic city of hamburg";"germany";53.57532;"10.01534"
2941;"universidad de murcia";"universidad de murcia";"";"murcia";"murcia";"spain";37.98704;"-1.13004"
2942;"universidad nacional de educación a distancia";"universidad nacional de educacion a distancia";"";"madrid";"madrid";"spain";40.4165;"-3.70256"
2944;"institut national polytechnique de grenoble";"institut national polytechnique de grenoble";"";"grenoble";"rhone-alpes";"france";45.16667;"5.71667"
2945;"university of virginia";"university of virginia";"";"charlottesville";"virginia";"united states";38.02931;"-78.47668"
2946;"lund university";"lund university";"";"lund";"skane";"sweden";55.70584;"13.19321"
2947;"university of glasgow";"university of glasgow";"";"glasgow";"scotland";"united kingdom";55.86515;"-4.25763"
2948;"colorado state university";"colorado state university";"";"fort collins";"colorado";"united states";40.58526;"-105.08442"
2949;"national institutes of health";"national institutes of health";"";"bethesda";"maryland";"united states";38.98067;"-77.10026"
2951;"university of utah";"university of utah";"";"salt lake city";"utah";"united states";40.76078;"-111.89105"
2952;"new school for social research";"new school for social research";"";"new york city";"new york";"united states";40.71427;"-74.00597"
2954;"universidade de havana";"universidade de havana";"";"centro habana";"ciudad de la habana";"cuba";23.13833;"-82.36417"
2955;"universite catholique de louvain";"universite catholique de louvain";"";"louvain-la-neuve";"walloon region";"belgium";50.66829;"4.61443"
2956;"florida state university";"florida state university";"";"tallahassee";"florida";"united states";30.43826;"-84.28073"
2957;"newcastle university";"newcastle university";"";"newcastle upon tyne";"england";"united kingdom";54.97328;"-1.61396"
2958;"florida christian university";"florida christian university";"";"orlando";"florida";"united states";28.53834;"-81.37924"
2959;"texas a&m university system";"texas a&m university system";"";"college station";"texas";"united states";30.62798;"-96.33441"
2963;"ecole polytechnique fédérale de lausanne";"ecole polytechnique federale de lausanne";"";"lausanne";"vaud";"switzerland";46.516;"6.63282"
2964;"universidade do algarve";"universidade do algarve";"";"faro";"faro";"portugal";37.01937;"-7.93223"
2965;"université de poitiers";"universite de poitiers";"";"poitiers";"poitou-charentes";"france";46.58333;"0.33333"
2966;"delft university of technology";"delft university of technology";"";"delft";"south holland";"netherlands";52.00667;"4.35556"
2967;"universidad industrial de santander";"universidad industrial de santander";"";"bucaramanga";"santander";"colombia";7.12539;"-73.1198"
2968;"universidad nacional de ingeniería";"universidad nacional de ingenieria";"";"managua";"managua";"nicaragua";12.13282;"-86.2504"
2950;"universidad nacional de córdoba - argentina";"universidad nacional de cordoba argentina";"";"cordoba";"cordoba";"argentina";-31.4135;"-64.18105"
2961;"universite de paris xi (paris-sud)";"universite de paris xi paris sud";"";"sceaux";"ile-de-france";"france";48.77644;"2.29026"
2939;"université de toulouse ii - le mirail";"universite de toulouse ii le mirail";"";"blagnac";"midi-pyrenees";"france";43.63276;"1.39399"
2923;"université paris 1 (panthéon-sorbonne)";"universite paris 1 pantheon sorbonne";"";"paris";"ile-de-france";"france";48.85341;"2.3488"
2962;"université paris-est créteil val-de-marne";"universite paris est creteil val de marne";"";"creteil";"ile-de-france";"france";48.78333;"2.46667"
2943;"university of california, davis";"university of california davis";"";"davis";"california";"united states";38.54491;"-121.74052"
2960;"university of california, los angeles";"university of california los angeles";"";"los angeles";"california";"united states";34.05223;"-118.24368"
2969;"university of michigan - ann arbor";"university of michigan ann arbor";"";"ann arbor";"michigan";"united states";42.27756;"-83.74088"
2970;"pontificia universidad católica de chile";"pontificia universidad catolica de chile";"";"santiago";"santiago";"chile";-33.45694;"-70.64827"
2971;"universidad de león";"universidad de leon";"";"leon";"castille and leon";"spain";42.60003;"-5.57032"
2972;"university of maryland at college park";"university of maryland at college park";"";"college park";"maryland";"united states";38.98067;"-76.93692"
2973;"universidad de alicante";"universidad de alicante";"";"alicante";"valencia";"spain";38.34517;"-0.48149"
2974;"universidad nacional de colombia";"universidad nacional de colombia";"";"manizales";"caldas";"colombia";5.06889;"-75.51738"
2975;"kyoto university";"kyoto university";"";"kyoto";"kyoto";"japan";35.02107;"135.75385"
2976;"texas a&m university";"texas a&m university";"";"college station";"texas";"united states";30.62798;"-96.33441"
2977;"universidad autonoma de madrid";"universidad autonoma de madrid";"";"madrid";"madrid";"spain";40.4165;"-3.70256"
2978;"université de rennes i";"universite de rennes i";"";"rennes";"brittany";"france";48.11198;"-1.67429"
2979;"university of north carolina system";"university of north carolina system";"";"raleigh";"north carolina";"united states";35.7721;"-78.63861"
2980;"mcgill university";"mcgill university";"";"montreal";"quebec";"canada";45.50884;"-73.58781"
2981;"université lumiere lyon 2";"universite lumiere lyon 2";"";"lyon";"rhone-alpes";"france";45.74846;"4.84671"
2982;"pontificia università gregoriana";"pontificia universita gregoriana";"";"rome";"latium";"italy";41.89193;"12.51133"
2983;"pontifícia universidade gregoriana";"pontificia universidade gregoriana";"";"rome";"latium";"italy";41.89193;"12.51133"
2984;"universidad de la republica";"universidad de la republica";"";"montevideo";"montevideo";"uruguay";-34.90328;"-56.18816"
2985;"universidad nacional de misiones";"universidad nacional de misiones";"";"san ignacio";"cayo";"belize";17.15297;"-89.08058"
2986;"universitat politècnica de valència";"universitat politecnica de valencia";"";"valencia";"valencia";"spain";39.46975;"-0.37739"
2987;"harvard medical school";"harvard medical school";"";"boston";"massachusetts";"united states";42.35843;"-71.05977"
2988;"mississippi state university";"mississippi state university";"";"starkville";"mississippi";"united states";33.45049;"-88.81961"
2989;"karlsruher institut für technologie";"karlsruher institut fur technologie";"";"karlsruhe";"baden-wurttemberg region";"germany";49.00937;"8.40444"
2990;"universidad de antioquia";"universidad de antioquia";"";"medellin";"departamento de antioquia";"colombia";6.25184;"-75.56359"
2991;"université du québec à montréal";"universite du quebec a montreal";"";"montreal";"quebec";"canada";45.50884;"-73.58781"
