"no_ies";"latitude";"longitude";"count"
"FACULDADE DE TECNOLOGIA DE VALENÇA";-13.37;-39.073;1
"FACULDADE DE TECNOLOGIA DO COOPERATIVISMO";-30.033;-51.23;1
"Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO";-8.054;-34.881;1
"FACULDADE DE TECNOLOGIA EM SAÚDE CIEPH";-27.597;-48.549;1
"Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia";-22.214;-49.946;1
"FACULDADE DE TECNOLOGIA IAPEC";-23.31;-51.163;1
"FACULDADE DE TECNOLOGIA INED - UNIDADE BETIM";-19.968;-44.198;1
"FACULDADE DE TECNOLOGIA INESUL DO MARANHÃO";-2.53;-44.303;1
"FACULDADE DE TECNOLOGIA INESUL DO PARANÁ";-25.428;-49.273;1
"FACULDADE DE TECNOLOGIA INFORMÁTICA";-3.717;-38.543;1
"FACULDADE DE TECNOLOGIA INSAEOS";-24.956;-53.455;1
"FACULDADE DE TECNOLOGIA INSPIRAR";-25.428;-49.273;1
"FACULDADE DE TECNOLOGIA INTEGRAL";-25.428;-49.273;1
"FACULDADE DE TECNOLOGIA INTENSIVA DE PARNAÍBA";-2.905;-41.777;1
"FACULDADE DE TECNOLOGIA IPEP DE SÃO PAULO";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA ITEPA";-30.033;-51.23;1
"FACULDADE DE TECNOLOGIA NOVO RUMO";-19.817;-43.956;1
"Faculdade de Tecnologia Pitágotas - Unidade Londrina";-23.31;-51.163;1
"FACULDADE DE TECNOLOGIA SAINT PASTOUS";-30.033;-51.23;1
"FACULDADE DE TECNOLOGIA SAINT PAUL";-23.548;-46.636;1
"Faculdade de Tecnologia Santo André";-23.664;-46.538;1
"FACULDADE DE TECNOLOGIA SÃO MATEUS";-8.762;-63.904;1
"FACULDADE DE TECNOLOGIA SENAC CAÇADOR";-26.775;-51.015;1
"Faculdade de Tecnologia SENAC Criciúma";-28.678;-49.37;1
"FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA";-21.226;-43.774;1
"FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO";-28.263;-52.407;1
"FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE";-26.725;-53.518;1
"FACULDADE DE TECNOLOGIA SENAI ANCHIETA";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE";-22.018;-47.891;1
"FACULDADE DE TECNOLOGIA SENAI BELO HORIZONTE";-19.817;-43.956;1
"FACULDADE DE TECNOLOGIA SENAI BRUSQUE";-27.098;-48.918;1
"FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE";-20.443;-54.646;1
"FACULDADE DE TECNOLOGIA SENAI CETIND";-12.894;-38.327;1
"FACULDADE DE TECNOLOGIA SENAI CIC";-25.428;-49.273;1
"FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA SENAI CURITIBA";-25.428;-49.273;1
"FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD";-23.026;-45.555;1
"FACULDADE DE TECNOLOGIA SENAI ITAJAÍ";-26.908;-48.662;1
"FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA";-16.679;-49.254;1
"FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA SENAI MARINGÁ";-23.425;-51.939;1
"FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO";-23.533;-46.792;1
"FACULDADE DE TECNOLOGIA SENAI RIO DO SUL";-27.214;-49.643;1
"FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE";-22.906;-47.061;1
"FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE";-16.327;-48.953;1
"FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ";-27.615;-48.628;1
"Faculdade de Tecnologia SENAI Suiço-Brasileira";-23.548;-46.636;1
"FACULDADE DE TECNOLOGIA SENAI TOLEDO";-24.714;-53.743;1
"FACULDADE DE TECNOLOGIA TECMED";-20.82;-49.379;1
"FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL";-26.25;-49.379;1
"FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL";-23.548;-46.636;1
"FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS";-28.263;-52.407;1
"FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS";0.039;-51.066;1
"FACULDADE DE TEOLOGIA EVANGÉLICA EM CURITIBA - FATEV";-25.428;-49.273;1
"FACULDADE DE TEOLOGIA UMBANDISTA";-23.548;-46.636;1
"FACULDADE DE TUPI PAULISTA";-21.381;-51.571;1
"FACULDADE DIOCESANA DE MOSSORÓ";-5.188;-37.344;1
"FACULDADE DIOCESANA SÃO JOSÉ";-9.975;-67.81;1
"FACULDADE DO AMAZONAS";-3.102;-60.025;1
"FACULDADE DO DESCOBRIMENTO";-16.278;-39.025;1
"FACULDADE DO ESPÍRITO SANTO";-20.319;-40.338;1
"FACULDADE DO MARANHÃO";;;1
"FACULDADE DO SERIDÓ";-6.261;-36.515;1
"FACULDADE EDUCAÇÃO FÍSICA DE PASSOS";-20.719;-46.61;1
"FACULDADE EDUCACIONAL DA LAPA";;;1
"FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO";-23.181;-50.647;1
"FACULDADE EDUCACIONAL DE MATELÂNDIA";-25.241;-53.996;1
"FACULDADE EFICAZ";-23.425;-51.939;1
"FACULDADE EINSTEIN";-12.971;-38.511;1
"FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL";-28.263;-52.407;1
"FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS";-20.264;-40.42;1
"FACULDADE ESTAÇÃO";-25.428;-49.273;1
"FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE PARANAGUÁ";-25.818;-48.543;1
"FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING";-8.113;-35.015;1
"FACULDADE EVANGÉLICA DE SÃO PAULO";-23.548;-46.636;1
"FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB";-22.903;-43.208;1
"FACULDADE FAPAN";-23.694;-46.565;1
"FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS";-23.548;-46.636;1
"FACULDADE FIDELIS";-25.428;-49.273;1
"FACULDADE FILADÉLFIA";-21.178;-47.81;1
"FACULDADE FINOM DE PATOS DE MINAS";-18.579;-46.518;1
"Faculdade FIPECAFI";-23.548;-46.636;1
"FACULDADE FOZ DO IGUAÇU";-25.548;-54.588;1
"FACULDADE IDC";-30.033;-51.23;1
"FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA";-23.305;-45.966;1
"FACULDADE INTESP";-23.057;-49.626;1
"FACULDADE KENNEDY";-19.81;-43.174;1
"FACULDADE LEGALE";-23.548;-46.636;1
"FACULDADE LEONARDO DA VINCI";-30.033;-51.23;1
"FACULDADE LUTERANA DE TEOLOGIA";-26.25;-49.379;1
"FACULDADE LUTERANA SÃO MARCOS";-29.99;-51.084;1
"FACULDADE MASTER DE PARAUAPEBAS - FAMAP";-6.068;-49.902;1
"FACULDADE MESSIANICA";-23.548;-46.636;1
"FACULDADE METODISTA DE TEOLOGIA E CIÊNCIAS HUMANAS DA AMAZÔNIA";-8.762;-63.904;1
"FACULDADE METROPOLITANA DO PLANALTO NORTE";-26.177;-50.39;1
"FACULDADE MISSIONEIRA DO PARANÁ";-24.956;-53.455;1
"FACULDADE OBOÉ - FACO";-3.717;-38.543;1
"FACULDADE OCTÓGONO";-23.664;-46.538;1
"FACULDADE PARANAPANEMA";-22.756;-51.379;1
"FACULDADE PARQUE";-12.971;-38.511;1
"FACULDADE PASSIONISTA DE EDUCAÇÃO DE CURITIBA";-25.428;-49.273;1
"FACULDADE PAULISTA DE EDUCAÇÃO E COMUNICAÇÃO";-23.656;-47.223;1
"FACULDADE PAULISTA DE PESQUISA E ENSINO SUPERIOR";-23.548;-46.636;1
"FACULDADE PAULISTA DE SERVIÇO SOCIAL";-23.548;-46.636;1
"FACULDADE PAULISTA DE SERVIÇO SOCIAL DE SÃO CAETANO DO SUL";-23.623;-46.551;1
"FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL";-15.94;-48.255;1
"FACULDADE PINHEIRO GUIMARÃES";-22.903;-43.208;1
"FACULDADE POLIS DAS ARTES";-23.649;-46.852;1
"FACULDADE PRAIA GRANDE";-24.006;-46.403;1
"Faculdade Presidente Antônio Carlos de Almenara";-16.184;-40.694;1
"Faculdade Presidente Antônio Carlos de Arcos";-20.282;-45.539;1
"Faculdade Presidente Antônio Carlos de Barão de Cocais";-19.946;-43.487;1
"Faculdade Presidente Antônio Carlos de Bocaiúva";-17.108;-43.815;1
"Faculdade Presidente Antônio Carlos de Carmópolis";-20.541;-44.635;1
"Faculdade Presidente Antônio Carlos de Elói Mendes";-21.61;-45.565;1
"Faculdade Presidente Antônio Carlos de Itabirito";-20.253;-43.801;1
"Faculdade Presidente Antônio Carlos de Lagoa Santa";-19.627;-43.89;1
"Faculdade Presidente Antônio Carlos de Porteirinha";-15.743;-43.028;1
"Faculdade Presidente Antônio Carlos de Raul Soares";-20.102;-42.453;1
"Faculdade Presidente Antônio Carlos de São Lourenço";-22.116;-45.054;1
"Faculdade Presidente Antônio Carlos de Senhora dos Remédios";-21.028;-43.583;1
"Faculdade Presidente Antônio Carlos de Várzea da Palma";-17.598;-44.731;1
"FACULDADE PRINCESA DO OESTE";-5.178;-40.678;1
"Faculdade Projeção de Planaltina";-15.78;-47.93;1
"FACULDADE RAÍZES";-16.327;-48.953;1
"FACULDADE REFIDIM";-26.304;-48.846;1
"FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE";-11.81;-39.382;1
"Faculdade Regional de Timbó";-26.823;-49.272;1
"FACULDADE RORAIMENSE DE ENSINO SUPERIOR";;;1
"FACULDADE SANTA DOROTÉIA DO AMAZONAS";-3.102;-60.025;1
"FACULDADE SANTA RITA";-21.468;-49.221;1
"FACULDADE SANTO AGOSTINHO";-14.137;-39.734;1
"FACULDADE SÃO BASÍLIO MAGNO";-25.428;-49.273;1
"FACULDADE SÃO FRANCISCO DE PIUMHI";-20.465;-45.958;1
"FACULDADE SÃO JUDAS TADEU DE PINHAIS";;;1
"FACULDADE SÃO LUÍS";-27.098;-48.918;1
"FACULDADE SEDAC";-15.647;-56.133;1
"FACULDADE SENAI DE TECNOLOGIA GRÁFICA";-23.548;-46.636;1
"FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA";-23.623;-46.551;1
"FACULDADE SETELAGOANA DE CIÊNCIAS GERENCIAIS";-19.466;-44.247;1
"FACULDADES INTEGRADAS DE VITÓRIA";-20.319;-40.338;1
"FACULDADES INTEGRADAS SILVA E SOUZA";-22.903;-43.208;1
"FACULDADES NETWORK - CAMPUS SUMARÉ";-22.822;-47.267;1
"FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA";-30.033;-51.23;1
"FACULDADES UNIVERSITAS";-23.961;-46.334;1
"FACULDADE TAMANDARÉ";-16.679;-49.254;1
"FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN";-22.221;-54.806;1
"FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA";-15.78;-47.93;1
"FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO";-23.548;-46.636;1
"FACULDADE TEOLÓGICA BATISTA DO PARANÁ";-25.428;-49.273;1
"FACULDADE TEOLÓGICA BATISTA DO PARANÁ";;;1
"FACULDADE TEOLÓGICA BATISTA EQUATORIAL";-1.456;-48.504;1
"FACULDADE TEOLÓGICA DA ASSEMBLÉIA DE DEUS EM CURITIBA";-25.428;-49.273;1
"FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS";-23.548;-46.636;1
"FACULDADE TEOLÓGICA EVANGÉLICA DO RIO DE JANEIRO";-22.903;-43.208;1
"FACULDADE TEOLÓGICA SUL AMERICANA";-23.31;-51.163;1
"FACULDADE UNIDA DE VITÓRIA";-20.319;-40.338;1
"FACULDADE UNIME DE CIÊNCIAS JURÍDICAS";-12.894;-38.327;1
"FACULDADE VASCONCELLOS & SOUZA";-20.805;-40.645;1
"FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS";-20.319;-40.338;1
"FACULDADE VITORIANA DE TECNOLOGIA";-20.319;-40.338;1
"FACULDADE XV DE AGOSTO";-22.591;-46.529;1
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-27.096;-52.618;1
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-27.068;-53.161;1
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-26.991;-48.635;1
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-26.848;-52.992;1
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";;;1
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO";-10.463;-40.191;1
"INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA";-6.981;-34.834;1
"INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE";-22.23;-45.936;1
"INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS";-20.129;-40.308;1
"INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS";-18.666;-43.084;1
"INSTITUTO DE ENSINO SUPERIOR DE PIEDADE";-8.113;-35.015;1
"INSTITUTO DE ENSINO SUPERIOR MATERDEI";-3.102;-60.025;1
"INSTITUTO DE FILOSOFIA E DE TEOLOGIA PAULO VI";-22.759;-43.451;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE";-27.133;-51.467;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE";-26.243;-48.638;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-12.784;-38.404;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-12.698;-38.324;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-12.547;-38.712;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-12.153;-44.99;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-9.408;-38.222;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-7.737;-37.993;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-7.024;-37.28;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-6.981;-34.834;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-6.855;-35.49;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-6.555;-36.349;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";;;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS";-9.71;-35.895;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS";-9.563;-35.824;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS";-16.822;-49.245;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS";-15.537;-47.334;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-15.965;-54.968;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-22.536;-55.726;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-22.233;-53.343;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-20.751;-51.678;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-20.471;-55.787;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-20.443;-54.646;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-19.009;-57.653;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL";-18.507;-54.76;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS";-20.521;-43.692;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS";-19.886;-43.807;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS";-19.767;-44.087;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";-8.399;-35.064;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";-8.336;-36.424;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";-8.283;-35.976;1
"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA";-12.741;-60.146;1
"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA";-10.882;-61.944;1
"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA";-8.762;-63.904;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA";;;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA";-28.935;-49.486;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA";-27.096;-52.618;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA";;;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-22.725;-47.649;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-21.763;-52.116;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-21.289;-50.34;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE";-10.218;-37.42;1
"Instituto Federal de Educação, Ciência e Tecnologia do Acre";-9.066;-68.657;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-6.003;-40.293;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-5.891;-38.622;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-3.732;-40.992;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-20.835;-40.729;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-20.33;-40.292;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-19.82;-40.273;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-18.716;-39.859;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-7.022;-45.481;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-5.094;-42.837;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-4.947;-47.505;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-4.225;-44.78;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-2.409;-44.415;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";-17.345;-44.942;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";-16.85;-42.07;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";-16.735;-43.862;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ";-23.31;-51.163;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ";;;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";-7.229;-44.556;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";-4.273;-41.777;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";-22.786;-43.312;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";-22.611;-43.709;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-6.458;-37.098;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-5.664;-37.799;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-5.115;-36.634;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";;;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-32.035;-52.099;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-29.451;-51.306;1
"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";-7.883;-40.082;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS";-11.729;-49.069;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO";-18.969;-49.465;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO";-18.944;-46.993;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO";-17.222;-46.875;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE";-21.134;-41.68;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE";-29.955;-51.625;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE";-28.263;-52.407;1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE";;;1
"INSTITUTO LOGOS DE EDUCAÇÃO SUPERIOR";-9.558;-37.381;1
"INSTITUTO METROPOLITANO DE ENSINO SUPERIOR";-19.468;-42.537;1
"INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS";-22.903;-43.208;1
"INSTITUTO NACIONAL DE ENSINO SUPERIOR E PÓS-GRADUAÇÃO PADRE GERVÁSIO";-22.23;-45.936;1
"INSTITUTO NATALENSE DE EDUCAÇÃO SUPERIOR";-5.795;-35.209;1
"INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES";-23.548;-46.636;1
"Instituto Superior de Ciências Agrárias";-19.683;-44.89;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN";-15.78;-47.93;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES";-17.798;-50.928;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO DE FOZ DO IGUAÇU";-25.548;-54.588;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS";-21.764;-43.35;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAJAZEIRAS";-6.89;-38.562;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO";-20.443;-44.766;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE FLORESTA";-8.601;-38.568;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA";-7.561;-35.003;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA";-25.883;-48.575;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE";-24.708;-47.555;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITUIUTABA";-18.839;-50.121;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE MATIAS BARBOSA";-21.869;-43.319;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA";-20.696;-44.827;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT";-21.457;-43.553;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO";-23.548;-46.636;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE TUPI PAULISTA";-21.381;-51.571;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO";-19.16;-45.446;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP";-15.78;-47.93;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA";-21.754;-41.324;1
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA";-21.205;-41.888;1
