Id;Label;rank;Modularity Class;City;State;Country;Latitude;Longitude;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree
7745;catunda;;city;catunda;ceara;brazil;-4.648;-40.201;0;0;0;0.0;0.0;0.0
7746;itapicuru;;city;itapicuru;bahia;brazil;-11.317;-38.233;0;0;0;0.0;0.0;0.0
7748;valparaiso de goias;;city;valparaiso de goias;goias;brazil;-16.066;-47.979;0;0;0;0.0;0.0;0.0
7762;ribeira do amparo;;city;ribeira do amparo;bahia;brazil;-11.047;-38.433;0;0;0;0.0;0.0;0.0
7763;canutama;;city;canutama;amazonas;brazil;-6.534;-64.383;0;0;0;0.0;0.0;0.0
7775;paulo ramos;;city;paulo ramos;maranhao;brazil;-4.445;-45.239;0;0;0;0.0;0.0;0.0
7795;barcelos;;city;barcelos;amazonas;brazil;-0.975;-62.924;0;0;0;0.0;0.0;0.0
7824;montauri;;city;montauri;rio grande do sul;brazil;-28.652;-52.07;0;0;0;0.0;0.0;0.0
7825;serra grande;;city;serra grande;paraiba;brazil;-7.215;-38.37;0;0;0;0.0;0.0;0.0
7826;jandira;;city;jandira;sao paulo;brazil;-23.528;-46.903;0;0;0;0.0;0.0;0.0
7827;wenceslau braz;;city;wenceslau braz;minas gerais;brazil;-22.534;-45.363;0;0;0;0.0;0.0;0.0
7828;itaguaje;;city;itaguaje;parana;brazil;-22.618;-51.966;0;0;0;0.0;0.0;0.0
7830;witmarsum;;city;witmarsum;santa catarina;brazil;-26.926;-49.796;0;0;0;0.0;0.0;0.0
7831;goncalves;;city;goncalves;minas gerais;brazil;-22.659;-45.856;0;0;0;0.0;0.0;0.0
7832;alvinlandia;;city;alvinlandia;sao paulo;brazil;-22.444;-49.763;0;0;0;0.0;0.0;0.0
7833;verissimo;;city;verissimo;minas gerais;brazil;-19.663;-48.308;0;0;0;0.0;0.0;0.0
7834;goncalves dias;;city;goncalves dias;maranhao;brazil;-5.151;-44.299;0;0;0;0.0;0.0;0.0
7835;arataca;;city;arataca;bahia;brazil;-15.263;-39.414;0;0;0;0.0;0.0;0.0
7836;comercinho;;city;comercinho;minas gerais;brazil;-16.296;-41.793;0;0;0;0.0;0.0;0.0
7837;itatiaia;;city;itatiaia;rio de janeiro;brazil;-22.496;-44.563;0;0;0;0.0;0.0;0.0
7838;marques de souza;;city;marques de souza;rio grande do sul;brazil;-29.328;-52.093;0;0;0;0.0;0.0;0.0
7839;caiana;;city;caiana;minas gerais;brazil;-20.696;-41.925;0;0;0;0.0;0.0;0.0
7840;almirante tamandare;;city;almirante tamandare;parana;brazil;-25.325;-49.31;0;0;0;0.0;0.0;0.0
7841;major isidoro;;city;major isidoro;alagoas;brazil;-9.532;-36.985;0;0;0;0.0;0.0;0.0
7842;antonio joao;;city;antonio joao;mato grosso do sul;brazil;-22.191;-55.948;0;0;0;0.0;0.0;0.0
7843;damolandia;;city;damolandia;goias;brazil;-16.253;-49.37;0;0;0;0.0;0.0;0.0
7844;guzolandia;;city;guzolandia;sao paulo;brazil;-20.65;-50.662;0;0;0;0.0;0.0;0.0
7845;candiota;;city;candiota;rio grande do sul;brazil;-31.558;-53.673;0;0;0;0.0;0.0;0.0
7846;munhoz de melo;;city;munhoz de melo;parana;brazil;-23.148;-51.774;0;0;0;0.0;0.0;0.0
7847;ananas;;city;ananas;tocantins;brazil;-6.366;-48.073;0;0;0;0.0;0.0;0.0
7851;messias;;city;messias;alagoas;brazil;-9.383;-35.842;0;0;0;0.0;0.0;0.0
7852;euclides da cunha paulista;;city;euclides da cunha paulista;sao paulo;brazil;-22.561;-52.59;0;0;0;0.0;0.0;0.0
7853;caracarai;;city;caracarai;roraima;brazil;1.816;-61.128;0;0;0;0.0;0.0;0.0
7854;oscar bressane;;city;oscar bressane;sao paulo;brazil;-22.318;-50.281;0;0;0;0.0;0.0;0.0
7855;ribeiro goncalves;;city;ribeiro goncalves;piaui;brazil;-7.558;-45.242;0;0;0;0.0;0.0;0.0
7856;sao mateus do maranhao;;city;sao mateus do maranhao;maranhao;brazil;-4.04;-44.47;0;0;0;0.0;0.0;0.0
7857;euclides da cunha;;city;euclides da cunha;bahia;brazil;-10.508;-39.014;0;0;0;0.0;0.0;0.0
7858;doutor severiano;;city;doutor severiano;rio grande do norte;brazil;-6.094;-38.375;0;0;0;0.0;0.0;0.0
7860;porteiras;;city;porteiras;ceara;brazil;-7.535;-39.118;0;0;0;0.0;0.0;0.0
7862;paty do alferes;;city;paty do alferes;rio de janeiro;brazil;-22.429;-43.419;0;0;0;0.0;0.0;0.0
7863;envira;;city;envira;amazonas;brazil;-7.433;-70.023;0;0;0;0.0;0.0;0.0
7864;esmeralda;;city;esmeralda;rio grande do sul;brazil;-28.054;-51.19;0;0;0;0.0;0.0;0.0
7865;sao goncalo do rio preto;;city;sao goncalo do rio preto;minas gerais;brazil;-18.004;-43.391;0;0;0;0.0;0.0;0.0
7866;doresopolis;;city;doresopolis;minas gerais;brazil;-20.287;-45.903;0;0;0;0.0;0.0;0.0
7868;prudente de morais;;city;prudente de morais;minas gerais;brazil;-19.482;-44.155;0;0;0;0.0;0.0;0.0
7869;madalena;;city;madalena;ceara;brazil;-4.857;-39.577;0;0;0;0.0;0.0;0.0
7870;sao geraldo do baixio;;city;sao geraldo do baixio;minas gerais;brazil;-18.9;-41.36;0;0;0;0.0;0.0;0.0
7872;jari;;city;jari;rio grande do sul;brazil;-29.291;-54.224;0;0;0;0.0;0.0;0.0
7873;painel;;city;painel;santa catarina;brazil;-27.929;-50.105;0;0;0;0.0;0.0;0.0
7874;matias olimpio;;city;matias olimpio;piaui;brazil;-3.716;-42.556;0;0;0;0.0;0.0;0.0
7875;bandeirante;;city;bandeirante;santa catarina;brazil;-26.769;-53.638;0;0;0;0.0;0.0;0.0
7876;esperantinopolis;;city;esperantinopolis;maranhao;brazil;-4.883;-44.688;0;0;0;0.0;0.0;0.0
7877;parati;;city;parati;rio de janeiro;brazil;-23.218;-44.713;0;0;0;0.0;0.0;0.0
7879;sao joao do manhuacu;;city;sao joao do manhuacu;minas gerais;brazil;-20.394;-42.151;0;0;0;0.0;0.0;0.0
7880;medeiros;;city;medeiros;minas gerais;brazil;-19.996;-46.226;0;0;0;0.0;0.0;0.0
7883;groairas;;city;groairas;ceara;brazil;-3.913;-40.383;0;0;0;0.0;0.0;0.0
7884;faculdade estacio de natal;;instituition;natal;rio grande do norte;brazil;-5.795;-35.209;0;0;0;0.0;0.0;0.0
7885;faculdade empresarial de chapeco;;instituition;chapeco;santa catarina;brazil;-27.096;-52.618;0;0;0;0.0;0.0;0.0
7887;faculdade pitagoras de londrina;;instituition;londrina;parana;brazil;-23.31;-51.163;0;0;0;0.0;0.0;0.0
7888;faculdade arthur thomas;;instituition;londrina;parana;brazil;-23.31;-51.163;0;0;0;0.0;0.0;0.0
7889;faculdade meridional;;instituition;passo fundo;rio grande do sul;brazil;-28.263;-52.407;0;0;0;0.0;0.0;0.0
7890;faculdade de filosofia ciencias e letras de duque de caxias;;instituition;duque de caxias;rio de janeiro;brazil;-22.786;-43.312;0;0;0;0.0;0.0;0.0
7891;faculdade atenas maranhense;;instituition;sao luis;maranhao;brazil;-2.53;-44.303;0;0;0;0.0;0.0;0.0
7892;centro universitario luterano de manaus;;instituition;manaus;amazonas;brazil;-3.102;-60.025;0;0;0;0.0;0.0;0.0
7893;centro universitario de ensino superior do amazonas;;instituition;manaus;amazonas;brazil;-3.102;-60.025;0;0;0;0.0;0.0;0.0
7894;escola superior batista do amazonas;;instituition;manaus;amazonas;brazil;-3.102;-60.025;0;0;0;0.0;0.0;0.0
7895;centro de ensino superior de maringa;;instituition;maringa;parana;brazil;-23.425;-51.939;0;0;0;0.0;0.0;0.0
7896;faculdade eficaz;;instituition;maringa;parana;brazil;-23.425;-51.939;0;0;0;0.0;0.0;0.0
7897;instituto federal do piaui;;instituition;teresina;piaui;brazil;-5.089;-42.802;0;0;0;0.0;0.0;0.0
7898;faculdade santo agostinho;;instituition;teresina;piaui;brazil;-5.089;-42.802;0;0;0;0.0;0.0;0.0
7899;instituto de ciencias juridicas e sociais professor camillo filho;;instituition;teresina;piaui;brazil;-5.089;-42.802;0;0;0;0.0;0.0;0.0
7900;uniao das faculdades dos grandes lagos;;instituition;sao jose do rio preto;sao paulo;brazil;-20.82;-49.379;0;0;0;0.0;0.0;0.0
7901;instituto federal de sergipe;;instituition;aracaju;sergipe;brazil;-10.911;-37.072;0;0;0;0.0;0.0;0.0
7902;faculdade da amazonia ocidental;;instituition;rio branco;acre;brazil;-9.975;-67.81;0;0;0;0.0;0.0;0.0
7903;instituto federal do triangulo mineiro;;instituition;uberaba;minas gerais;brazil;-19.748;-47.932;0;0;0;0.0;0.0;0.0
7904;centro universitario anhanguera;;instituition;santo andre;sao paulo;brazil;-23.664;-46.538;0;0;0;0.0;0.0;0.0
7905;centro universitario de itajuba;;instituition;itajuba;minas gerais;brazil;-22.426;-45.453;0;0;0;0.0;0.0;0.0
7906;faculdade anchieta;;instituition;sao bernardo do campo;sao paulo;brazil;-23.694;-46.565;0;0;0;0.0;0.0;0.0
7907;faculdades integradas de sao carlos;;instituition;sao carlos;sao paulo;brazil;-22.018;-47.891;0;0;0;0.0;0.0;0.0
7908;faculdade de itaituba;;instituition;itaituba;para;brazil;-4.276;-55.984;0;0;0;0.0;0.0;0.0
7910;faculdade cenecista de varginha;;instituition;varginha;minas gerais;brazil;-21.551;-45.43;0;0;0;0.0;0.0;0.0
7911;centro universitario facvest;;instituition;lages;santa catarina;brazil;-27.816;-50.326;0;0;0;0.0;0.0;0.0
7912;faculdades integradas pitagoras;;instituition;montes claros;minas gerais;brazil;-16.735;-43.862;0;0;0;0.0;0.0;0.0
7914;faculdade batista pioneira;;instituition;ijui;rio grande do sul;brazil;-28.388;-53.915;0;0;0;0.0;0.0;0.0
7915;centro universitario de lins;;instituition;lins;sao paulo;brazil;-21.679;-49.743;0;0;0;0.0;0.0;0.0
7916;faculdade satc;;instituition;criciuma;santa catarina;brazil;-28.678;-49.37;0;0;0;0.0;0.0;0.0
7917;instituto superior de educacao professor aldo muylaert;;instituition;campos dos goytacazes;rio de janeiro;brazil;-21.754;-41.324;0;0;0;0.0;0.0;0.0
7918;centro universitario fluminense;;instituition;campos dos goytacazes;rio de janeiro;brazil;-21.754;-41.324;0;0;0;0.0;0.0;0.0
7919;faculdade sao francisco de barreiras;;instituition;barreiras;bahia;brazil;-12.153;-44.99;0;0;0;0.0;0.0;0.0
7920;faculdade joao calvino;;instituition;barreiras;bahia;brazil;-12.153;-44.99;0;0;0;0.0;0.0;0.0
7921;centro universitario do instituto maua de tecnologia;;instituition;sao caetano do sul;sao paulo;brazil;-23.623;-46.551;0;0;0;0.0;0.0;0.0
7922;faculdade de enfermagem;;instituition;araguaina;tocantins;brazil;-7.191;-48.207;0;0;0;0.0;0.0;0.0
7923;faculdade de direito de sorocaba;;instituition;sorocaba;sao paulo;brazil;-23.502;-47.458;0;0;0;0.0;0.0;0.0
7924;sociedade educacional de santa catarina;;instituition;joinville;santa catarina;brazil;-26.304;-48.846;0;0;0;0.0;0.0;0.0
7925;instituto superior tupy;;instituition;joinville;santa catarina;brazil;-26.304;-48.846;0;0;0;0.0;0.0;0.0
7926;faculdade de filosofia e letras de diamantina;;instituition;diamantina;minas gerais;brazil;-18.249;-43.6;0;0;0;0.0;0.0;0.0
7927;instituto federal de educacao ciencia e tecnologia goiano;;instituition;rio verde;goias;brazil;-17.798;-50.928;0;0;0;0.0;0.0;0.0
7928;faculdade de engenharia de guaratingueta;;instituition;guaratingueta;sao paulo;brazil;-22.816;-45.193;0;0;0;0.0;0.0;0.0
7929;faculdade de direito da alta paulista;;instituition;tupa;sao paulo;brazil;-21.935;-50.514;0;0;0;0.0;0.0;0.0
7930;faculdades integradas de cacoal;;instituition;cacoal;rondonia;brazil;-11.438;-61.448;0;0;0;0.0;0.0;0.0
7931;faculdade mater dei;;instituition;pato branco;parana;brazil;-26.229;-52.671;0;0;0;0.0;0.0;0.0
7932;faculdade do vale do jaguaribe;;instituition;aracati;ceara;brazil;-4.562;-37.77;0;0;0;0.0;0.0;0.0
7933;centro universitario de patos de minas;;instituition;patos de minas;minas gerais;brazil;-18.579;-46.518;0;0;0;0.0;0.0;0.0
7934;universidade catolica de goias;;instituition;goias;goias;brazil;-15.934;-50.14;0;0;0;0.0;0.0;0.0
7936;faculdade de educacao ciencias e letras don domenico;;instituition;guaruja;sao paulo;brazil;-23.993;-46.256;0;0;0;0.0;0.0;0.0
7937;faculdade uniao das americas;;instituition;foz do iguacu;parana;brazil;-25.548;-54.588;0;0;0;0.0;0.0;0.0
7938;faculdade de filosofia ciencias e letras de macae;;instituition;macae;rio de janeiro;brazil;-22.371;-41.787;0;0;0;0.0;0.0;0.0
7939;faculdade do noroeste de minas;;instituition;paracatu;minas gerais;brazil;-17.222;-46.875;0;0;0;0.0;0.0;0.0
7940;faculdade nossa cidade;;instituition;carapicuiba;sao paulo;brazil;-23.523;-46.836;0;0;0;0.0;0.0;0.0
7941;faculdades integradas do tapajos;;instituition;santarem;para;brazil;-2.443;-54.708;0;0;0;0.0;0.0;0.0
7942;instituto superior do litoral do parana;;instituition;paranagua;parana;brazil;-25.52;-48.509;0;0;0;0.0;0.0;0.0
7943;faculdade de ciencias e educacao de rubiataba;;instituition;rubiataba;goias;brazil;-15.164;-49.803;0;0;0;0.0;0.0;0.0
7944;faculdade de filosofia ciencias e letras de alegre;;instituition;alegre;espirito santo;brazil;-20.764;-41.533;0;0;0;0.0;0.0;0.0
7945;centro universitario amparense;;instituition;amparo;sao paulo;brazil;-22.701;-46.764;0;0;0;0.0;0.0;0.0
7946;faculdade senac minas;;instituition;contagem;minas gerais;brazil;-19.932;-44.054;0;0;0;0.0;0.0;0.0
7947;faculdades adamantinenses integradas;;instituition;adamantina;sao paulo;brazil;-21.685;-51.073;0;0;0;0.0;0.0;0.0
7948;faculdade antonio meneghetti;;instituition;restinga seca;rio grande do sul;brazil;-29.813;-53.375;0;0;0;0.0;0.0;0.0
7949;faculdade de filosofia ciencias e letras de mandaguari;;instituition;mandaguari;parana;brazil;-23.548;-51.671;0;0;0;0.0;0.0;0.0
7950;faculdade piauiense;;instituition;parnaiba;piaui;brazil;-2.905;-41.777;0;0;0;0.0;0.0;0.0
7951;faculdade de direito de garanhuns;;instituition;garanhuns;pernambuco;brazil;-8.89;-36.493;0;0;0;0.0;0.0;0.0
7952;faculdades integradas de paranaiba;;instituition;paranaiba;mato grosso do sul;brazil;-19.677;-51.191;0;0;0;0.0;0.0;0.0
7953;faculdade campo limpo paulista;;instituition;campo limpo paulista;sao paulo;brazil;-23.206;-46.784;0;0;0;0.0;0.0;0.0
7954;faculdade de educacao regional serrana;;instituition;conceicao do castelo;espirito santo;brazil;-20.368;-41.244;0;0;0;0.0;0.0;0.0
7955;faculdade de formacao de professores de goiana;;instituition;goiana;pernambuco;brazil;-7.561;-35.003;0;0;0;0.0;0.0;0.0
7956;faculdade de teologia integrada;;instituition;igarassu;pernambuco;brazil;-7.834;-34.906;0;0;0;0.0;0.0;0.0
7957;centro universitario do espirito santo;;instituition;colatina;espirito santo;brazil;-19.539;-40.631;0;0;0;0.0;0.0;0.0
7958;faculdade de ciencias de wenceslau braz;;instituition;wenceslau braz;parana;brazil;-23.874;-49.803;0;0;0;0.0;0.0;0.0
7959;faculdades integradas do vale do ivai;;instituition;ivaipora;parana;brazil;-24.248;-51.685;0;0;0;0.0;0.0;0.0
7960;escola de educacao fisica de assis;;instituition;assis;sao paulo;brazil;-22.662;-50.412;0;0;0;0.0;0.0;0.0
7961;academia da forca aerea;;instituition;pirassununga;sao paulo;brazil;-21.996;-47.426;0;0;0;0.0;0.0;0.0
7962;faculdade vizinhanca vale do iguacu;;instituition;dois vizinhos;parana;brazil;-25.734;-53.057;0;0;0;0.0;0.0;0.0
7963;instituto federal de educacao ciencia e tecnologia de rondonia;;instituition;colorado do oeste;rondonia;brazil;-13.117;-60.542;0;0;0;0.0;0.0;0.0
7965;faculdade de tecnologia de americana;;instituition;americana;sao paulo;brazil;-22.739;-47.331;0;0;0;0.0;0.0;0.0
7966;faculdade de imperatriz;;instituition;imperatriz;maranhao;brazil;-5.526;-47.476;0;0;0;0.0;0.0;0.0
7967;faculdade de educacao santa terezinha;;instituition;imperatriz;maranhao;brazil;-5.526;-47.476;0;0;0;0.0;0.0;0.0
7968;faculdade de filosofia ciencias e letras de itapetininga;;instituition;itapetininga;sao paulo;brazil;-23.592;-48.053;0;0;0;0.0;0.0;0.0
7969;faculdade camaquense de ciencias contabeis e administrativas;;instituition;camaqua;rio grande do sul;brazil;-30.851;-51.812;0;0;0;0.0;0.0;0.0
7970;faculdade de formacao de professores de penedo;;instituition;penedo;alagoas;brazil;-10.29;-36.586;0;0;0;0.0;0.0;0.0
7971;faculdade de filosofia ciencias e letras de congonhas;;instituition;congonhas;minas gerais;brazil;-20.5;-43.858;0;0;0;0.0;0.0;0.0
7972;faculdade de filosofia ciencias e letras do alto sao francisco;;instituition;luz;minas gerais;brazil;-19.801;-45.686;0;0;0;0.0;0.0;0.0
7973;faculdade inedi;;instituition;cachoeirinha;rio grande do sul;brazil;-29.951;-51.094;0;0;0;0.0;0.0;0.0
7974;nova faculdade;;instituition;contagem;minas gerais;brazil;-19.932;-44.054;0;0;0;0.0;0.0;0.0
7975;faculdade de ciencias sociais de florianopolis;;instituition;florianopolis;santa catarina;brazil;-27.597;-48.549;0;0;0;0.0;0.0;0.0
7976;faculdades integradas associacao de ensino de santa catarina;;instituition;florianopolis;santa catarina;brazil;-27.597;-48.549;0;0;0;0.0;0.0;0.0
7977;instituto de fisica teorica unesp;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
7978;faculdade de tecnologia ibta;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
7979;faculdades integradas rio branco;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
7980;faculdade sumare;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
7981;faculdade de tecnologia em hotelaria gastronomia e turismo de sao paulo;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
7982;faculdade porto alegrense de educacao ciencias e letras;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7983;centro universitario carioca;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
7984;centro universitario metodista ipa;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7985;centro federal de educacao tecnologica de pelotas;;instituition;pelotas;rio grande do sul;brazil;-31.772;-52.343;0;0;0;0.0;0.0;0.0
7986;faculdade anhanguera de joinville;;instituition;joinville;santa catarina;brazil;-26.304;-48.846;0;0;0;0.0;0.0;0.0
7987;faculdade porto alegrense;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7988;faculdades integradas de taquara;;instituition;taquara;rio grande do sul;brazil;-29.651;-50.781;0;0;0;0.0;0.0;0.0
7990;hospital nossa senhora da conceicao;;instituition;tubarao;santa catarina;brazil;-28.467;-49.007;0;0;0;0.0;0.0;0.0
7991;centro universitario la salle;;instituition;canoas;rio grande do sul;brazil;-29.918;-51.184;0;0;0;0.0;0.0;0.0
7992;faculdade cenecista de osorio;;instituition;osorio;rio grande do sul;brazil;-29.887;-50.27;0;0;0;0.0;0.0;0.0
7994;centro universitario franciscano;;instituition;santa maria;rio grande do sul;brazil;-29.684;-53.807;0;0;0;0.0;0.0;0.0
7995;fundacao universitaria de cardiologia;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7997;faculdade dom bosco de porto alegre;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7998;irmandade da santa casa de misericordia de porto alegre;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
7999;escola nacional de ciencias estatisticas;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8001;universidade da forca aerea;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8002;associacao dos diplomados da escola superior de guerra;;instituition;florianopolis;santa catarina;brazil;-27.597;-48.549;0;0;0;0.0;0.0;0.0
8003;escola superior de teologia;;instituition;sao leopoldo;rio grande do sul;brazil;-29.76;-51.147;0;0;0;0.0;0.0;0.0
8004;faculdade cenecista nossa senhora dos anjos;;instituition;gravatai;rio grande do sul;brazil;-29.944;-50.992;0;0;0;0.0;0.0;0.0
8006;faculdade meridional;;instituition;passo fundo;rio grande do sul;brazil;-28.263;-52.407;0;0;0;0.0;0.0;0.0
8007;universidade alto vale do rio do peixe;;instituition;cacador;santa catarina;brazil;-26.775;-51.015;0;0;0;0.0;0.0;0.0
8008;coordenacao de aperfeicoamento de pessoal de nivel superior;;instituition;brasilia;federal district;brazil;-15.78;-47.93;0;0;0;0.0;0.0;0.0
8009;faculdade nossa senhora de fatima;;instituition;caxias do sul;rio grande do sul;brazil;-29.168;-51.179;0;0;0;0.0;0.0;0.0
8010;instituto brasileiro do meio ambiente e dos recursos naturais renovaveis;;instituition;brasilia;federal district;brazil;-15.78;-47.93;0;0;0;0.0;0.0;0.0
8012;faculdade inedi;;instituition;cachoeirinha;rio grande do sul;brazil;-29.951;-51.094;0;0;0;0.0;0.0;0.0
8013;fundacao escola tecnica liberato salzano vieira da cunha;;instituition;novo hamburgo;rio grande do sul;brazil;-29.678;-51.131;0;0;0;0.0;0.0;0.0
8015;faculdade de direito de itu;;instituition;itu;sao paulo;brazil;-23.264;-47.299;0;0;0;0.0;0.0;0.0
8016;faculdades integradas sao judas tadeu;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
8017;colegio anchieta;;instituition;salvador;bahia;brazil;-12.971;-38.511;0;0;0;0.0;0.0;0.0
8019;instituto brasileiro de medicina de reabilitacao;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8021;instituto agronomico;;instituition;campinas;sao paulo;brazil;-22.906;-47.061;0;0;0;0.0;0.0;0.0
8023;centro universitario de formiga;;instituition;formiga;minas gerais;brazil;-20.464;-45.426;0;0;0;0.0;0.0;0.0
8025;instituto brasileiro de mercado de capitais;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8027;faculdade de tecnologia senai porto alegre;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
8028;instituto federal do piaui;;instituition;teresina;piaui;brazil;-5.089;-42.802;0;0;0;0.0;0.0;0.0
8029;centro universitario moacyr sreder bastos;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8031;instituto federal de educacao ciencia e tecnologia catarinense;;instituition;concordia;santa catarina;brazil;-27.234;-52.028;0;0;0;0.0;0.0;0.0
8033;instituto de tecnologia para o desenvolvimento;;instituition;curitiba;parana;brazil;-25.428;-49.273;0;0;0;0.0;0.0;0.0
8034;centro universitario curitiba;;instituition;curitiba;parana;brazil;-25.428;-49.273;0;0;0;0.0;0.0;0.0
8035;escola superior de administracao direito e economia;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
8036;universidade de cruz alta;;instituition;cruz alta;rio grande do sul;brazil;-28.639;-53.606;0;0;0;0.0;0.0;0.0
8038;faculdade cenecista de bento goncalves;;instituition;bento goncalves;rio grande do sul;brazil;-29.171;-51.519;0;0;0;0.0;0.0;0.0
8039;faculdade doutor leocadio jose correia;;instituition;curitiba;parana;brazil;-25.428;-49.273;0;0;0;0.0;0.0;0.0
8040;uniao pioneira de integracao social;;instituition;brasilia;federal district;brazil;-15.78;-47.93;0;0;0;0.0;0.0;0.0
8041;centro universitario municipal de sao jose;;instituition;sao jose;santa catarina;brazil;-27.615;-48.628;0;0;0;0.0;0.0;0.0
8042;centro universitario candido rondon;;instituition;cuiaba;mato grosso;brazil;-15.596;-56.097;0;0;0;0.0;0.0;0.0
8045;centro universitario barriga verde;;instituition;orleans;santa catarina;brazil;-28.359;-49.291;0;0;0;0.0;0.0;0.0
8046;instituto nacional de educacao de surdos;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8047;faculdade capivari;;instituition;capivari de baixo;santa catarina;brazil;-28.445;-48.958;0;0;0;0.0;0.0;0.0
8048;faculdade faccentro;;instituition;porto alegre;rio grande do sul;brazil;-30.033;-51.23;0;0;0;0.0;0.0;0.0
8049;faculdades integradas associacao de ensino de santa catarina;;instituition;florianopolis;santa catarina;brazil;-27.597;-48.549;0;0;0;0.0;0.0;0.0
8050;centro de pesquisas rene rachou fiocruz;;instituition;belo horizonte;minas gerais;brazil;-19.817;-43.956;0;0;0;0.0;0.0;0.0
8051;instituto de quimica de sao carlos;;instituition;sao carlos;sao paulo;brazil;-22.018;-47.891;0;0;0;0.0;0.0;0.0
8052;instituto de fisica teorica unesp;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
8054;instituto federal de educacao ciencia e tecnologia do acre;;instituition;rio branco;acre;brazil;-9.975;-67.81;0;0;0;0.0;0.0;0.0
8055;faculdade barao do rio branco;;instituition;rio branco;acre;brazil;-9.975;-67.81;0;0;0;0.0;0.0;0.0
8056;faculdade fidelis;;instituition;curitiba;parana;brazil;-25.428;-49.273;0;0;0;0.0;0.0;0.0
8063;instituto universitario de pesquisas do rio de janeiro;;instituition;rio de janeiro;rio de janeiro;brazil;-22.903;-43.208;0;0;0;0.0;0.0;0.0
8066;faculdade dinamica das cataratas;;instituition;foz do iguacu;parana;brazil;-25.548;-54.588;0;0;0;0.0;0.0;0.0
8068;faculdade do norte pioneiro;;instituition;santo antonio da platina;parana;brazil;-23.295;-50.077;0;0;0;0.0;0.0;0.0
8069;faculdade de ensino superior dom bosco;;instituition;cornelio procopio;parana;brazil;-23.181;-50.647;0;0;0;0.0;0.0;0.0
8071;faculdade casa branca;;instituition;casa branca;sao paulo;brazil;-21.774;-47.086;0;0;0;0.0;0.0;0.0
8072;centro universitario do norte paulista;;instituition;sao jose do rio preto;sao paulo;brazil;-20.82;-49.379;0;0;0;0.0;0.0;0.0
8073;instituto de matematica e estatistica;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
8074;faculdade paulista de servico social;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
8075;hospital do servidor publico estadual de sao paulo;;instituition;sao paulo;sao paulo;brazil;-23.548;-46.636;0;0;0;0.0;0.0;0.0
8076;instituto de ensino superior santo andre;;instituition;santo andre;sao paulo;brazil;-23.664;-46.538;0;0;0;0.0;0.0;0.0
8077;centro universitario campos de andrade;;instituition;curitiba;parana;brazil;-25.428;-49.273;0;0;0;0.0;0.0;0.0
8078;centro de desenvolvimento da tecnologia nuclear;;instituition;belo horizonte;minas gerais;brazil;-19.817;-43.956;0;0;0;0.0;0.0;0.0
8081;faculdade de aracruz;;instituition;aracruz;espirito santo;brazil;-19.82;-40.273;0;0;0;0.0;0.0;0.0
8082;faculdade nazarena do brasil;;instituition;campinas;sao paulo;brazil;-22.906;-47.061;0;0;0;0.0;0.0;0.0
