Id,Label,Modularity Class,City,State,Country,Latitude,Longitude
644,"ivry sur seine,île-de-france,france",,ivry sur seine,île-de-france,france,48.81568,2.38487
645,"albuquerque,new mexico,united states",,albuquerque,new mexico,united states,35.08449,-106.65114
646,"west lafayette,indiana,united states",,west lafayette,indiana,united states,40.42587,-86.90807
647,"palmas,parana,brazil",,palmas,parana,brazil,-26.484,-51.991
648,"san ignacio,cayo,belize",,san ignacio,cayo,belize,17.15297,-89.08058
649,"leioa,basque country,spain",,leioa,basque country,spain,43.33333,-2.98333
650,"chatenay malabry,île-de-france,france",,chatenay malabry,île-de-france,france,48.76507,2.26655
651,"madison,wisconsin,united states",,madison,wisconsin,united states,43.07305,-89.40123
652,"pamplona,navarre,spain",,pamplona,navarre,spain,42.81687,-1.64323
653,"manchester,england,united kingdom",,manchester,england,united kingdom,53.48095,-2.23743
654,"tubarao,santa catarina,brazil",,tubarao,santa catarina,brazil,-28.467,-49.007
655,"sydney,new south wales,australia",,sydney,new south wales,australia,-33.86785,151.20732
656,"parkville,maryland,united states",,parkville,maryland,united states,39.37733,-76.53969
657,"lapa,parana,brazil",,lapa,parana,brazil,-25.77,-49.716
658,"riverside,california,united states",,riverside,california,united states,33.95335,-117.39616
659,"sao miguel do oeste,santa catarina,brazil",,sao miguel do oeste,santa catarina,brazil,-26.725,-53.518
660,"guelph,ontario,canada",,guelph,ontario,canada,43.54594,-80.25599
661,"itajuba,minas gerais,brazil",,itajuba,minas gerais,brazil,-22.426,-45.453
662,"caratinga,minas gerais,brazil",,caratinga,minas gerais,brazil,-19.79,-42.139
663,"bahia blanca,buenos aires,argentina",,bahia blanca,buenos aires,argentina,-38.71959,-62.27243
664,"cachoeira,bahia,brazil",,cachoeira,bahia,brazil,-12.618,-38.956
665,"centro habana,ciudad de la habana,cuba",,centro habana,ciudad de la habana,cuba,23.13833,-82.36417
666,"sevilla,andalusia,spain",,sevilla,andalusia,spain,37.38283,-5.97317
667,"ottawa,ontario,canada",,ottawa,ontario,canada,45.41117,-75.69812
668,"college station,texas,united states",,college station,texas,united states,30.62798,-96.33441
