Id,Label,Modularity Class,City,State,Country,Latitude,Longitude
166,"madrid,madrid,spain",,madrid,madrid,spain,40.4165,-3.70256
167,"aracatuba,sao paulo,brazil",,aracatuba,sao paulo,brazil,-21.209,-50.433
168,"floriano,piaui,brazil",,floriano,piaui,brazil,-6.767,-43.023
169,"santana do livramento,rio grande do sul,brazil",,santana do livramento,rio grande do sul,brazil,-30.891,-55.533
170,"porteirinha,minas gerais,brazil",,porteirinha,minas gerais,brazil,-15.743,-43.028
171,"lajeado,rio grande do sul,brazil",,lajeado,rio grande do sul,brazil,-29.467,-51.961
172,"birigui,sao paulo,brazil",,birigui,sao paulo,brazil,-21.289,-50.34
173,"ipatinga,minas gerais,brazil",,ipatinga,minas gerais,brazil,-19.468,-42.537
174,"ibitinga,sao paulo,brazil",,ibitinga,sao paulo,brazil,-21.758,-48.829
175,"barbacena,minas gerais,brazil",,barbacena,minas gerais,brazil,-21.226,-43.774
176,"budapest,budapest,hungary",,budapest,budapest,hungary,47.49801,19.03991
177,"formiga,minas gerais,brazil",,formiga,minas gerais,brazil,-20.464,-45.426
178,"luanda,luanda,angola",,luanda,luanda,angola,-8.83682,13.23432
179,"quixada,ceara,brazil",,quixada,ceara,brazil,-4.971,-39.015
180,"cajazeiras,paraiba,brazil",,cajazeiras,paraiba,brazil,-6.89,-38.562
181,"guarabira,paraiba,brazil",,guarabira,paraiba,brazil,-6.855,-35.49
182,"braganca paulista,sao paulo,brazil",,braganca paulista,sao paulo,brazil,-22.952,-46.542
183,"campo formoso,bahia,brazil",,campo formoso,bahia,brazil,-10.509,-40.321
184,"itanhomi,minas gerais,brazil",,itanhomi,minas gerais,brazil,-19.172,-41.865
185,"ipiau,bahia,brazil",,ipiau,bahia,brazil,-14.137,-39.734
186,"taua,ceara,brazil",,taua,ceara,brazil,-6.003,-40.293
187,"coroata,maranhao,brazil",,coroata,maranhao,brazil,-4.13,-44.124
188,"osasco,sao paulo,brazil",,osasco,sao paulo,brazil,-23.533,-46.792
189,"santos dumont,minas gerais,brazil",,santos dumont,minas gerais,brazil,-21.457,-43.553
190,"concepcion,biobío,chile",,concepcion,biobío,chile,-36.82699,-73.04977
191,"pires do rio,goias,brazil",,pires do rio,goias,brazil,-17.301,-48.28
192,"ituiutaba,minas gerais,brazil",,ituiutaba,minas gerais,brazil,-18.969,-49.465
193,"itabuna,bahia,brazil",,itabuna,bahia,brazil,-14.786,-39.28
194,"barreiras,bahia,brazil",,barreiras,bahia,brazil,-12.153,-44.99
195,"bage,rio grande do sul,brazil",,bage,rio grande do sul,brazil,-31.331,-54.107
196,"senador firmino,minas gerais,brazil",,senador firmino,minas gerais,brazil,-20.912,-43.097
197,"itapetinga,bahia,brazil",,itapetinga,bahia,brazil,-15.249,-40.248
198,"serra branca,paraiba,brazil",,serra branca,paraiba,brazil,-7.483,-36.665
199,"colatina,espirito santo,brazil",,colatina,espirito santo,brazil,-19.539,-40.631
200,"tegucigalpa,francisco morazán,honduras",,tegucigalpa,francisco morazán,honduras,14.0818,-87.20681
201,"duque de caxias,rio de janeiro,brazil",,duque de caxias,rio de janeiro,brazil,-22.786,-43.312
202,"tehran,tehrān,iran",,tehran,tehrān,iran,35.69439,51.42151
203,"picui,paraiba,brazil",,picui,paraiba,brazil,-6.555,-36.349
204,"muriae,minas gerais,brazil",,muriae,minas gerais,brazil,-21.131,-42.366
205,"leopoldina,minas gerais,brazil",,leopoldina,minas gerais,brazil,-21.532,-42.643
206,"pedra,pernambuco,brazil",,pedra,pernambuco,brazil,-8.497,-36.941
207,"alagoa grande,paraiba,brazil",,alagoa grande,paraiba,brazil,-7.089,-35.635
208,"penapolis,sao paulo,brazil",,penapolis,sao paulo,brazil,-21.42,-50.078
209,"januaria,minas gerais,brazil",,januaria,minas gerais,brazil,-15.488,-44.362
210,"santa rita,paraiba,brazil",,santa rita,paraiba,brazil,-7.114,-34.978
211,"uniao da vitoria,parana,brazil",,uniao da vitoria,parana,brazil,-26.23,-51.086
212,"volta redonda,rio de janeiro,brazil",,volta redonda,rio de janeiro,brazil,-22.523,-44.104
213,"princesa isabel,paraiba,brazil",,princesa isabel,paraiba,brazil,-7.737,-37.993
214,"assis chateaubriand,parana,brazil",,assis chateaubriand,parana,brazil,-24.42,-53.521
215,"sao vicente ferrer,pernambuco,brazil",,sao vicente ferrer,pernambuco,brazil,-7.591,-35.491
216,"sao miguel dos campos,alagoas,brazil",,sao miguel dos campos,alagoas,brazil,-9.781,-36.094
217,"bento goncalves,rio grande do sul,brazil",,bento goncalves,rio grande do sul,brazil,-29.171,-51.519
218,"pirassununga,sao paulo,brazil",,pirassununga,sao paulo,brazil,-21.996,-47.426
219,"erechim,rio grande do sul,brazil",,erechim,rio grande do sul,brazil,-27.634,-52.274
220,"alegrete,rio grande do sul,brazil",,alegrete,rio grande do sul,brazil,-29.783,-55.792
221,"caxias,maranhao,brazil",,caxias,maranhao,brazil,-4.859,-43.356
222,"umuarama,parana,brazil",,umuarama,parana,brazil,-23.766,-53.325
223,"farroupilha,rio grande do sul,brazil",,farroupilha,rio grande do sul,brazil,-29.225,-51.348
224,"linhares,espirito santo,brazil",,linhares,espirito santo,brazil,-19.391,-40.072
225,"suzano,sao paulo,brazil",,suzano,sao paulo,brazil,-23.543,-46.311
226,"maracaibo,estado zulia,venezuela",,maracaibo,estado zulia,venezuela,10.63167,-71.64056
227,"imperatriz,maranhao,brazil",,imperatriz,maranhao,brazil,-5.526,-47.476
228,"catole do rocha,paraiba,brazil",,catole do rocha,paraiba,brazil,-6.344,-37.747
229,"penedo,alagoas,brazil",,penedo,alagoas,brazil,-10.29,-36.586
230,"goias,goias,brazil",,goias,goias,brazil,-15.934,-50.14
231,"alagoinhas,bahia,brazil",,alagoinhas,bahia,brazil,-12.136,-38.419
232,"santa cruz do sul,rio grande do sul,brazil",,santa cruz do sul,rio grande do sul,brazil,-29.718,-52.426
233,"divinopolis,minas gerais,brazil",,divinopolis,minas gerais,brazil,-20.139,-44.884
234,"areia,paraiba,brazil",,areia,paraiba,brazil,-6.963,-35.692
235,"sao jose dos pinhais,parana,brazil",,sao jose dos pinhais,parana,brazil,-25.535,-49.206
236,"macaparana,pernambuco,brazil",,macaparana,pernambuco,brazil,-7.555,-35.453
237,"patos de minas,minas gerais,brazil",,patos de minas,minas gerais,brazil,-18.579,-46.518
238,"limoeiro do norte,ceara,brazil",,limoeiro do norte,ceara,brazil,-5.146,-38.098
239,"ronda alta,rio grande do sul,brazil",,ronda alta,rio grande do sul,brazil,-27.767,-52.802
240,"santarem,para,brazil",,santarem,para,brazil,-2.443,-54.708
241,"ourinhos,sao paulo,brazil",,ourinhos,sao paulo,brazil,-22.979,-49.871
242,"sao jose do rio pardo,sao paulo,brazil",,sao jose do rio pardo,sao paulo,brazil,-21.596,-46.889
243,"amarante,piaui,brazil",,amarante,piaui,brazil,-6.241,-42.855
244,"garanhuns,pernambuco,brazil",,garanhuns,pernambuco,brazil,-8.89,-36.493
245,"rio largo,alagoas,brazil",,rio largo,alagoas,brazil,-9.478,-35.853
246,"santa vitoria do palmar,rio grande do sul,brazil",,santa vitoria do palmar,rio grande do sul,brazil,-33.519,-53.368
247,"boqueirao,paraiba,brazil",,boqueirao,paraiba,brazil,-7.482,-36.135
248,"sousa,paraiba,brazil",,sousa,paraiba,brazil,-6.761,-38.231
249,"rondonopolis,mato grosso,brazil",,rondonopolis,mato grosso,brazil,-16.471,-54.636
250,"joao camara,rio grande do norte,brazil",,joao camara,rio grande do norte,brazil,-5.538,-35.82
251,"estancia,sergipe,brazil",,estancia,sergipe,brazil,-11.268,-37.438
252,"propria,sergipe,brazil",,propria,sergipe,brazil,-10.211,-36.84
253,"agua preta,pernambuco,brazil",,agua preta,pernambuco,brazil,-8.707,-35.531
254,"orleans,santa catarina,brazil",,orleans,santa catarina,brazil,-28.359,-49.291
255,"tabira,pernambuco,brazil",,tabira,pernambuco,brazil,-7.591,-37.539
256,"matao,sao paulo,brazil",,matao,sao paulo,brazil,-21.603,-48.366
257,"barreiros,pernambuco,brazil",,barreiros,pernambuco,brazil,-8.818,-35.186
258,"sertania,pernambuco,brazil",,sertania,pernambuco,brazil,-8.074,-37.264
259,"esteio,rio grande do sul,brazil",,esteio,rio grande do sul,brazil,-29.861,-51.179
260,"arcoverde,pernambuco,brazil",,arcoverde,pernambuco,brazil,-8.419,-37.054
261,"pombal,paraiba,brazil",,pombal,paraiba,brazil,-6.77,-37.802
262,"cuite,paraiba,brazil",,cuite,paraiba,brazil,-6.485,-36.157
263,"sao jose do sabugi,paraiba,brazil",,sao jose do sabugi,paraiba,brazil,-6.776,-36.799
264,"itaporanga,paraiba,brazil",,itaporanga,paraiba,brazil,-7.304,-38.15
265,"conceicao,paraiba,brazil",,conceicao,paraiba,brazil,-7.562,-38.509
266,"cabo frio,rio de janeiro,brazil",,cabo frio,rio de janeiro,brazil,-22.879,-42.019
267,"surubim,pernambuco,brazil",,surubim,pernambuco,brazil,-7.832,-35.756
268,"itu,sao paulo,brazil",,itu,sao paulo,brazil,-23.264,-47.299
269,"carpina,pernambuco,brazil",,carpina,pernambuco,brazil,-7.851,-35.255
270,"rio tinto,paraiba,brazil",,rio tinto,paraiba,brazil,-6.803,-35.081
271,"sobral,ceara,brazil",,sobral,ceara,brazil,-3.674,-40.239
272,"campo maior,piaui,brazil",,campo maior,piaui,brazil,-4.828,-42.169
273,"caico,rio grande do norte,brazil",,caico,rio grande do norte,brazil,-6.458,-37.098
274,"palmeira dos indios,alagoas,brazil",,palmeira dos indios,alagoas,brazil,-9.407,-36.628
275,"catende,pernambuco,brazil",,catende,pernambuco,brazil,-8.667,-35.717
276,"paulista,pernambuco,brazil",,paulista,pernambuco,brazil,-7.941,-34.873
277,"timbauba,pernambuco,brazil",,timbauba,pernambuco,brazil,-7.505,-35.318
278,"sao lourenco da mata,pernambuco,brazil",,sao lourenco da mata,pernambuco,brazil,-8.002,-35.018
279,"silvania,goias,brazil",,silvania,goias,brazil,-16.659,-48.608
280,"barras,piaui,brazil",,barras,piaui,brazil,-4.247,-42.296
281,"entre rios,bahia,brazil",,entre rios,bahia,brazil,-11.942,-38.084
282,"marechal candido rondon,parana,brazil",,marechal candido rondon,parana,brazil,-24.556,-54.057
283,"canhotinho,pernambuco,brazil",,canhotinho,pernambuco,brazil,-8.882,-36.191
284,"matoes,maranhao,brazil",,matoes,maranhao,brazil,-5.519,-43.199
285,"japura,parana,brazil",,japura,parana,brazil,-23.47,-52.553
286,"belem de sao francisco,pernambuco,brazil",,belem de sao francisco,pernambuco,brazil,-8.758,-38.964
287,"brejo do cruz,paraiba,brazil",,brejo do cruz,paraiba,brazil,-6.349,-37.498
288,"pendencias,rio grande do norte,brazil",,pendencias,rio grande do norte,brazil,-5.26,-36.722
289,"registro,sao paulo,brazil",,registro,sao paulo,brazil,-24.488,-47.844
290,"santa maria da vitoria,bahia,brazil",,santa maria da vitoria,bahia,brazil,-13.398,-44.198
291,"sao bento do sul,santa catarina,brazil",,sao bento do sul,santa catarina,brazil,-26.25,-49.379
292,"sao benedito,ceara,brazil",,sao benedito,ceara,brazil,-4.049,-40.865
293,"tiangua,ceara,brazil",,tiangua,ceara,brazil,-3.732,-40.992
294,"tapera,rio grande do sul,brazil",,tapera,rio grande do sul,brazil,-28.626,-52.87
295,"aracruz,espirito santo,brazil",,aracruz,espirito santo,brazil,-19.82,-40.273
296,"currais novos,rio grande do norte,brazil",,currais novos,rio grande do norte,brazil,-6.261,-36.515
297,"igarassu,pernambuco,brazil",,igarassu,pernambuco,brazil,-7.834,-34.906
298,"ivaipora,parana,brazil",,ivaipora,parana,brazil,-24.248,-51.685
299,"macau,rio grande do norte,brazil",,macau,rio grande do norte,brazil,-5.115,-36.634
300,"pocoes,bahia,brazil",,pocoes,bahia,brazil,-14.53,-40.365
301,"taperoa,paraiba,brazil",,taperoa,paraiba,brazil,-7.207,-36.827
302,"jose bonifacio,sao paulo,brazil",,jose bonifacio,sao paulo,brazil,-21.053,-49.688
303,"pio ix,piaui,brazil",,pio ix,piaui,brazil,-6.838,-40.579
304,"russas,ceara,brazil",,russas,ceara,brazil,-4.94,-37.976
305,"macaiba,rio grande do norte,brazil",,macaiba,rio grande do norte,brazil,-5.858,-35.354
306,"iguatu,ceara,brazil",,iguatu,ceara,brazil,-6.359,-39.299
307,"barbalha,ceara,brazil",,barbalha,ceara,brazil,-7.305,-39.302
308,"ribeirao,pernambuco,brazil",,ribeirao,pernambuco,brazil,-8.514,-35.378
309,"tamboril,ceara,brazil",,tamboril,ceara,brazil,-4.832,-40.321
310,"paulo afonso,bahia,brazil",,paulo afonso,bahia,brazil,-9.408,-38.222
311,"pianco,paraiba,brazil",,pianco,paraiba,brazil,-7.198,-37.929
312,"iguai,bahia,brazil",,iguai,bahia,brazil,-14.756,-40.089
313,"ipanguacu,rio grande do norte,brazil",,ipanguacu,rio grande do norte,brazil,-5.498,-36.855
314,"lagarto,sergipe,brazil",,lagarto,sergipe,brazil,-10.917,-37.65
315,"torres,rio grande do sul,brazil",,torres,rio grande do sul,brazil,-29.335,-49.727
316,"taquari,rio grande do sul,brazil",,taquari,rio grande do sul,brazil,-29.8,-51.864
